# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.250       2.8274334     0.086773092     0.099364780
2.250       2.8902652     0.084306906      0.10312086
2.250       2.9530971     0.080753607      0.10535748
2.250       3.0159289     0.077927844      0.10829945
2.250       3.0787608     0.075053563      0.11096076
2.250       3.1415927     0.072745651      0.11426860
2.250       3.2044245     0.070861872      0.11812260
2.250       3.2672564     0.068323793      0.12072351
2.250       3.3300882     0.066181217      0.12381470
2.250       3.3929201     0.063830802      0.12630526
2.250       3.4557519     0.062087503      0.12980820
2.250       3.5185838     0.059705088      0.13176052
2.250       3.5814156     0.058478922      0.13609237
2.250       3.6442475     0.056870620      0.13943821
2.250       3.7070793     0.054965749      0.14185938
2.250       3.7699112     0.053339117      0.14478029
2.250       3.8327430     0.051822932      0.14781597
2.250       3.8955749     0.050373469      0.15086441
2.250       3.9584067     0.049808564      0.15650764
2.250       4.0212386     0.047556660      0.15666108
2.250       4.1469023     0.045738162      0.16524197
2.250       4.2725660     0.043569780      0.17215592
2.250       4.3982297     0.041780189      0.18008369
2.250       4.5238934     0.040116999      0.18816368
2.250       4.6495571     0.038190003      0.19447094
2.250       4.7752208     0.036461298      0.20113274
2.250       4.9008845     0.034706467      0.20696841
2.250       5.0265482     0.033741235      0.21709049
2.250       5.1522120     0.031667192      0.21941231
2.250       5.2778757     0.030701838      0.22867153
2.250       5.4035394     0.030142482      0.24092631
2.250       5.5292031     0.029019867      0.24851539
2.250       5.6548668     0.028437225      0.26051012
2.250       5.7805305     0.026623133      0.26051486
2.250       5.9061942     0.026054256      0.27193938
2.250       6.0318579     0.025509911      0.28361716
2.250       6.1575216     0.024238087      0.28667276
2.250       6.2831853     0.023947206      0.30092946
2.250       6.4088490     0.023338600      0.31123267
2.250       6.5345127     0.022369936      0.31620929
2.250       6.6601764     0.022045772      0.32995352
2.250       6.7858401     0.021628098      0.34237296
2.250       6.9115038     0.020635914      0.34515298
2.250       7.0371675     0.020273609      0.35792745
2.250       7.1628313     0.019873364      0.36999496
2.250       7.2884950     0.019597282      0.38439672
2.250       7.4141587     0.018995253      0.39219403
2.250       7.5398224     0.018397340      0.39949251
2.250       7.6654861     0.018126819      0.41362898
2.250       7.7911498     0.017696255      0.42399065
2.250       7.9168135     0.017460142      0.43890373
2.250       8.0424772     0.017282401      0.45545329
2.250       8.2938046     0.016580495      0.47921362
2.250       8.5451320     0.015843522      0.50081616
2.250       8.7964594     0.015376397      0.53021079
2.250       9.0477868     0.014983466      0.56222433
2.250       9.2991143     0.014562946      0.59325889
2.250       9.5504417     0.014268942      0.62969815
2.250       9.8017691     0.013362327      0.63747882
2.250       10.053096     0.013295512      0.68434466
2.250       10.304424     0.012817591      0.71047339
2.250       10.555751     0.012282055      0.73182756
2.250       10.807079     0.012060822      0.77120904
2.250       11.058406     0.011918120      0.81649896
2.250       11.309734     0.012024506      0.88124085
2.250       11.561061     0.011337339      0.88751248
2.250       11.812388     0.011168573      0.93256929
2.250       12.063716     0.011201487      0.99629797
2.250       12.315043     0.010844969       1.0261395
2.250       12.566371     0.010368832       1.0423887
2.250       12.817698     0.010338323       1.1029363
2.250       13.069025     0.010161709       1.1491233
2.250       13.320353    0.0099078780       1.1863097
2.250       13.571680    0.0097546420       1.2353285
2.250       13.823008    0.0095237777       1.2743454
2.250       14.074335    0.0093781288       1.3245554
2.250       14.325663    0.0092823488       1.3825228
2.250       14.576990    0.0088882975       1.3947373
2.250       14.828317    0.0087564391       1.4463500
2.250       15.079645    0.0087174334       1.5143708
2.250       15.330972    0.0085146618       1.5543426
2.250       15.582300    0.0084778588       1.6249915
2.250       15.833627    0.0082623552       1.6615574
2.250       16.084954    0.0082462695       1.7385504
2.250       16.587609    0.0079494570       1.8380576
2.250       17.090264    0.0077268031       1.9539634
2.250       17.592919    0.0076274759       2.1040924
2.250       18.095574    0.0073812069       2.2157191
2.250       18.598229    0.0071350005       2.3253001
2.250       19.100883    0.0069433564       2.4513204
2.250       19.603538    0.0068123922       2.5999996
2.250       20.106193    0.0066436777       2.7356993
2.250       20.608848    0.0064895136       2.8776869
2.250       21.111503    0.0062501241       2.9793144
2.250       21.614157    0.0062106975       3.1770611
2.250       22.116812    0.0060670544       3.3251845
2.250       22.619467    0.0059394351       3.4822706
2.250       23.122122    0.0059677661       3.7373615
2.250       23.624777    0.0056597005       3.7806532
2.250       24.127432    0.0055549094       3.9525786
2.250       24.630086    0.0054545872       4.1288581
2.250       25.132741    0.0053479348       4.3010644
2.250       25.635396    0.0052509312       4.4815339
2.250       26.138051    0.0051472086       4.6565216
2.250       26.640706    0.0051469953       4.9301622
2.250       27.143361    0.0050192547       5.0851099
2.250       27.646015    0.0049516578       5.3005205
2.250       28.148670    0.0049013734       5.5381115
2.250       28.651325    0.0047444360       5.6531301
2.250       29.153980    0.0046544257       5.8429196
2.250       29.656635    0.0046615328       6.1597715
2.250       30.159289    0.0046356662       6.4423710
2.250       30.661944    0.0044909940       6.5586099
2.250       31.164599    0.0044572023       6.8346651
2.250       31.667254    0.0043592653       7.0131767
2.250       32.169909    0.0043830166       7.3925261
2.250       33.175218    0.0042191121       7.8042774
2.250       34.180528    0.0041999216       8.4966504
2.250       35.185838    0.0039808589       8.7851814
2.250       36.191147    0.0038416139       9.2255236
2.250       37.196457    0.0039217084       10.224693
2.250       38.201767    0.0037017845       10.455185
2.250       39.207076    0.0035996092       10.990539
2.250       40.212386    0.0035980229       11.852602
2.250       41.217696    0.0034500924       12.239174
2.250       42.223005    0.0033484397       12.769096
2.250       43.228315    0.0033495039       13.707418
2.250       44.233625    0.0032637216       14.310043
2.250       45.238934    0.0031238518       14.652029
2.250       46.244244    0.0031621508       15.842579
2.250       47.249554    0.0031108953       16.624507
2.250       48.254863    0.0030469701       17.344497
2.250       49.260173    0.0029742603       18.010967
2.250       50.265482    0.0029386632       18.907305
2.250       51.270792    0.0029170329       19.916897
2.250       52.276102    0.0028992233       20.982707
2.250       53.281411    0.0028106504       21.537945
2.250       54.286721    0.0026838792       21.752744
2.250       55.292031    0.0026715301       22.877995
2.250       56.297340    0.0026747161       24.177511
2.250       57.302650    0.0025576039       24.379662
2.250       58.307960    0.0025388901       25.497506
2.250       59.313269    0.0024806393       26.223428
2.250       60.318579    0.0024343790       27.065232
2.250       61.323889    0.0024602114       28.742977
2.250       62.329198    0.0023655226       29.018302
2.250       63.334508    0.0023955809       30.832043
2.250       64.339818    0.0023021058       31.062400
2.250       66.350437    0.0022615745       33.466671
2.250       68.361056    0.0021265106       34.416294
2.250       70.371675    0.0021399895       37.781184
2.250       72.382295    0.0020373736       39.141547
2.250       74.392914    0.0020385465       42.519250
2.250       76.403533    0.0019760082       44.647725
2.250       78.414153    0.0019010978       46.436350
2.250       80.424772    0.0018454362       48.633866
2.250       82.435391    0.0017440148       49.495023
2.250       84.446011    0.0017330095       52.869916
2.250       86.456630    0.0017504017       57.306369
2.250       88.467249    0.0017195025       60.314350
2.250       90.477868    0.0016014938       60.092823
2.250       92.488488    0.0015242949       61.094525
2.250       94.499107    0.0015444344       66.027195
2.250       96.509726    0.0015697660       71.485576
2.250       98.520346    0.0014547566       70.475532
2.250       100.53096    0.0014430383       74.275857
2.250       102.54158    0.0013805531       75.409047
2.250       104.55220    0.0013877823       80.350978
2.250       106.56282    0.0013276489       81.389925
2.250       108.57344    0.0013370778       86.695739
2.250       110.58406    0.0012502880       85.656026
2.250       112.59468    0.0012610978       91.195344
2.250       114.60530    0.0012430922       94.795494
2.250       116.61592    0.0012025686       96.617021
2.250       118.62654    0.0011655941       98.574184
2.250       120.63716    0.0011355153       100.99655
2.250       122.64778    0.0010737966       100.36246
2.250       124.65840    0.0010880665       106.78010
2.250       126.66902    0.0010473540       107.83878
2.250       128.67964   0.00098882644       106.73818
2.000     0.015707963       53.573025   1.0519039e-05
2.000     0.031415927       127.47506   0.00020023735
2.000     0.047123890       64.535424   0.00034213052
2.000     0.062831853       55.192406   0.00069356823
2.000     0.078539816       41.153675    0.0010100631
2.000     0.094247780       30.897812    0.0013104226
2.000      0.10995574       25.320985    0.0017053150
2.000      0.12566371       22.811262    0.0022932382
2.000      0.14137167       16.483039    0.0023593627
2.000      0.15707963       14.276316    0.0028031482
2.000      0.17278760       12.628544    0.0033003594
2.000      0.18849556       11.444795    0.0038831273
2.000      0.20420352       10.004546    0.0043157603
2.000      0.21991149       8.9490613    0.0048216033
2.000      0.23561945       7.8591825    0.0052081207
2.000      0.25132741       7.3215989    0.0058883792
2.000      0.26703538       6.3069180    0.0060840649
2.000      0.28274334       5.7628982    0.0065991554
2.000      0.29845130       5.1571582    0.0069454622
2.000      0.31415927       4.7043802    0.0073896231
2.000      0.32986723       4.3130222    0.0078427698
2.000      0.34557519       3.8777038    0.0081072313
2.000      0.36128316       3.7166805    0.0088790936
2.000      0.37699112       3.3953888    0.0092162262
2.000      0.39269908       3.1503179    0.0096650542
2.000      0.40840704       3.0078127     0.010380080
2.000      0.42411501       2.7788017     0.010739368
2.000      0.43982297       2.6091215     0.011246006
2.000      0.45553093       2.4722084     0.011838835
2.000      0.47123890       2.3387726     0.012398857
2.000      0.48694686       2.1499459     0.012576000
2.000      0.50265482       2.0675710     0.013302714
2.000      0.51836279       1.9543814     0.013790533
2.000      0.53407075       1.8649341     0.014392298
2.000      0.54977871       1.7903721     0.015072223
2.000      0.56548668       1.7069025     0.015636736
2.000      0.58119464       1.6319525     0.016230899
2.000      0.59690260       1.5289250     0.016472779
2.000      0.61261057       1.4712785     0.017136361
2.000      0.62831853       1.4116770     0.017739656
2.000      0.64402649       1.3459949     0.018214819
2.000      0.65973446       1.2740711     0.018534097
2.000      0.67544242       1.2508015     0.019526467
2.000      0.69115038       1.1968840     0.020018890
2.000      0.70685835       1.1604309     0.020762839
2.000      0.72256631       1.0985464     0.020995286
2.000      0.73827427       1.0747897     0.021910232
2.000      0.75398224       1.0316327     0.022401583
2.000      0.76969020       1.0076599     0.023277274
2.000      0.78539816      0.96602097     0.023709722
2.000      0.80110613      0.93176255     0.024268653
2.000      0.81681409      0.90274265     0.024923205
2.000      0.83252205      0.86969141     0.025422759
2.000      0.84823002      0.83777781     0.025902401
2.000      0.86393798      0.82144119     0.026834557
2.000      0.87964594      0.79006133     0.027242990
2.000      0.89535391      0.76671465     0.027879708
2.000      0.91106187      0.75317886     0.028854396
2.000      0.92676983      0.72482561     0.029229370
2.000      0.94247780      0.70224665     0.029783334
2.000      0.95818576      0.67857357     0.030242405
2.000      0.97389372      0.66868571     0.031291545
2.000      0.98960169      0.64519815     0.031677044
2.000       1.0053096      0.63306899     0.032585234
2.000       1.0367256      0.60916236     0.034387037
2.000       1.0681415      0.56675154     0.034990434
2.000       1.0995574      0.54182995     0.036491105
2.000       1.1309734      0.50679780     0.037141728
2.000       1.1623893      0.48918377     0.038922174
2.000       1.1938052      0.46809161     0.040346097
2.000       1.2252211      0.44457758     0.041424880
2.000       1.2566371      0.43478555     0.043709411
2.000       1.2880530      0.40880916     0.044258028
2.000       1.3194689      0.39644581     0.046137237
2.000       1.3508848      0.37906943     0.047341717
2.000       1.3823008      0.36396196     0.048700554
2.000       1.4137167      0.35356244     0.050608508
2.000       1.4451326      0.33334813     0.050967273
2.000       1.4765485      0.32773866     0.053449189
2.000       1.5079645      0.31194604     0.054190488
2.000       1.5393804      0.30066014     0.055562780
2.000       1.5707963      0.29019562     0.056979777
2.000       1.6022123      0.28438295     0.059256222
2.000       1.6336282      0.27346034     0.060398236
2.000       1.6650441      0.26052540     0.060925283
2.000       1.6964600      0.25335290     0.062665288
2.000       1.7278760      0.24798133     0.064807748
2.000       1.7592919      0.23625511     0.065172618
2.000       1.7907078      0.23190299     0.067460693
2.000       1.8221237      0.22587528     0.069226530
2.000       1.8535397      0.22047354     0.071126656
2.000       1.8849556      0.21192314     0.071903828
2.000       1.9163715      0.20571855     0.073347081
2.000       1.9477874      0.19911463     0.074541499
2.000       1.9792034      0.19572419     0.076875159
2.000       2.0106193      0.18959741     0.078071440
2.000       2.0734512      0.17833067     0.080533713
2.000       2.1362830      0.16863766     0.083291598
2.000       2.1991149      0.16322599     0.087943412
2.000       2.2619467      0.15391216     0.090238175
2.000       2.3247786      0.14628243     0.093112330
2.000       2.3876104      0.13781199     0.095027138
2.000       2.4504423      0.13124477     0.097833075
2.000       2.5132741      0.12500406      0.10053423
2.000       2.5761060      0.12291893      0.10645847
2.000       2.6389378      0.11536974      0.10741122
2.000       2.7017697      0.11087547      0.11077728
2.000       2.7646015      0.10834945      0.11598307
2.000       2.8274334      0.10310911      0.11807132
2.000       2.8902652      0.10031852      0.12270562
2.000       2.9530971     0.095983730      0.12522789
2.000       3.0159289     0.092752902      0.12890242
2.000       3.0787608     0.089802579      0.13276601
2.000       3.1415927     0.086283340      0.13553355
2.000       3.2044245     0.083568276      0.13930344
2.000       3.2672564     0.081046148      0.14320305
2.000       3.3300882     0.077652139      0.14527500
2.000       3.3929201     0.075206717      0.14881537
2.000       3.4557519     0.073374698      0.15340668
2.000       3.5185838     0.070390465      0.15534160
2.000       3.5814156     0.068226795      0.15877766
2.000       3.6442475     0.066457949      0.16294490
2.000       3.7070793     0.064582800      0.16667972
2.000       3.7699112     0.063032923      0.17109253
2.000       3.8327430     0.061136515      0.17438136
2.000       3.8955749     0.059094217      0.17698233
2.000       3.9584067     0.058116692      0.18261330
2.000       4.0212386     0.056098493      0.18479958
2.000       4.1469023     0.053646536      0.19381320
2.000       4.2725660     0.050636099      0.20007685
2.000       4.3982297     0.049509809      0.21340040
2.000       4.5238934     0.045833387      0.21497567
2.000       4.6495571     0.043831390      0.22319798
2.000       4.7752208     0.042117730      0.23233551
2.000       4.9008845     0.040388821      0.24085455
2.000       5.0265482     0.039062744      0.25132899
2.000       5.1522120     0.037145005      0.25736640
2.000       5.2778757     0.035819236      0.26678662
2.000       5.4035394     0.034595012      0.27651501
2.000       5.5292031     0.033563238      0.28742314
2.000       5.6548668     0.032136796      0.29440146
2.000       5.7805305     0.031100354      0.30432573
2.000       5.9061942     0.030427482      0.31758460
2.000       6.0318579     0.029310303      0.32586962
2.000       6.1575216     0.028056859      0.33183878
2.000       6.2831853     0.027584740      0.34664007
2.000       6.4088490     0.026877296      0.35842306
2.000       6.5345127     0.025718260      0.36353939
2.000       6.6601764     0.025167395      0.37667407
2.000       6.7858401     0.024831142      0.39307718
2.000       6.9115038     0.023930328      0.40025481
2.000       7.0371675     0.023669352      0.41787875
2.000       7.1628313     0.022776833      0.42405068
2.000       7.2884950     0.022333285      0.43806286
2.000       7.4141587     0.021796577      0.45003281
2.000       7.5398224     0.021094117      0.45805217
2.000       7.6654861     0.020761864      0.47375707
2.000       7.7911498     0.020404168      0.48887048
2.000       7.9168135     0.019858529      0.49919310
2.000       8.0424772     0.019548168      0.51516440
2.000       8.2938046     0.018434578      0.53280078
2.000       8.5451320     0.017611542      0.55670354
2.000       8.7964594     0.017123123      0.59044159
2.000       9.0477868     0.017026680      0.63889179
2.000       9.2991143     0.016215132      0.66056493
2.000       9.5504417     0.015970078      0.70477041
2.000       9.8017691     0.015591802      0.74384075
2.000       10.053096     0.015039001      0.77408528
2.000       10.304424     0.014776731      0.81906765
2.000       10.555751     0.014326714      0.85365873
2.000       10.807079     0.013607321      0.87009735
2.000       11.058406     0.013735255      0.94098913
2.000       11.309734     0.013304412      0.97504144
2.000       11.561061     0.013033173       1.0202662
2.000       11.812388     0.012744273       1.0641393
2.000       12.063716     0.012343782       1.0978975
2.000       12.315043     0.012050531       1.1402085
2.000       12.566371     0.011792922       1.1855538
2.000       12.817698     0.011741855       1.2526712
2.000       13.069025     0.011359178       1.2845375
2.000       13.320353     0.011306075       1.3537215
2.000       13.571680     0.010957249       1.3876266
2.000       13.823008     0.010643034       1.4241094
2.000       14.074335     0.010580696       1.4944045
2.000       14.325663     0.010441950       1.5552350
2.000       14.576990     0.010245873       1.6077658
2.000       14.828317     0.010132570       1.6736533
2.000       15.079645    0.0098776873       1.7159272
2.000       15.330972    0.0097068056       1.7719672
2.000       15.582300    0.0095550162       1.8314554
2.000       15.833627    0.0094645624       1.9033209
2.000       16.084954    0.0093107232       1.9629678
2.000       16.587609    0.0090325770       2.0884944
2.000       17.090264    0.0087202358       2.2051839
2.000       17.592919    0.0084013318       2.3175659
2.000       18.095574    0.0084436216       2.5346389
2.000       18.598229    0.0079696208       2.5973032
2.000       19.100883    0.0078197643       2.7607322
2.000       19.603538    0.0078526961       2.9970393
2.000       20.106193    0.0076091394       3.1332521
2.000       20.608848    0.0073910181       3.2774469
2.000       21.111503    0.0071872895       3.4260432
2.000       21.614157    0.0071321296       3.6484166
2.000       22.116812    0.0070200042       3.8474699
2.000       22.619467    0.0069049835       4.0483683
2.000       23.122122    0.0067098827       4.2021180
2.000       23.624777    0.0066100038       4.4154514
2.000       24.127432    0.0065365764       4.6510807
2.000       24.630086    0.0063000575       4.7688381
2.000       25.132741    0.0062392636       5.0179135
2.000       25.635396    0.0060422350       5.1568912
2.000       26.138051    0.0060192291       5.4454118
2.000       26.640706    0.0059687703       5.7173174
2.000       27.143361    0.0058100391       5.8862698
2.000       27.646015    0.0058004521       6.2091155
2.000       28.148670    0.0057139194       6.4562155
2.000       28.651325    0.0056788554       6.7665174
2.000       29.153980    0.0055095232       6.9163636
2.000       29.656635    0.0055065414       7.2763699
2.000       30.159289    0.0053368252       7.4167997
2.000       30.661944    0.0053375296       7.7948835
2.000       31.164599    0.0052650039       8.0733465
2.000       31.667254    0.0051572855       8.2970297
2.000       32.169909    0.0051179984       8.6321682
2.000       33.175218    0.0050013611       9.2512379
2.000       34.180528    0.0049626963       10.039781
2.000       35.185838    0.0047468579       10.475631
2.000       36.191147    0.0046957171       11.276628
2.000       37.196457    0.0045448460       11.849340
2.000       38.201767    0.0044017548       12.432156
2.000       39.207076    0.0043790137       13.370263
2.000       40.212386    0.0043642873       14.376829
2.000       41.217696    0.0042713291       15.152504
2.000       42.223005    0.0040550975       15.463898
2.000       43.228315    0.0040460467       16.557931
2.000       44.233625    0.0039667197       17.392394
2.000       45.238934    0.0039123284       18.350279
2.000       46.244244    0.0037991669       19.034071
2.000       47.249554    0.0037674412       20.133064
2.000       48.254863    0.0036955066       21.036210
2.000       49.260173    0.0035783699       21.669220
2.000       50.265482    0.0035087297       22.575103
2.000       51.270792    0.0034219171       23.364141
2.000       52.276102    0.0034299094       24.823470
2.000       53.281411    0.0034084228       26.118660
2.000       54.286721    0.0032733544       26.530420
2.000       55.292031    0.0032215911       27.588513
2.000       56.297340    0.0032051119       28.971908
2.000       57.302650    0.0031646689       30.166342
2.000       58.307960    0.0031023386       31.156093
2.000       59.313269    0.0030284372       32.014330
2.000       60.318579    0.0029893699       33.235577
2.000       61.323889    0.0029773431       34.784695
2.000       62.329198    0.0029560454       36.262353
2.000       63.334508    0.0028950877       37.260886
2.000       64.339818    0.0028432567       38.364170
2.000       66.350437    0.0027925280       41.323695
2.000       68.361056    0.0026803740       43.380240
2.000       70.371675    0.0027220448       48.057281
2.000       72.382295    0.0025147866       48.313492
2.000       74.392914    0.0024424318       50.943340
2.000       76.403533    0.0025169282       56.869764
2.000       78.414153    0.0023390440       57.133655
2.000       80.424772    0.0023344756       61.521811
2.000       82.435391    0.0022102788       62.727566
2.000       84.446011    0.0021691484       66.175454
2.000       86.456630    0.0021358400       69.925227
2.000       88.467249    0.0020996975       73.650305
2.000       90.477868    0.0020880653       78.350436
2.000       92.488488    0.0019494994       78.136939
2.000       94.499107    0.0019197963       82.074554
2.000       96.509726    0.0018860542       85.889026
2.000       98.520346    0.0018702223       90.602725
2.000       100.53096    0.0018013651       92.719603
2.000       102.54158    0.0017545214       95.836073
2.000       104.55220    0.0017471035       101.15526
2.000       106.56282    0.0016675999       102.23022
2.000       108.57344    0.0016571509       107.44919
2.000       110.58406    0.0015910199       108.99924
2.000       112.59468    0.0016110234       116.49995
2.000       114.60530    0.0015794491       120.44534
2.000       116.61592    0.0015643883       125.68641
2.000       118.62654    0.0014750980       124.74889
2.000       120.63716    0.0014649419       130.29686
2.000       122.64778    0.0014237636       133.07215
2.000       124.65840    0.0014166768       139.02908
2.000       126.66902    0.0013486155       138.85758
2.000       128.67964    0.0013575180       146.53633
1.750     0.015707963       63.097100   1.2389087e-05
1.750     0.031415927       150.25583   0.00023602130
1.750     0.047123890       75.949570   0.00040264190
1.750     0.062831853       65.103662   0.00081811675
1.750     0.078539816       48.546083    0.0011915001
1.750     0.094247780       36.466684    0.0015466068
1.750      0.10995574       29.849755    0.0020103181
1.750      0.12566371       26.798325    0.0026940614
1.750      0.14137167       19.498148    0.0027909418
1.750      0.15707963       16.930924    0.0033243791
1.750      0.17278760       14.985741    0.0039163921
1.750      0.18849556       13.527579    0.0045897995
1.750      0.20420352       11.859197    0.0051158199
1.750      0.21991149       10.634806    0.0057298542
1.750      0.23561945       9.3393033    0.0061889667
1.750      0.25132741       8.7167394    0.0070104178
1.750      0.26703538       7.5206813    0.0072549403
1.750      0.28274334       6.9096108    0.0079122680
1.750      0.29845130       6.1784494    0.0083208978
1.750      0.31415927       5.6525081    0.0088789389
1.750      0.32986723       5.1884717    0.0094346812
1.750      0.34557519       4.6570445    0.0097366221
1.750      0.36128316       4.4794513     0.010701341
1.750      0.37699112       4.1088506     0.011152801
1.750      0.39269908       3.8011361     0.011661739
1.750      0.40840704       3.6367846     0.012550687
1.750      0.42411501       3.3582488     0.012978786
1.750      0.43982297       3.1485495     0.013571083
1.750      0.45553093       2.9975410     0.014354531
1.750      0.47123890       2.8416243     0.015064694
1.750      0.48694686       2.6138498     0.015289581
1.750      0.50265482       2.5139021     0.016174400
1.750      0.51836279       2.3814803     0.016804233
1.750      0.53407075       2.2719540     0.017533402
1.750      0.54977871       2.1869587     0.018410883
1.750      0.56548668       2.0787171     0.019042887
1.750      0.58119464       2.0028125     0.019919359
1.750      0.59690260       1.8686172     0.020132654
1.750      0.61261057       1.8049684     0.021022934
1.750      0.62831853       1.7333675     0.021782138
1.750      0.64402649       1.6523430     0.022360507
1.750      0.65973446       1.5677654     0.022806510
1.750      0.67544242       1.5374108     0.024000771
1.750      0.69115038       1.4733988     0.024643831
1.750      0.70685835       1.4212376     0.025429283
1.750      0.72256631       1.3555065     0.025906277
1.750      0.73827427       1.3224251     0.026958426
1.750      0.75398224       1.2710178     0.027599755
1.750      0.76969020       1.2402374     0.028649890
1.750      0.78539816       1.1917693     0.029250418
1.750      0.80110613       1.1510181     0.029979374
1.750      0.81681409       1.1150094     0.030783531
1.750      0.83252205       1.0725647     0.031353137
1.750      0.84823002       1.0344679     0.031983663
1.750      0.86393798       1.0126297     0.033080238
1.750      0.87964594      0.97429065     0.033595608
1.750      0.89535391      0.94864499     0.034495161
1.750      0.91106187      0.93086513     0.035661584
1.750      0.92676983      0.89584299     0.036125829
1.750      0.94247780      0.87061817     0.036924223
1.750      0.95818576      0.84064313     0.037465459
1.750      0.97389372      0.82666983     0.038684505
1.750      0.98960169      0.79685634     0.039122948
1.750       1.0053096      0.78373122     0.040340099
1.750       1.0367256      0.75324576     0.042520503
1.750       1.0681415      0.70651995     0.043619538
1.750       1.0995574      0.67096729     0.045188233
1.750       1.1309734      0.63162378     0.046289858
1.750       1.1623893      0.60836493     0.048404888
1.750       1.1938052      0.58305964     0.050255506
1.750       1.2252211      0.54952503     0.051203680
1.750       1.2566371      0.53770455     0.054055957
1.750       1.2880530      0.50696522     0.054884487
1.750       1.3194689      0.49073095     0.057109873
1.750       1.3508848      0.46714484     0.058341394
1.750       1.3823008      0.45094240     0.060339121
1.750       1.4137167      0.43378057     0.062090837
1.750       1.4451326      0.41189205     0.062976248
1.750       1.4765485      0.40722893     0.066412843
1.750       1.5079645      0.38551103     0.066970015
1.750       1.5393804      0.37315566     0.068960142
1.750       1.5707963      0.35801160     0.070295413
1.750       1.6022123      0.35142469     0.073225555
1.750       1.6336282      0.33691094     0.074412350
1.750       1.6650441      0.31993474     0.074818480
1.750       1.6964600      0.31259172     0.077317647
1.750       1.7278760      0.30485389     0.079670893
1.750       1.7592919      0.29142793     0.080392425
1.750       1.7907078      0.28476639     0.082838682
1.750       1.8221237      0.27644819     0.084726177
1.750       1.8535397      0.27068803     0.087326281
1.750       1.8849556      0.26095184     0.088538875
1.750       1.9163715      0.25130070     0.089598983
1.750       1.9477874      0.24412017     0.091389984
1.750       1.9792034      0.24188469     0.095005753
1.750       2.0106193      0.23106567     0.095147029
1.750       2.0734512      0.22005979     0.099378487
1.750       2.1362830      0.20493645      0.10121988
1.750       2.1991149      0.19828508      0.10683266
1.750       2.2619467      0.18788150      0.11015428
1.750       2.3247786      0.17775558      0.11314576
1.750       2.3876104      0.16805341      0.11587986
1.750       2.4504423      0.16065617      0.11975705
1.750       2.5132741      0.15202350      0.12226456
1.750       2.5761060      0.14787753      0.12807478
1.750       2.6389378      0.13890475      0.12932272
1.750       2.7017697      0.13546997      0.13535000
1.750       2.7646015      0.13158880      0.14085972
1.750       2.8274334      0.12348783      0.14140722
1.750       2.8902652      0.12026767      0.14710663
1.750       2.9530971      0.11447843      0.14935752
1.750       3.0159289      0.11110336      0.15440479
1.750       3.0787608      0.10649558      0.15744529
1.750       3.1415927      0.10295331      0.16171868
1.750       3.2044245     0.099152731      0.16528182
1.750       3.2672564     0.096326395      0.17020221
1.750       3.3300882     0.091890026      0.17191186
1.750       3.3929201     0.088244626      0.17461414
1.750       3.4557519     0.086874106      0.18163029
1.750       3.5185838     0.082287304      0.18159621
1.750       3.5814156     0.080474394      0.18728032
1.750       3.6442475     0.078684300      0.19292208
1.750       3.7070793     0.075486948      0.19482190
1.750       3.7699112     0.074088001      0.20109973
1.750       3.8327430     0.071609651      0.20425417
1.750       3.8955749     0.069261475      0.20743244
1.750       3.9584067     0.068055056      0.21384146
1.750       4.0212386     0.065933524      0.21719813
1.750       4.1469023     0.060763686      0.21952591
1.750       4.2725660     0.058054611      0.22938939
1.750       4.3982297     0.057140121      0.24628907
1.750       4.5238934     0.053127334      0.24918700
1.750       4.6495571     0.051041166      0.25991157
1.750       4.7752208     0.048507152      0.26758170
1.750       4.9008845     0.046474922      0.27714838
1.750       5.0265482     0.045546435      0.29304493
1.750       5.1522120     0.043676167      0.30261883
1.750       5.2778757     0.041013804      0.30547648
1.750       5.4035394     0.039243916      0.31367330
1.750       5.5292031     0.038297333      0.32796418
1.750       5.6548668     0.036799800      0.33711870
1.750       5.7805305     0.035777275      0.35009073
1.750       5.9061942     0.034394017      0.35898502
1.750       6.0318579     0.033183753      0.36893432
1.750       6.1575216     0.031903610      0.37733572
1.750       6.2831853     0.031133052      0.39122947
1.750       6.4088490     0.030516907      0.40695922
1.750       6.5345127     0.029410048      0.41572449
1.750       6.6601764     0.028703709      0.42960119
1.750       6.7858401     0.027781287      0.43977799
1.750       6.9115038     0.027152793      0.45415325
1.750       7.0371675     0.026652760      0.47055038
1.750       7.1628313     0.025553684      0.47574907
1.750       7.2884950     0.025050250      0.49135558
1.750       7.4141587     0.024599468      0.50790395
1.750       7.5398224     0.024038263      0.52198339
1.750       7.6654861     0.023693892      0.54066190
1.750       7.7911498     0.022952887      0.54993611
1.750       7.9168135     0.022412383      0.56339051
1.750       8.0424772     0.022180815      0.58454410
1.750       8.2938046     0.021180059      0.61215136
1.750       8.5451320     0.020632757      0.65220458
1.750       8.7964594     0.019169825      0.66101622
1.750       9.0477868     0.019163794      0.71908268
1.750       9.2991143     0.018405203      0.74978304
1.750       9.5504417     0.017704282      0.78130200
1.750       9.8017691     0.017519761      0.83581823
1.750       10.053096     0.017008743      0.87547155
1.750       10.304424     0.016378911      0.90787575
1.750       10.555751     0.015944930      0.95008033
1.750       10.807079     0.015757556       1.0075905
1.750       11.058406     0.015210739       1.0420731
