# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
1.000      0.43982297       6.2696714     0.027023946
1.000      0.45553093       5.9813097     0.028643110
1.000      0.47123890       5.7423996     0.030442973
1.000      0.48694686       5.3319225     0.031188809
1.000      0.50265482       5.1430702     0.033090420
1.000      0.51836279       4.8866824     0.034481474
1.000      0.53407075       4.6631711     0.035987195
1.000      0.54977871       4.5236897     0.038082621
1.000      0.56548668       4.2732525     0.039146771
1.000      0.58119464       4.1903492     0.041675928
1.000      0.59690260       3.9420396     0.042471897
1.000      0.61261057       3.8367493     0.044687610
1.000      0.62831853       3.6743102     0.046172744
1.000      0.64402649       3.5129087     0.047538811
1.000      0.65973446       3.3605388     0.048886244
1.000      0.67544242       3.2809496     0.051219438
1.000      0.69115038       3.1743282     0.053093303
1.000      0.70685835       3.0196869     0.054029300
1.000      0.72256631       2.9346874     0.056087390
1.000      0.73827427       2.8089624     0.057262379
1.000      0.75398224       2.7414285     0.059529266
1.000      0.76969020       2.6644954     0.061550715
1.000      0.78539816       2.5870352     0.063495396
1.000      0.80110613       2.4954329     0.064995954
1.000      0.81681409       2.4175116     0.066743424
1.000      0.83252205       2.3315483     0.068155659
1.000      0.84823002       2.2889130     0.070768577
1.000      0.86393798       2.1892397     0.071517326
1.000      0.87964594       2.1184320     0.073048029
1.000      0.89535391       2.0669987     0.075161365
1.000      0.91106187       2.0325183     0.077866086
1.000      0.92676983       1.9663140     0.079293720
1.000      0.94247780       1.9225473     0.081538116
1.000      0.95818576       1.8658133     0.083154849
1.000      0.97389372       1.8253695     0.085419248
1.000      0.98960169       1.7747447     0.087133956
1.000       1.0053096       1.7229892     0.088685450
1.000       1.0367256       1.6331759     0.092192303
1.000       1.0681415       1.5525828     0.095854253
1.000       1.0995574       1.4655301     0.098700362
1.000       1.1309734       1.4382315      0.10540378
1.000       1.1623893       1.3448557      0.10700418
1.000       1.1938052       1.2755349      0.10994184
1.000       1.2252211       1.2260045      0.11423673
1.000       1.2566371       1.1672616      0.11734594
1.000       1.2880530       1.1226011      0.12153375
1.000       1.3194689       1.0591703      0.12326323
1.000       1.3508848       1.0452841      0.13054480
1.000       1.3823008      0.99086836      0.13258484
1.000       1.4137167      0.94916143      0.13586184
1.000       1.4451326      0.92023136      0.14069880
1.000       1.4765485      0.88459146      0.14426341
1.000       1.5079645      0.84023304      0.14596319
1.000       1.5393804      0.81160250      0.14998627
1.000       1.5707963      0.77645424      0.15245643
1.000       1.6022123      0.75888248      0.15812660
1.000       1.6336282      0.72027177      0.15908393
1.000       1.6650441      0.70467796      0.16479278
1.000       1.6964600      0.67924089      0.16800607
1.000       1.7278760      0.65106076      0.17014903
1.000       1.7592919      0.62773248      0.17316438
1.000       1.7907078      0.60275008      0.17534029
1.000       1.8221237      0.58105674      0.17808297
1.000       1.8535397      0.55906872      0.18036037
1.000       1.8849556      0.54363600      0.18445135
1.000       1.9163715      0.52980925      0.18889868
1.000       1.9477874      0.51178907      0.19159579
1.000       1.9792034      0.50208578      0.19720569
1.000       2.0106193      0.48660507      0.20037172
1.000       2.0734512      0.44642781      0.20160575
1.000       2.1362830      0.42551098      0.21016355
1.000       2.1991149      0.39767299      0.21425950
1.000       2.2619467      0.38038878      0.22302064
1.000       2.3247786      0.35826499      0.22804440
1.000       2.3876104      0.33644811      0.23199507
1.000       2.4504423      0.31765717      0.23678945
1.000       2.5132741      0.30746480      0.24727787
1.000       2.5761060      0.28310074      0.24518982
1.000       2.6389378      0.27116710      0.25246126
1.000       2.7017697      0.26181099      0.26157914
1.000       2.7646015      0.24760101      0.26504542
1.000       2.8274334      0.23370019      0.26761255
1.000       2.8902652      0.22251527      0.27217183
1.000       2.9530971      0.21762117      0.28392562
1.000       3.0159289      0.20588706      0.28612949
1.000       3.0787608      0.19370398      0.28637602
1.000       3.1415927      0.18691880      0.29361137
1.000       3.2044245      0.17428883      0.29052931
1.000       3.2672564      0.16898043      0.29857697
1.000       3.3300882      0.16107316      0.30134268
1.000       3.3929201      0.15646449      0.30960427
1.000       3.4557519      0.14947153      0.31250460
1.000       3.5185838      0.14496947      0.31992670
1.000       3.5814156      0.13776384      0.32060454
1.000       3.6442475      0.13338277      0.32703452
1.000       3.7070793      0.12738795      0.32877156
1.000       3.7699112      0.12316869      0.33432121
1.000       3.8327430      0.12000212      0.34228532
1.000       3.8955749      0.11460096      0.34322048
1.000       3.9584067      0.11253236      0.35359731
1.000       4.0212386      0.10648915      0.35079641
1.000       4.1469023      0.10088594      0.36447883
1.000       4.2725660     0.092756891      0.36650743
1.000       4.3982297     0.087202132      0.37586431
1.000       4.5238934     0.081479593      0.38216966
1.000       4.6495571     0.078343853      0.39894217
1.000       4.7752208     0.072968774      0.40252021
1.000       4.9008845     0.070765631      0.42200350
1.000       5.0265482     0.065466620      0.42121104
1.000       5.1522120     0.063274388      0.43840891
1.000       5.2778757     0.060427752      0.45007424
1.000       5.4035394     0.058521415      0.46775672
1.000       5.5292031     0.054589407      0.46748347
1.000       5.6548668     0.052993013      0.48546285
1.000       5.7805305     0.051267017      0.50166222
1.000       5.9061942     0.048998298      0.51141613
1.000       6.0318579     0.047358203      0.52652473
1.000       6.1575216     0.045162484      0.53415329
1.000       6.2831853     0.044415314      0.55813929
1.000       6.4088490     0.041936337      0.55924340
1.000       6.5345127     0.041316956      0.58403409
1.000       6.6601764     0.040328034      0.60357954
1.000       6.7858401     0.038815268      0.61444600
1.000       6.9115038     0.038193881      0.63882471
1.000       7.0371675     0.036886275      0.65122149
1.000       7.1628313     0.035941966      0.66915426
1.000       7.2884950     0.034975411      0.68603561
1.000       7.4141587     0.033760267      0.69704651
1.000       7.5398224     0.033121263      0.71921790
1.000       7.6654861     0.032478292      0.74110976
1.000       7.7911498     0.031251987      0.74877710
1.000       7.9168135     0.030973109      0.77858547
1.000       8.0424772     0.030284803      0.79811326
1.000       8.2938046     0.028552748      0.82523866
1.000       8.5451320     0.027777814      0.87806092
1.000       8.7964594     0.027332226      0.94247312
1.000       9.0477868     0.025476806      0.95596571
1.000       9.2991143     0.024785928       1.0097182
1.000       9.5504417     0.023758041       1.0484585
1.000       9.8017691     0.023432308       1.1178891
1.000       10.053096     0.022752887       1.1711333
1.000       10.304424     0.022175349       1.2291697
1.000       10.555751     0.021442549       1.2776565
1.000       10.807079     0.020888327       1.3356691
1.000       11.058406     0.020455538       1.4013892
1.000       11.309734     0.020054510       1.4697363
1.000       11.561061     0.019492186       1.5258923
1.000       11.812388     0.018776518       1.5678282
1.000       12.063716     0.018575363       1.6521552
1.000       12.315043     0.018074017       1.7101443
1.000       12.566371     0.017893802       1.7988812
1.000       12.817698     0.017721306       1.8905845
1.000       13.069025     0.017215097       1.9467463
1.000       13.320353     0.016874421       2.0204417
1.000       13.571680     0.016791429       2.1264676
1.000       13.823008     0.016467724       2.2034921
1.000       14.074335     0.016237989       2.2934335
1.000       14.325663     0.015826343       2.3571921
1.000       14.576990     0.015817911       2.4821209
1.000       14.828317     0.015396806       2.5431766
1.000       15.079645     0.015113215       2.6254300
1.000       15.330972     0.014979758       2.7345390
1.000       15.582300     0.014755255       2.8282098
1.000       15.833627     0.014582953       2.9326280
1.000       16.084954     0.014328913       3.0209463
1.000       16.587609     0.013482243       3.1173373
1.000       17.090264     0.013911056       3.5178449
1.000       17.592919     0.013550212       3.7379204
1.000       18.095574     0.013162507       3.9511720
1.000       18.598229     0.013240045       4.3149369
1.000       19.100883     0.012602489       4.4492514
1.000       19.603538     0.012570627       4.7976722
1.000       20.106193     0.012070576       4.9703596
1.000       20.608848     0.011937818       5.2936638
1.000       21.111503     0.011796393       5.6231148
1.000       21.614157     0.011905120       6.0900233
1.000       22.116812     0.011149176       6.1105544
1.000       22.619467     0.011115670       6.5170796
1.000       23.122122     0.011158710       6.9882317
1.000       23.624777     0.010859635       7.2541848
1.000       24.127432     0.010615518       7.5534390
1.000       24.630086     0.010547852       7.9842126
1.000       25.132741     0.010411989       8.3738181
1.000       25.635396     0.010329559       8.8160113
1.000       26.138051     0.010322530       9.3384764
1.000       26.640706     0.010101516       9.6759581
1.000       27.143361    0.0098263756       9.9553026
1.000       27.646015     0.010021739       10.727807
1.000       28.148670    0.0097092312       10.970559
1.000       28.651325    0.0095903663       11.427194
1.000       29.153980    0.0094606797       11.876436
1.000       29.656635    0.0093875587       12.404765
1.000       30.159289    0.0093652023       13.015197
1.000       30.661944    0.0092275606       13.475852
1.000       31.164599    0.0090654572       13.900954
1.000       31.667254    0.0089873762       14.458871
1.000       32.169909    0.0088380968       14.906597
1.000       33.175218    0.0086893295       16.073035
1.000       34.180528    0.0086530966       17.505645
1.000       35.185838    0.0084923412       18.741372
1.000       36.191147    0.0081456988       19.561658
1.000       37.196457    0.0081177087       21.164521
1.000       38.201767    0.0079513038       22.457373
1.000       39.207076    0.0080303735       24.518809
1.000       40.212386    0.0078290250       25.790364
1.000       41.217696    0.0075834887       26.902363
1.000       42.223005    0.0075463987       28.777789
1.000       43.228315    0.0074219299       30.373303
1.000       44.233625    0.0073329951       32.152092
1.000       45.238934    0.0073336148       34.397387
1.000       46.244244    0.0071486592       35.815243
1.000       47.249554    0.0069941180       37.376303
1.000       48.254863    0.0068988354       39.270760
1.000       49.260173    0.0067633223       40.956057
1.000       50.265482    0.0066980070       43.094855
1.000       51.270792    0.0066867404       45.655679
1.000       52.276102    0.0065407666       47.337846
1.000       53.281411    0.0064754117       49.620919
1.000       54.286721    0.0063326784       51.326131
1.000       55.292031    0.0062303153       53.354114
1.000       56.297340    0.0062991667       56.939938
1.000       57.302650    0.0061210582       58.347316
1.000       58.307960    0.0060354724       60.612899
1.000       59.313269    0.0059548563       62.950203
1.000       60.318579    0.0059073879       65.677868
1.000       61.323889    0.0057253394       66.889901
1.000       62.329198    0.0056821127       69.703522
1.000       63.334508    0.0056001335       72.075861
1.000       64.339818    0.0056911852       76.791376
1.000       66.350437    0.0056118318       83.043618
1.000       68.361056    0.0053814834       87.096069
1.000       70.371675    0.0053314309       94.125590
1.000       72.382295    0.0051090142       98.153188
1.000       74.392914    0.0049890816       104.06042
1.000       76.403533    0.0048266273       109.05720
1.000       78.414153    0.0047783677       116.71675
1.000       80.424772    0.0046695583       123.05962
1.000       82.435391    0.0046708682       132.55893
1.000       84.446011    0.0045480943       138.75132
1.000       86.456630    0.0043907319       143.74809
1.000       88.467249    0.0043352265       152.06512
1.000       90.477868    0.0042068395       157.85316
1.000       92.488488    0.0041688508       167.08969
1.000       94.499107    0.0040903332       174.86869
1.000       96.509726    0.0040536228       184.59794
1.000       98.520346    0.0039434082       191.03800
1.000       100.53096    0.0038011985       195.65473
1.000       102.54158    0.0037296007       203.71953
1.000       104.55220    0.0037250067       215.67355
1.000       106.56282    0.0036687503       224.90834
1.000       108.57344    0.0036550101       236.98980
1.000       110.58406    0.0035017963       239.90469
1.000       112.59468    0.0034311062       248.11786
1.000       114.60530    0.0033495135       255.42658
1.000       116.61592    0.0033567358       269.68758
1.000       118.62654    0.0033207111       280.83222
1.000       120.63716    0.0031769623       282.56972
1.000       122.64778    0.0031487774       294.30068
1.000       124.65840    0.0031271378       306.88940
1.000       126.66902    0.0030335699       312.34565
1.000       128.67964    0.0030000958       323.84324
0.750     0.015707963       139.36022   2.7363316e-05
0.750     0.031415927       333.03519   0.00052313046
0.750     0.047123890       166.75331   0.00088403228
0.750     0.062831853       144.86576    0.0018204368
0.750     0.078539816       108.19270    0.0026554483
0.750     0.094247780       81.428235    0.0034534936
0.750      0.10995574       66.472759    0.0044768002
0.750      0.12566371       58.333672    0.0058643404
0.750      0.14137167       44.299067    0.0063409160
0.750      0.15707963       39.132479    0.0076836443
0.750      0.17278760       34.869685    0.0091128867
0.750      0.18849556       30.579572     0.010375404
0.750      0.20420352       27.493609     0.011860191
0.750      0.21991149       24.848316     0.013387854
0.750      0.23561945       21.947215     0.014543974
0.750      0.25132741       20.628868     0.016590720
0.750      0.26703538       17.978472     0.017343208
0.750      0.28274334       16.909107     0.019362796
0.750      0.29845130       15.277246     0.020574807
0.750      0.31415927       14.222097     0.022340018
0.750      0.32986723       13.189248     0.023983237
0.750      0.34557519       11.842520     0.024759510
0.750      0.36128316       11.457486     0.027371760
0.750      0.37699112       10.772828     0.029241076
0.750      0.39269908       9.9219403     0.030440132
0.750      0.40840704       9.4925926     0.032759312
0.750      0.42411501       8.9055619     0.034417753
0.750      0.43982297       8.3353578     0.035927602
0.750      0.45553093       7.8877761     0.037772737
0.750      0.47123890       7.6239110     0.040417688
0.750      0.48694686       7.1079681     0.041577698
0.750      0.50265482       6.8749923     0.044233575
0.750      0.51836279       6.5349115     0.046111730
0.750      0.53407075       6.2418933     0.048170703
0.750      0.54977871       6.0424870     0.050868595
0.750      0.56548668       5.7254114     0.052449831
0.750      0.58119464       5.6257042     0.055951528
0.750      0.59690260       5.3488387     0.057628880
0.750      0.61261057       5.2045349     0.060618563
0.750      0.62831853       4.9770536     0.062543500
0.750      0.64402649       4.7771555     0.064647366
0.750      0.65973446       4.5818118     0.066652279
0.750      0.67544242       4.4720522     0.069813935
0.750      0.69115038       4.3357683     0.072519364
0.750      0.70685835       4.1404663     0.074082680
0.750      0.72256631       4.0119550     0.076675999
0.750      0.73827427       3.8198972     0.077870890
0.750      0.75398224       3.7454044     0.081330290
0.750      0.76969020       3.6413980     0.084117485
0.750      0.78539816       3.5615424     0.087413401
0.750      0.80110613       3.4255045     0.089220564
0.750      0.81681409       3.3057303     0.091265648
0.750      0.83252205       3.2030448     0.093631183
0.750      0.84823002       3.1644106     0.097837196
0.750      0.86393798       3.0239588     0.098785641
0.750      0.87964594       2.9331522      0.10114131
0.750      0.89535391       2.8285985      0.10285508
0.750      0.91106187       2.7914825      0.10694212
0.750      0.92676983       2.7174929      0.10958581
0.750      0.94247780       2.6460493      0.11222292
0.750      0.95818576       2.5860692      0.11525494
0.750      0.97389372       2.5175263      0.11780914
0.750      0.98960169       2.4748260      0.12150557
0.750       1.0053096       2.3949410      0.12327205
0.750       1.0367256       2.2476623      0.12687988
0.750       1.0681415       2.1378093      0.13198531
0.750       1.0995574       2.0149038      0.13569952
0.750       1.1309734       1.9999691      0.14657188
0.750       1.1623893       1.8785183      0.14946533
0.750       1.1938052       1.7849737      0.15385176
0.750       1.2252211       1.7212657      0.16038421
0.750       1.2566371       1.6271389      0.16357784
0.750       1.2880530       1.5623265      0.16913880
0.750       1.3194689       1.4872201      0.17307845
0.750       1.3508848       1.4345266      0.17915703
0.750       1.3823008       1.3855394      0.18539447
0.750       1.4137167       1.3278793      0.19007106
0.750       1.4451326       1.2812104      0.19589071
0.750       1.4765485       1.2093770      0.19723098
0.750       1.5079645       1.1649993      0.20238078
0.750       1.5393804       1.1193726      0.20686299
0.750       1.5707963       1.0792850      0.21191712
0.750       1.6022123       1.0426361      0.21725168
0.750       1.6336282       1.0041510      0.22178334
0.750       1.6650441      0.96431389      0.22551005
0.750       1.6964600      0.94374187      0.23342877
0.750       1.7278760      0.90386788      0.23621795
0.750       1.7592919      0.86232521      0.23787842
0.750       1.7907078      0.83746015      0.24361756
0.750       1.8221237      0.80915510      0.24799084
0.750       1.8535397      0.77746576      0.25081713
0.750       1.8849556      0.75331028      0.25559216
0.750       1.9163715      0.72876889      0.25983593
0.750       1.9477874      0.70655084      0.26450773
0.750       1.9792034      0.69696911      0.27375059
0.750       2.0106193      0.66114988      0.27224488
0.750       2.0734512      0.61164001      0.27621520
0.750       2.1362830      0.58345317      0.28817255
0.750       2.1991149      0.53804012      0.28988694
0.750       2.2619467      0.50912309      0.29849713
0.750       2.3247786      0.48378997      0.30794410
0.750       2.3876104      0.45700524      0.31512425
0.750       2.4504423      0.42506864      0.31685659
0.750       2.5132741      0.40539993      0.32604197
0.750       2.5761060      0.38068186      0.32970355
0.750       2.6389378      0.36420692      0.33908293
0.750       2.7017697      0.34720138      0.34689391
0.750       2.7646015      0.31877021      0.34122876
0.750       2.8274334      0.31002601      0.35501405
0.750       2.8902652      0.29099550      0.35593413
0.750       2.9530971      0.28582960      0.37291568
0.750       3.0159289      0.26518166      0.36853357
0.750       3.0787608      0.25199799      0.37255911
0.750       3.1415927      0.24332337      0.38221146
0.750       3.2044245      0.22920170      0.38206586
0.750       3.2672564      0.21887652      0.38673998
0.750       3.3300882      0.20849670      0.39006470
0.750       3.3929201      0.19900373      0.39377883
0.750       3.4557519      0.19071358      0.39873058
0.750       3.5185838      0.18289488      0.40362262
0.750       3.5814156      0.17451346      0.40612839
0.750       3.6442475      0.16772566      0.41123810
0.750       3.7070793      0.16126790      0.41621126
0.750       3.7699112      0.15462314      0.41969915
0.750       3.8327430      0.14793950      0.42197190
0.750       3.8955749      0.14146739      0.42368322
0.750       3.9584067      0.13719103      0.43107937
0.750       4.0212386      0.13161502      0.43356604
0.750       4.1469023      0.12293141      0.44412429
0.750       4.2725660      0.11364624      0.44904687
0.750       4.3982297      0.10953915      0.47214278
0.750       4.5238934      0.10067592      0.47220758
0.750       4.6495571     0.094779776      0.48263710
0.750       4.7752208     0.090638939      0.49999476
0.750       4.9008845     0.083461111      0.49771168
0.750       5.0265482     0.080323048      0.51679703
0.750       5.1522120     0.075247226      0.52136505
0.750       5.2778757     0.071375242      0.53161266
0.750       5.4035394     0.067359500      0.53839879
0.750       5.5292031     0.065229892      0.55860464
0.750       5.6548668     0.061444665      0.56288746
0.750       5.7805305     0.058779021      0.57516930
0.750       5.9061942     0.056595549      0.59071187
0.750       6.0318579     0.055439438      0.61637126
0.750       6.1575216     0.052862945      0.62522948
0.750       6.2831853     0.051157966      0.64286996
0.750       6.4088490     0.049104098      0.65482932
0.750       6.5345127     0.047383912      0.66979330
0.750       6.6601764     0.045381156      0.67920835
0.750       6.7858401     0.044879696      0.71044594
0.750       6.9115038     0.043005266      0.71929917
0.750       7.0371675     0.042082355      0.74295749
0.750       7.1628313     0.040467947      0.75341731
0.750       7.2884950     0.039476073      0.77431518
0.750       7.4141587     0.038080598      0.78624816
0.750       7.5398224     0.037704939      0.81875101
0.750       7.6654861     0.036461291      0.83199631
0.750       7.7911498     0.035784131      0.85736429
0.750       7.9168135     0.034547472      0.86843591
0.750       8.0424772     0.033874599      0.89271728
0.750       8.2938046     0.032643263      0.94346374
0.750       8.5451320     0.030959073      0.97862103
0.750       8.7964594     0.029020021       1.0006719
0.750       9.0477868     0.028588167       1.0727132
0.750       9.2991143     0.027917436       1.1372882
0.750       9.5504417     0.026506971       1.1697707
0.750       9.8017691     0.026214096       1.2506003
0.750       10.053096     0.025438343       1.3093587
0.750       10.304424     0.024852803       1.3775799
0.750       10.555751     0.024087022       1.4352277
0.750       10.807079     0.023101563       1.4771907
0.750       11.058406     0.022732167       1.5573589
0.750       11.309734     0.021732750       1.5927296
0.750       11.561061     0.021569193       1.6884851
0.750       11.812388     0.021067429       1.7591179
0.750       12.063716     0.020697650       1.8409186
0.750       12.315043     0.020345537       1.9250731
0.750       12.566371     0.019836441       1.9941766
0.750       12.817698     0.019702552       2.1019522
0.750       13.069025     0.019133410       2.1636761
0.750       13.320353     0.018872180       2.2596413
0.750       13.571680     0.018405886       2.3309225
0.750       13.823008     0.017973362       2.4049566
0.750       14.074335     0.018085761       2.5544106
0.750       14.325663     0.017684225       2.6339069
0.750       14.576990     0.017407599       2.7315723
0.750       14.828317     0.017265084       2.8517705
0.750       15.079645     0.016763803       2.9121661
0.750       15.330972     0.016626035       3.0350653
0.750       15.582300     0.016327564       3.1295818
0.750       15.833627     0.016277604       3.2734218
0.750       16.084954     0.015908005       3.3538643
0.750       16.587609     0.015723245       3.6354973
0.750       17.090264     0.015152712       3.8318364
0.750       17.592919     0.015003810       4.1389055
0.750       18.095574     0.014872917       4.4646097
0.750       18.598229     0.013998775       4.5622073
0.750       19.100883     0.014202502       5.0141288
0.750       19.603538     0.013613715       5.1957746
0.750       20.106193     0.013619687       5.6082443
0.750       20.608848     0.013242645       5.8722716
0.750       21.111503     0.013072872       6.2315875
0.750       21.614157     0.012749187       6.5218031
0.750       22.116812     0.012505358       6.8538405
0.750       22.619467     0.012421614       7.2827498
0.750       23.122122     0.012076325       7.5628954
0.750       23.624777     0.012051756       8.0505162
0.750       24.127432     0.011973010       8.5193583
0.750       24.630086     0.011756840       8.8993578
0.750       25.132741     0.011555330       9.2933482
0.750       25.635396     0.011181421       9.5430538
0.750       26.138051     0.011328160       10.248239
0.750       26.640706     0.011149017       10.679330
0.750       27.143361     0.011417641       11.567447
0.750       27.646015     0.010847990       11.612271
0.750       28.148670     0.010695807       12.085300
0.750       28.651325     0.010683367       12.729535
0.750       29.153980     0.010527397       13.215537
0.750       29.656635     0.010347172       13.672802
0.750       30.159289     0.010340612       14.370763
0.750       30.661944     0.010162026       14.840538
0.750       31.164599     0.010036832       15.390459
0.750       31.667254    0.0099739460       16.046063
0.750       32.169909    0.0099779692       16.829139
0.750       33.175218    0.0097811249       18.092577
0.750       34.180528    0.0094702674       19.158822
0.750       35.185838    0.0094352727       20.822286
0.750       36.191147    0.0094520130       22.698733
0.750       37.196457    0.0092230269       24.046311
0.750       38.201767    0.0090475276       25.553507
0.750       39.207076    0.0086037220       26.269391
0.750       40.212386    0.0089362871       29.437905
0.750       41.217696    0.0085992703       30.505840
0.750       42.223005    0.0082257877       31.368603
0.750       43.228315    0.0082335669       33.694824
0.750       44.233625    0.0081436263       35.706368
0.750       45.238934    0.0079918579       37.484792
0.750       46.244244    0.0078871480       39.515119
0.750       47.249554    0.0078220858       41.800932
0.750       48.254863    0.0078147729       44.484620
0.750       49.260173    0.0074870471       45.338654
0.750       50.265482    0.0075491362       48.571005
0.750       51.270792    0.0075375648       51.464931
0.750       52.276102    0.0072978118       52.816851
0.750       53.281411    0.0071448478       54.750792
0.750       54.286721    0.0071576888       58.012810
0.750       55.292031    0.0071453648       61.190258
0.750       56.297340    0.0070378901       63.617467
0.750       57.302650    0.0068362598       65.164781
0.750       58.307960    0.0069026549       69.321820
0.750       59.313269    0.0067609007       71.471090
0.750       60.318579    0.0067386297       74.919549
0.750       61.323889    0.0065663807       76.715898
0.750       62.329198    0.0066021697       80.990031
0.750       63.334508    0.0065764655       84.641628
0.750       64.339818    0.0063978462       86.326380
0.750       66.350437    0.0060316432       89.255967
0.750       68.361056    0.0062752760       101.56156
0.750       70.371675    0.0060866726       107.45927
0.750       72.382295    0.0059793208       114.87332
0.750       74.392914    0.0056879821       118.63783
0.750       76.403533    0.0056819864       128.38396
0.750       78.414153    0.0055451966       135.44737
0.750       80.424772    0.0054436219       143.45897
0.750       82.435391    0.0053380612       151.49382
0.750       84.446011    0.0052252581       159.40995
0.750       86.456630    0.0050200786       164.35226
0.750       88.467249    0.0049393767       173.25668
0.750       90.477868    0.0049056492       184.07458
0.750       92.488488    0.0047681272       191.10899
0.750       94.499107    0.0047844155       204.54189
0.750       96.509726    0.0046908316       213.61579
0.750       98.520346    0.0045614910       220.98096
0.750       100.53096    0.0045339473       233.37067
0.750       102.54158    0.0044556405       243.37753
0.750       104.55220    0.0043448029       251.55903
0.750       106.56282    0.0042262238       259.08358
0.750       108.57344    0.0042023152       272.47691
0.750       110.58406    0.0041356033       283.32620
0.750       112.59468    0.0040993138       296.43880
0.750       114.60530    0.0039230058       299.15986
0.750       116.61592    0.0039662664       318.65861
0.750       118.62654    0.0038528586       325.83588
0.750       120.63716    0.0038539705       342.78510
0.750       122.64778    0.0037107434       346.82487
0.750       124.65840    0.0036844671       361.58429
0.750       126.66902    0.0035941948       370.06930
0.750       128.67964    0.0035821046       386.66778
0.500     0.015707963       176.32006   3.4620363e-05
0.500     0.031415927       421.81251   0.00066258154
0.500     0.047123890       210.50421    0.0011159749
0.500     0.062831853       183.69770    0.0023084134
0.500     0.078539816       137.35899    0.0033712969
0.500     0.094247780       103.45145    0.0043875313
0.500      0.10995574       84.516030    0.0056919765
0.500      0.12566371       73.494734    0.0073884965
0.500      0.14137167       56.714582    0.0081180581
0.500      0.15707963       50.465983    0.0099089725
0.500      0.17278760       45.109511     0.011788976
0.500      0.18849556       39.109884     0.013269671
0.500      0.20420352       35.602806     0.015358336
0.500      0.21991149       32.169969     0.017332637
0.500      0.23561945       28.561545     0.018927156
0.500      0.25132741       26.847931     0.021592387
0.500      0.26703538       23.541911     0.022710065
0.500      0.28274334       22.216133     0.025439927
0.500      0.29845130       20.243671     0.027263397
0.500      0.31415927       18.915589     0.029712538
0.500      0.32986723       17.598079     0.032000226
0.500      0.34557519       15.962309     0.033372876
0.500      0.36128316       15.357901     0.036689793
0.500      0.37699112       14.528834     0.039436139
0.500      0.39269908       13.484298     0.041369307
0.500      0.40840704       12.807829     0.044200323
0.500      0.42411501       12.155118     0.046976466
0.500      0.43982297       11.457583     0.049385221
0.500      0.45553093       10.703334     0.051255794
0.500      0.47123890       10.440093     0.055347502
0.500      0.48694686       9.7383241     0.056963832
0.500      0.50265482       9.4687351     0.060921669
0.500      0.51836279       9.0187956     0.063638546
0.500      0.53407075       8.6130714     0.066469849
0.500      0.54977871       8.2690783     0.069613125
0.500      0.56548668       7.8971395     0.072344781
0.500      0.58119464       7.7973007     0.077549561
0.500      0.59690260       7.4389823     0.080148280
0.500      0.61261057       7.2692241     0.084666532
0.500      0.62831853       6.9427930     0.087245710
0.500      0.64402649       6.6783564     0.090375571
0.500      0.65973446       6.4497773     0.093825844
0.500      0.67544242       6.2809234     0.098052518
0.500      0.69115038       6.0912979      0.10188207
0.500      0.70685835       5.8590324      0.10483187
0.500      0.72256631       5.6320850      0.10763973
0.500      0.73827427       5.3687605      0.10944540
0.500      0.75398224       5.2716366      0.11447195
0.500      0.76969020       5.1153911      0.11816721
0.500      0.78539816       5.0494636      0.12393248
0.500      0.80110613       4.8520536      0.12637641
0.500      0.81681409       4.6685942      0.12889203
0.500      0.83252205       4.5392444      0.13269088
0.500      0.84823002       4.4883828      0.13877175
0.500      0.86393798       4.2991877      0.14044438
0.500      0.87964594       4.1738847      0.14392440
0.500      0.89535391       4.0244284      0.14633852
0.500      0.91106187       3.9626626      0.15181020
0.500      0.92676983       3.8749702      0.15626233
0.500      0.94247780       3.7539290      0.15920976
0.500      0.95818576       3.6818902      0.16409307
0.500      0.97389372       3.5808389      0.16756748
0.500      0.98960169       3.5172516      0.17268515
0.500       1.0053096       3.4199819      0.17603281
0.500       1.0367256       3.2066630      0.18101519
0.500       1.0681415       3.0593188      0.18887800
0.500       1.0995574       2.8988078      0.19522860
0.500       1.1309734       2.8559430      0.20930370
0.500       1.1623893       2.7135580      0.21590572
0.500       1.1938052       2.5660445      0.22117440
0.500       1.2252211       2.4557005      0.22881743
0.500       1.2566371       2.3287965      0.23411616
0.500       1.2880530       2.2621907      0.24490670
0.500       1.3194689       2.1554725      0.25084776
0.500       1.3508848       2.0763806      0.25931772
0.500       1.3823008       1.9954970      0.26701090
0.500       1.4137167       1.9184368      0.27460277
0.500       1.4451326       1.8361443      0.28073733
0.500       1.4765485       1.7378471      0.28341643
0.500       1.5079645       1.6716740      0.29039903
0.500       1.5393804       1.6193849      0.29926657
0.500       1.5707963       1.5693315      0.30813751
0.500       1.6022123       1.5085268      0.31432826
0.500       1.6336282       1.4253391      0.31480970
0.500       1.6650441       1.3878797      0.32456322
0.500       1.6964600       1.3378606      0.33091162
0.500       1.7278760       1.2907626      0.33732951
0.500       1.7592919       1.2297279      0.33922902
0.500       1.7907078       1.1959626      0.34790609
0.500       1.8221237       1.1541462      0.35372414
0.500       1.8535397       1.1113396      0.35852770
0.500       1.8849556       1.0743213      0.36450864
0.500       1.9163715       1.0399518      0.37078538
0.500       1.9477874      0.99857640      0.37383180
0.500       1.9792034      0.98242532      0.38587005
0.500       2.0106193      0.93829613      0.38636673
0.500       2.0734512      0.87868848      0.39681366
0.500       2.1362830      0.81556003      0.40281214
