# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
1.250       168.89202     0.015246388       3721.0424
1.250       172.91326     0.015311008       4010.1344
1.250       176.93450     0.014437787       4051.4311
1.250       180.95574     0.013348932       4007.1339
1.250       184.97698     0.013374940       4288.5960
1.250       188.99821     0.013932622       4765.1461
1.250       193.01945     0.012181661       4437.9254
1.250       197.04069     0.011708538       4537.7515
1.250       201.06193     0.011759712       4842.3536
1.250       205.08317     0.011215497       4900.9337
1.250       209.10441     0.010793128       4999.2761
1.250       213.12565     0.010223793       5014.0592
1.250       217.14688     0.011153961       5785.7570
1.250       221.16812    0.0099016196       5426.8034
1.250       225.18936    0.0097644492       5648.8705
1.250       229.21060    0.0099934879       6096.6525
1.250       233.23184    0.0098005442       6299.1791
1.250       237.25308    0.0092308632       6245.2256
1.250       241.27432    0.0090443912       6435.5086
1.250       245.29555    0.0090702559       6782.0163
1.250       249.31679    0.0084108266       6603.3381
1.250       253.33803    0.0082663576       6809.0359
1.250       257.35927    0.0087057220       7517.8646
1.250       265.40175    0.0089961328       8519.9579
1.250       273.44422    0.0078023227       8081.6574
1.250       281.48670    0.0076491010       8642.7968
1.250       289.52918    0.0068250738       8391.7903
1.250       297.57166    0.0071285920       9515.8744
1.250       305.61413    0.0061075503       8831.9706
1.250       313.65661    0.0059685788       9330.4915
1.250       321.69909    0.0067257355       11343.825
1.250       329.74156    0.0056156330       10199.763
1.250       337.78404    0.0061825777       12071.389
1.250       345.82652    0.0059565349       12480.697
1.250       353.86900    0.0055208421       12393.761
1.250       361.91147    0.0052039357       12497.100
1.250       369.95395    0.0046074457       11818.803
1.250       377.99643    0.0052891533       14471.698
1.250       386.03891    0.0044195054       12880.631
1.250       394.08138    0.0043829451       13589.205
1.250       402.12386    0.0039524281       13020.083
1.250       410.16634    0.0041884810       14642.217
1.250       418.20881    0.0042229053       15648.083
1.250       426.25129    0.0033360534       13088.816
1.250       434.29377    0.0040640214       16864.639
1.250       442.33625    0.0034546466       15147.169
1.250       450.37872    0.0038793087       17953.875
1.250       458.42120    0.0033946793       16567.733
1.250       466.46368    0.0030728988       15800.543
1.250       474.50615    0.0023984522       12981.560
1.250       482.54863    0.0034401759       19582.772
1.250       490.59111    0.0032238115       19284.080
1.250       498.63359    0.0031726340       19926.674
1.250       506.67606    0.0026482007       17450.678
1.250       514.71854    0.0026464157       18282.592
1.000     0.015707963       3464.6220   0.00068027694
1.000     0.031415927       8605.7916     0.013517946
1.000     0.047123890       4354.8476     0.023086953
1.000     0.062831853       3761.3760     0.047266845
1.000     0.078539816       2896.6822     0.071095277
1.000     0.094247780       2205.5526     0.093540795
1.000      0.10995574       1771.7347      0.11932260
1.000      0.12566371       1574.6599      0.15830208
1.000      0.14137167       1205.4494      0.17254660
1.000      0.15707963       1059.8673      0.20810445
1.000      0.17278760       926.76441      0.24220176
1.000      0.18849556       828.72980      0.28118140
1.000      0.20420352       750.63689      0.32380970
1.000      0.21991149       677.25308      0.36489254
1.000      0.23561945       592.20239      0.39244050
1.000      0.25132741       557.92461      0.44870960
1.000      0.26703538       489.13500      0.47185155
1.000      0.28274334       458.12066      0.52459879
1.000      0.29845130       410.32291      0.55260710
1.000      0.31415927       381.21507      0.59881123
1.000      0.32986723       354.24050      0.64414848
1.000      0.34557519       317.56175      0.66393584
1.000      0.36128316       308.74743      0.73759293
1.000      0.37699112       288.95840      0.78433020
1.000      0.39269908       266.61954      0.81797851
1.000      0.40840704       257.22015      0.88767690
1.000      0.42411501       239.64072      0.92615101
1.000      0.43982297       224.76381      0.96879161
1.000      0.45553093       215.29817       1.0310132
1.000      0.47123890       207.33556       1.0991766
1.000      0.48694686       193.20647       1.1301514
1.000      0.50265482       187.29337       1.2050421
1.000      0.51836279       178.65436       1.2606233
1.000      0.53407075       171.63432       1.3245573
1.000      0.54977871       167.12369       1.4069285
1.000      0.56548668       158.72929       1.4541006
1.000      0.58119464       156.31238       1.5546350
1.000      0.59690260       147.26427       1.5866388
1.000      0.61261057       144.05993       1.6779033
1.000      0.62831853       138.84525       1.7447809
1.000      0.64402649       133.42584       1.8055994
1.000      0.65973446       128.29837       1.8663749
1.000      0.67544242       125.95857       1.9663598
1.000      0.69115038       122.37241       2.0467813
1.000      0.70685835       117.32695       2.0992550
1.000      0.72256631       114.79909       2.1940263
1.000      0.73827427       110.68238       2.2563266
1.000      0.75398224       108.31640       2.3520569
1.000      0.76969020       105.93967       2.4472410
1.000      0.78539816       103.23096       2.5336688
1.000      0.80110613       100.53937       2.6186448
1.000      0.81681409       97.921665       2.7034523
1.000      0.83252205       94.913701       2.7745107
1.000      0.84823002       93.491134       2.8905574
1.000      0.86393798       90.275808       2.9490989
1.000      0.87964594       87.974992       3.0335643
1.000      0.89535391       86.662941       3.1512864
1.000      0.91106187       85.443120       3.2733389
1.000      0.92676983       83.192289       3.3548183
1.000      0.94247780       81.803890       3.4694257
1.000      0.95818576       79.965807       3.5638853
1.000      0.97389372       78.867645       3.6906582
1.000      0.98960169       76.854548       3.7732980
1.000       1.0053096       75.309067       3.8762973
1.000       1.0367256       72.749836       4.1067070
1.000       1.0681415       70.217036       4.3351000
1.000       1.0995574       67.109072       4.5196546
1.000       1.1309734       66.231131       4.8538858
1.000       1.1623893       63.055664       5.0170584
1.000       1.1938052       60.728117       5.2343225
1.000       1.2252211       58.974537       5.4951334
1.000       1.2566371       56.912126       5.7214310
1.000       1.2880530       55.613153       6.0207274
1.000       1.3194689       53.322080       6.2054722
1.000       1.3508848       53.585282       6.6922286
1.000       1.3823008       51.231464       6.8551138
1.000       1.4137167       49.739725       7.1196853
1.000       1.4451326       48.679893       7.4429138
1.000       1.4765485       47.809209       7.7969547
1.000       1.5079645       45.797309       7.9557944
1.000       1.5393804       45.320597       8.3753650
1.000       1.5707963       43.769970       8.5942136
1.000       1.6022123       43.380383       9.0390708
1.000       1.6336282       41.546129       9.1761494
1.000       1.6650441       41.198392       9.6344682
1.000       1.6964600       40.107505       9.9203455
1.000       1.7278760       39.087773       10.215247
1.000       1.7592919       38.131521       10.518846
1.000       1.7907078       37.187977       10.818000
1.000       1.8221237       36.154896       11.080796
1.000       1.8535397       35.318550       11.394067
1.000       1.8849556       34.914372       11.846167
1.000       1.9163715       34.236359       12.206663
1.000       1.9477874       33.408983       12.507145
1.000       1.9792034       33.127200       13.011467
1.000       2.0106193       32.642510       13.441364
1.000       2.0734512       30.602809       13.820157
1.000       2.1362830       29.793722       14.715376
1.000       2.1991149       28.378507       15.289861
1.000       2.2619467       27.624233       16.195994
1.000       2.3247786       26.500137       16.867983
1.000       2.3876104       25.559359       17.624249
1.000       2.4504423       24.486994       18.253206
1.000       2.5132741       24.138222       19.413110
1.000       2.5761060       22.958898       19.884399
1.000       2.6389378       22.275456       20.738834
1.000       2.7017697       21.759187       21.739917
1.000       2.7646015       21.102968       22.589751
1.000       2.8274334       20.100041       23.016769
1.000       2.8902652       19.356915       23.676609
1.000       2.9530971       19.117683       24.942426
1.000       3.0159289       18.423368       25.603693
1.000       3.0787608       17.576775       25.985872
1.000       3.1415927       17.226461       27.059261
1.000       3.2044245       16.474553       27.462118
1.000       3.2672564       16.233215       28.682991
1.000       3.3300882       15.448570       28.901858
1.000       3.3929201       15.236285       30.148815
1.000       3.4557519       14.647120       30.623173
1.000       3.5185838       14.579735       32.175372
1.000       3.5814156       13.968522       32.507598
1.000       3.6442475       13.624241       33.404590
1.000       3.7070793       13.091901       33.788475
1.000       3.7699112       12.744915       34.593982
1.000       3.8327430       12.549680       35.795795
1.000       3.8955749       12.145250       36.374029
1.000       3.9584067       11.925130       37.470945
1.000       4.0212386       11.607962       38.238933
1.000       4.1469023       11.000566       39.742639
1.000       4.2725660       10.324082       40.793224
1.000       4.3982297       9.7205767       41.898263
1.000       4.5238934       9.2502086       43.386926
1.000       4.6495571       8.9822428       45.739331
1.000       4.7752208       8.5325643       47.068484
1.000       4.9008845       8.2167178       48.999545
1.000       5.0265482       7.5551510       48.609704
1.000       5.1522120       7.3500327       50.926132
1.000       5.2778757       7.2197909       53.774000
1.000       5.4035394       6.7925684       54.292425
1.000       5.5292031       6.4342765       55.100762
1.000       5.6548668       6.2531494       57.284377
1.000       5.7805305       6.0052408       58.762975
1.000       5.9061942       5.7581292       60.100049
1.000       6.0318579       5.5293090       61.474418
1.000       6.1575216       5.4044609       63.920545
1.000       6.2831853       5.1189773       64.326966
1.000       6.4088490       4.9716361       66.299418
1.000       6.5345127       4.8087792       67.974296
1.000       6.6601764       4.5958737       68.785286
1.000       6.7858401       4.4718141       70.788852
1.000       6.9115038       4.2868646       71.701409
1.000       7.0371675       4.2078655       74.289217
1.000       7.1628313       4.0367975       75.155606
1.000       7.2884950       3.9528045       77.533460
1.000       7.4141587       3.7825817       78.098771
1.000       7.5398224       3.6676758       79.642438
1.000       7.6654861       3.5748821       81.573873
1.000       7.7911498       3.4464120       82.573771
1.000       7.9168135       3.3555336       84.349613
1.000       8.0424772       3.2558922       85.804445
1.000       8.2938046       3.0899010       89.305092
1.000       8.5451320       2.9016361       91.721158
1.000       8.7964594       2.7491930       94.798006
1.000       9.0477868       2.6556560       99.648132
1.000       9.2991143       2.4418243       99.473963
1.000       9.5504417       2.3719377       104.67523
1.000       9.8017691       2.2667691       108.14114
1.000       10.053096       2.1349117       109.88786
1.000       10.304424       2.0353646       112.81936
1.000       10.555751       1.9583626       116.68924
1.000       10.807079       1.8923479       121.00301
1.000       11.058406       1.7811659       122.02596
1.000       11.309734       1.7184566       125.94065
1.000       11.561061       1.6368882       128.13930
1.000       11.812388       1.5881783       132.61196
1.000       12.063716       1.5465904       137.55895
1.000       12.315043       1.4755415       139.61417
1.000       12.566371       1.4072078       141.46796
1.000       12.817698       1.3752429       146.71678
1.000       13.069025       1.3311621       150.53269
1.000       13.320353       1.2923973       154.74388
1.000       13.571680       1.2307180       155.85820
1.000       13.823008       1.1943486       159.81186
1.000       14.074335       1.1636627       164.35428
1.000       14.325663       1.1346926       169.00231
1.000       14.576990       1.0842017       170.13117
1.000       14.828317       1.0662104       176.11194
1.000       15.079645       1.0349118       179.78230
1.000       15.330972      0.99750809       182.09406
1.000       15.582300      0.96439194       184.84959
1.000       15.833627      0.93919181       188.87122
1.000       16.084954      0.91828703       193.60127
1.000       16.587609      0.86477071       199.95056
1.000       17.090264      0.82851093       209.51485
1.000       17.592919      0.78355900       216.15021
1.000       18.095574      0.73859962       221.71568
1.000       18.598229      0.72004741       234.66379
1.000       19.100883      0.67015662       236.59574
1.000       19.603538      0.65682525       250.68219
1.000       20.106193      0.62014716       255.36099
1.000       20.608848      0.59243954       262.70929
1.000       21.111503      0.56236894       268.07050
1.000       21.614157      0.54277841       277.65644
1.000       22.116812      0.51790025       283.84678
1.000       22.619467      0.50648806       296.95222
1.000       23.122122      0.48456955       303.46558
1.000       23.624777      0.46930276       313.49203
1.000       24.127432      0.45286814       322.23693
1.000       24.630086      0.43602758       330.05174
1.000       25.132741      0.42341710       340.53224
1.000       25.635396      0.40684751       347.23382
1.000       26.138051      0.39681367       358.98514
1.000       26.640706      0.37562411       359.79978
1.000       27.143361      0.37007610       374.93169
1.000       27.646015      0.35600807       381.09016
1.000       28.148670      0.34868091       393.97810
1.000       28.651325      0.34115959       406.50133
1.000       29.153980      0.32560310       408.74490
1.000       29.656635      0.31963907       422.37258
1.000       30.159289      0.31087176       432.03094
1.000       30.661944      0.30433148       444.44314
1.000       31.164599      0.29395465       450.74947
1.000       31.667254      0.28606377       460.21878
1.000       32.169909      0.27413026       462.35625
1.000       33.175218      0.26280272       486.11776
1.000       34.180528      0.25763875       521.21600
1.000       35.185838      0.23817040       525.60772
1.000       36.191147      0.23020335       552.82662
1.000       37.196457      0.21755453       567.20901
1.000       38.201767      0.21081692       595.42363
1.000       39.207076      0.19988984       610.31544
1.000       40.212386      0.19445954       640.58836
1.000       41.217696      0.18420602       653.46932
1.000       42.223005      0.17802891       678.90377
1.000       43.228315      0.17265796       706.58071
1.000       44.233625      0.16933323       742.45483
1.000       45.238934      0.15960818       748.62183
1.000       46.244244      0.15329852       768.03547
1.000       47.249554      0.15075452       805.62645
1.000       48.254863      0.14332690       815.87050
1.000       49.260173      0.14043308       850.40824
1.000       50.265482      0.13592386       874.53165
1.000       51.270792      0.13193454       900.82169
1.000       52.276102      0.12630787       914.13484
1.000       53.281411      0.12149764       931.03340
1.000       54.286721      0.12048930       976.56142
1.000       55.292031      0.11593415       992.81712
1.000       56.297340      0.11305306       1021.9184
1.000       57.302650      0.10902359       1039.2376
1.000       58.307960      0.10591005       1063.6309
1.000       59.313269      0.10375202       1096.7872
1.000       60.318579      0.10093875       1122.2290
1.000       61.323889     0.099431145       1161.6673
1.000       62.329198     0.095220095       1168.0824
1.000       63.334508     0.093966641       1209.3866
1.000       64.339818     0.091972445       1240.9877
1.000       66.350437     0.088472089       1309.2057
1.000       68.361056     0.080074554       1295.9585
1.000       70.371675     0.079126412       1396.9646
1.000       72.382295     0.076926430       1477.8926
1.000       74.392914     0.071464263       1490.5752
1.000       76.403533     0.070126462       1584.5010
1.000       78.414153     0.066938986       1635.0564
1.000       80.424772     0.061040841       1608.6453
1.000       82.435391     0.061286249       1739.2996
1.000       84.446011     0.058247756       1776.9977
1.000       86.456630     0.057843583       1893.7400
1.000       88.467249     0.056634795       1986.5576
1.000       90.477868     0.054760999       2054.7960
1.000       92.488488     0.051413165       2060.6661
1.000       94.499107     0.048960668       2093.1517
1.000       96.509726     0.046525053       2118.7045
1.000       98.520346     0.046820116       2268.1957
1.000       100.53096     0.043270013       2227.1878
1.000       102.54158     0.043303682       2365.3486
1.000       104.55220     0.041685262       2413.5282
1.000       106.56282     0.041193623       2525.3257
1.000       108.57344     0.039391448       2554.1302
1.000       110.58406     0.038377810       2629.2268
1.000       112.59468     0.038149740       2758.7698
1.000       114.60530     0.036212793       2761.5086
1.000       116.61592     0.034415312       2765.0023
1.000       118.62654     0.034294253       2900.2617
1.000       120.63716     0.032552933       2895.3674
1.000       122.64778     0.031887304       2980.3489
1.000       124.65840     0.030923090       3034.7139
1.000       126.66902     0.030974956       3189.2763
1.000       128.67964     0.029929898       3230.7620
1.000       132.70087     0.027655341       3273.9393
1.000       136.72211     0.028110800       3639.6510
1.000       140.74335     0.024509514       3461.6936
1.000       144.76459     0.024488153       3763.6855
1.000       148.78583     0.021436085       3576.8475
1.000       152.80707     0.023891387       4318.5896
1.000       156.82831     0.020065909       3921.0507
1.000       160.84954     0.021449789       4522.2314
1.000       164.87078     0.019242454       4368.7965
1.000       168.89202     0.018407208       4492.4741
1.000       172.91326     0.018304494       4794.1639
1.000       176.93450     0.017702079       4967.4338
1.000       180.95574     0.016307541       4895.2604
1.000       184.97698     0.017073984       5474.6726
1.000       188.99821     0.014681664       5021.3285
1.000       193.01945     0.015235057       5550.3144
1.000       197.04069     0.014538197       5634.4117
1.000       201.06193     0.013754559       5663.7813
1.000       205.08317     0.013902285       6075.0031
1.000       209.10441     0.013131953       6082.5981
1.000       213.12565     0.013235734       6491.2066
1.000       217.14688     0.013254213       6875.1947
1.000       221.16812     0.011175581       6125.0264
1.000       225.18936     0.011467854       6634.3137
1.000       229.21060     0.012134295       7402.6789
1.000       233.23184     0.011306887       7267.3624
1.000       237.25308     0.011006225       7446.3632
1.000       241.27432    0.0097763519       6956.3330
1.000       245.29555     0.010923777       8167.9320
1.000       249.31679     0.010475662       8224.4398
1.000       253.33803     0.010654634       8776.2698
1.000       257.35927    0.0097867123       8451.3586
1.000       265.40175     0.010552483       9993.9290
1.000       273.44422    0.0098266017       10178.409
1.000       281.48670    0.0080496512       9095.3825
1.000       289.52918    0.0081046821       9965.1367
1.000       297.57166    0.0085563721       11421.802
1.000       305.61413    0.0086806567       12552.873
1.000       313.65661    0.0087148184       13623.602
1.000       321.69909    0.0065449308       11038.875
1.000       329.74156    0.0069374797       12600.654
1.000       337.78404    0.0063007726       12302.162
1.000       345.82652    0.0062641606       13125.263
1.000       353.86900    0.0062297408       13985.171
1.000       361.91147    0.0059552638       14301.392
1.000       369.95395    0.0059795188       15338.380
1.000       377.99643    0.0044859650       12274.088
1.000       386.03891    0.0059197774       17253.168
1.000       394.08138    0.0056828378       17619.488
1.000       402.12386    0.0055427062       18258.775
1.000       410.16634    0.0044066287       15404.825
1.000       418.20881    0.0041380633       15333.699
1.000       426.25129    0.0044652151       17519.018
1.000       434.29377    0.0040301774       16724.195
1.000       442.33625    0.0044216151       19386.918
1.000       450.37872    0.0037507008       17358.663
1.000       458.42120    0.0044557922       21746.495
1.000       466.46368    0.0040553936       20852.435
1.000       474.50615    0.0034187125       18503.692
1.000       482.54863    0.0036981281       21051.133
1.000       490.59111    0.0040566981       24266.211
1.000       498.63359    0.0032280086       20274.471
1.000       506.67606    0.0033934433       22361.556
1.000       514.71854    0.0031001660       21417.296
0.750     0.015707963       4338.1655   0.00085179681
0.750     0.031415927       10786.475     0.016943355
0.750     0.047123890       5442.9971     0.028855709
0.750     0.062831853       4719.2888     0.059304332
0.750     0.078539816       3635.7467     0.089234650
0.750     0.094247780       2769.3186      0.11745096
0.750      0.10995574       2225.8900      0.14990900
0.750      0.12566371       1964.3472      0.19747772
0.750      0.14137167       1522.0485      0.21786421
0.750      0.15707963       1346.0697      0.26430016
0.750      0.17278760       1181.9079      0.30888128
0.750      0.18849556       1047.2847      0.35533532
0.750      0.20420352       955.32493      0.41210801
0.750      0.21991149       863.92303      0.46546716
0.750      0.23561945       758.80778      0.50284651
0.750      0.25132741       716.14853      0.57596082
0.750      0.26703538       629.31910      0.60708229
0.750      0.28274334       593.48595      0.67960701
0.750      0.29845130       534.77029      0.72020804
0.750      0.31415927       499.74442      0.78499671
0.750      0.32986723       465.74541      0.84690824
0.750      0.34557519       418.65405      0.87529255
0.750      0.36128316       407.43952      0.97336684
0.750      0.37699112       384.27063       1.0430396
0.750      0.39269908       355.03524       1.0892345
0.750      0.40840704       341.89966       1.1799092
0.750      0.42411501       321.30866       1.2417770
0.750      0.43982297       301.87468       1.3011599
0.750      0.45553093       287.61001       1.3772979
0.750      0.47123890       278.72304       1.4776328
0.750      0.48694686       261.23827       1.5281000
0.750      0.50265482       254.05747       1.6346011
0.750      0.51836279       242.41318       1.7105191
0.750      0.53407075       233.42455       1.8014125
0.750      0.54977871       227.36311       1.9140533
0.750      0.56548668       216.42945       1.9826851
0.750      0.58119464       213.85788       2.1269649
0.750      0.59690260       203.88079       2.1966304
0.750      0.61261057       199.56832       2.3244238
0.750      0.62831853       192.20748       2.4153504
0.750      0.64402649       185.51039       2.5104391
0.750      0.65973446       178.84071       2.6016217
0.750      0.67544242       175.94325       2.7466788
0.750      0.69115038       171.35482       2.8660533
0.750      0.70685835       164.69357       2.9467553
0.750      0.72256631       161.12740       3.0794473
0.750      0.73827427       154.69837       3.1536189
0.750      0.75398224       152.28064       3.3067266
0.750      0.76969020       149.00759       3.4421241
0.750      0.78539816       146.29730       3.5906761
0.750      0.80110613       142.13325       3.7019974
0.750      0.81681409       138.04864       3.8112904
0.750      0.83252205       134.50687       3.9318954
0.750      0.84823002       133.64493       4.1320318
0.750      0.86393798       128.65342       4.2028055
0.750      0.87964594       125.77604       4.3370245
0.750      0.89535391       122.60240       4.4581373
0.750      0.91106187       121.57551       4.6575761
0.750      0.92676983       119.16538       4.8054715
0.750      0.94247780       116.89421       4.9576590
0.750      0.95818576       115.20473       5.1344000
0.750      0.97389372       113.18179       5.2964089
0.750      0.98960169       111.48391       5.4734822
0.750       1.0053096       108.77749       5.5989790
0.750       1.0367256       103.92790       5.8666993
0.750       1.0681415       100.65733       6.2144406
0.750       1.0995574       96.536982       6.5015623
0.750       1.1309734       96.516425       7.0734064
0.750       1.1623893       92.148877       7.3318757
0.750       1.1938052       88.458750       7.6245017
0.750       1.2252211       86.694688       8.0780435
0.750       1.2566371       83.283373       8.3725578
0.750       1.2880530       81.698447       8.8447436
0.750       1.3194689       78.378575       9.1214758
0.750       1.3508848       77.478138       9.6761907
0.750       1.3823008       75.302169       10.075936
0.750       1.4137167       73.133495       10.468242
0.750       1.4451326       71.702733       10.962992
0.750       1.4765485       69.139288       11.275566
0.750       1.5079645       67.185893       11.671366
0.750       1.5393804       65.705245       12.142501
0.750       1.5707963       64.009576       12.568251
0.750       1.6022123       62.895669       13.105426
0.750       1.6336282       60.894401       13.449535
0.750       1.6650441       59.894433       14.006639
0.750       1.6964600       58.890249       14.566142
0.750       1.7278760       57.159385       14.938104
0.750       1.7592919       55.374927       15.275559
0.750       1.7907078       54.511738       15.857491
0.750       1.8221237       53.086639       16.270057
0.750       1.8535397       51.741944       16.692395
0.750       1.8849556       50.892456       17.267404
0.750       1.9163715       49.734402       17.732350
0.750       1.9477874       48.828074       18.279509
0.750       1.9792034       48.413395       19.015470
0.750       2.0106193       46.702893       19.231076
0.750       2.0734512       44.010583       19.875076
0.750       2.1362830       43.020772       21.248330
0.750       2.1991149       41.422825       22.317920
0.750       2.2619467       39.566543       23.197729
0.750       2.3247786       38.166049       24.293620
0.750       2.3876104       36.786581       25.365888
0.750       2.4504423       35.204906       26.242601
0.750       2.5132741       34.085120       27.412880
0.750       2.5761060       32.449696       28.104254
0.750       2.6389378       31.841409       29.644902
0.750       2.7017697       30.961835       30.934417
0.750       2.7646015       28.990146       31.032609
0.750       2.8274334       28.776428       32.952190
0.750       2.8902652       27.444010       33.568422
0.750       2.9530971       27.305980       35.625520
0.750       3.0159289       25.753899       35.791225
0.750       3.0787608       24.768461       36.618211
0.750       3.1415927       24.190523       37.998384
0.750       3.2044245       23.161404       38.608708
0.750       3.2672564       22.275304       39.358953
0.750       3.3300882       21.774794       40.737233
0.750       3.3929201       21.104279       41.760113
0.750       3.4557519       20.684999       43.246746
0.750       3.5185838       19.961376       44.051877
0.750       3.5814156       19.118671       44.493044
0.750       3.6442475       18.749033       45.969810
0.750       3.7070793       18.060913       46.612843
0.750       3.7699112       17.612824       47.807124
0.750       3.8327430       17.108159       48.798070
0.750       3.8955749       16.488310       49.381137
0.750       3.9584067       16.251012       51.063657
0.750       4.0212386       15.621885       51.461592
0.750       4.1469023       14.902263       53.838618
0.750       4.2725660       14.191577       56.074738
0.750       4.3982297       13.480273       58.103551
0.750       4.5238934       12.699635       59.566021
0.750       4.6495571       12.315452       62.712683
0.750       4.7752208       11.625870       64.132196
0.750       4.9008845       11.061525       65.964259
0.750       5.0265482       10.455433       67.270064
0.750       5.1522120       10.058699       69.693654
0.750       5.2778757       9.5310862       70.988847
0.750       5.4035394       8.9662062       71.666128
0.750       5.5292031       8.7493848       74.926491
0.750       5.6548668       8.3600662       76.585598
0.750       5.7805305       8.0162502       78.441269
0.750       5.9061942       7.7112362       80.485460
0.750       6.0318579       7.3372638       81.575116
0.750       6.1575216       7.0849763       83.796619
0.750       6.2831853       6.8758672       86.404695
0.750       6.4088490       6.5877909       87.851703
0.750       6.5345127       6.3781362       90.157876
0.750       6.6601764       6.1718461       92.372468
0.750       6.7858401       5.9636005       94.403844
0.750       6.9115038       5.7268640       95.786607
0.750       7.0371675       5.5074029       97.232350
0.750       7.1628313       5.3869275       100.29183
0.750       7.2884950       5.2550413       103.07657
0.750       7.4141587       4.9729760       102.67678
0.750       7.5398224       4.8825793       106.02369
0.750       7.6654861       4.7051322       107.36462
0.750       7.7911498       4.5370812       108.70549
0.750       7.9168135       4.4359018       111.50733
0.750       8.0424772       4.3067518       113.49837
0.750       8.2938046       4.0583350       117.29501
0.750       8.5451320       3.8172194       120.66289
0.750       8.7964594       3.6244786       124.97971
0.750       9.0477868       3.4464512       129.32113
0.750       9.2991143       3.2348842       131.78129
0.750       9.5504417       3.0595551       135.02025
0.750       9.8017691       2.9323620       139.89470
0.750       10.053096       2.8154784       144.91789
0.750       10.304424       2.7128680       150.37307
0.750       10.555751       2.5899424       154.32199
0.750       10.807079       2.4525378       156.82342
0.750       11.058406       2.3336604       159.87683
0.750       11.309734       2.2382293       164.03328
0.750       11.561061       2.1912279       171.53427
0.750       11.812388       2.1139872       176.51668
0.750       12.063716       2.0022651       178.08819
0.750       12.315043       1.9176340       181.44450
0.750       12.566371       1.8677906       187.77079
0.750       12.817698       1.7992348       191.95004
0.750       13.069025       1.7259682       195.17881
0.750       13.320353       1.6693562       199.87868
0.750       13.571680       1.6137103       204.36038
0.750       13.823008       1.5565745       208.28012
0.750       14.074335       1.5032804       212.32147
0.750       14.325663       1.4640276       218.05381
0.750       14.576990       1.4034722       220.23059
0.750       14.828317       1.3878565       229.24002
0.750       15.079645       1.3230558       229.83795
0.750       15.330972       1.2853266       234.63502
0.750       15.582300       1.2543176       240.42101
0.750       15.833627       1.2022976       241.78172
0.750       16.084954       1.1853901       249.91427
0.750       16.587609       1.1301648       261.31444
0.750       17.090264       1.0719818       271.08407
0.750       17.592919       1.0046431       277.13779
0.750       18.095574      0.96448537       289.52293
0.750       18.598229      0.89393662       291.33437
0.750       19.100883      0.84781314       299.31657
0.750       19.603538      0.82528584       314.97642
0.750       20.106193      0.79814174       328.65468
0.750       20.608848      0.75685329       335.61634
0.750       21.111503      0.71895908       342.71402
0.750       21.614157      0.68467036       350.24079
0.750       22.116812      0.67302095       368.86414
0.750       22.619467      0.64298310       376.97880
0.750       23.122122      0.62301016       390.16513
0.750       23.624777      0.58937551       393.70006
0.750       24.127432      0.57733733       410.80260
0.750       24.630086      0.54734946       414.31700
0.750       25.132741      0.54218328       436.04967
0.750       25.635396      0.51658176       440.88916
0.750       26.138051      0.49641546       449.09183
0.750       26.640706      0.48462640       464.21001
0.750       27.143361      0.46886576       475.01751
0.750       27.646015      0.45687875       489.06756
0.750       28.148670      0.43414929       490.54968
0.750       28.651325      0.43224049       515.02681
0.750       29.153980      0.41988187       527.09746
0.750       29.656635      0.40071866       529.51154
0.750       30.159289      0.39137167       543.90489
0.750       30.661944      0.38041328       555.55237
0.750       31.164599      0.36866231       565.30606
0.750       31.667254      0.36068864       580.27510
0.750       32.169909      0.35037176       590.94742
0.750       33.175218      0.33458231       618.89163
0.750       34.180528      0.31567797       638.63225
0.750       35.185838      0.30780726       679.28623
0.750       36.191147      0.29391157       705.82006
0.750       37.196457      0.28136278       733.57012
0.750       38.201767      0.27100657       765.42108
0.750       39.207076      0.25620509       782.26049
0.750       40.212386      0.24211350       797.56997
0.750       41.217696      0.23833550       845.49319
0.750       42.223005      0.22667442       864.41081
0.750       43.228315      0.21795641       891.95885
0.750       44.233625      0.20989308       920.29265
0.750       45.238934      0.20272062       950.83527
0.750       46.244244      0.19586697       981.30614
0.750       47.249554      0.18630558       995.60998
0.750       48.254863      0.18397166       1047.2357
0.750       49.260173      0.17902450       1084.1029
0.750       50.265482      0.17221352       1108.0186
0.750       51.270792      0.16753175       1143.8721
0.750       52.276102      0.16055308       1161.9796
0.750       53.281411      0.15820476       1212.3191
0.750       54.286721      0.15203176       1232.2120
0.750       55.292031      0.14940569       1279.4550
0.750       56.297340      0.14510643       1311.6578
0.750       57.302650      0.13950449       1329.7885
0.750       58.307960      0.13633308       1369.1626
0.750       59.313269      0.13270553       1402.8617
0.750       60.318579      0.12970096       1442.0049
0.750       61.323889      0.12563653       1467.8282
0.750       62.329198      0.12176549       1493.7196
0.750       63.334508      0.12060295       1552.2061
0.750       64.339818      0.11786040       1590.2948
0.750       66.350437      0.11228060       1661.5230
0.750       68.361056      0.10716249       1734.3604
0.750       70.371675     0.099039357       1748.5246
0.750       72.382295     0.097554259       1874.1897
0.750       74.392914     0.096471113       2012.1588
0.750       76.403533     0.087947885       1987.1744
0.750       78.414153     0.085056320       2077.5917
0.750       80.424772     0.082262632       2167.9156
0.750       82.435391     0.076800309       2179.5876
0.750       84.446011     0.076776863       2342.2758
0.750       86.456630     0.075149530       2460.3191
