# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.500       5.0265482       1.5160259       9.7540832
2.500       5.1522120       1.4772141       10.235165
2.500       5.2778757       1.4075782       10.483837
2.500       5.4035394       1.3846356       11.067276
2.500       5.5292031       1.3308706       11.397083
2.500       5.6548668       1.2919308       11.835228
2.500       5.7805305       1.2697658       12.425016
2.500       5.9061942       1.2106904       12.636492
2.500       6.0318579       1.1767872       13.083427
2.500       6.1575216       1.1318886       13.387263
2.500       6.2831853       1.0915411       13.716710
2.500       6.4088490       1.0737061       14.318443
2.500       6.5345127       1.0344300       14.622142
2.500       6.6601764       1.0155950       15.200154
2.500       6.7858401      0.99138557       15.693641
2.500       6.9115038      0.96126980       16.078044
2.500       7.0371675      0.93708140       16.544028
2.500       7.1628313      0.92100846       17.146996
2.500       7.2884950      0.88307076       17.321254
2.500       7.4141587      0.86661166       17.892887
2.500       7.5398224      0.84116505       18.265637
2.500       7.6654861      0.81984434       18.707716
2.500       7.7911498      0.80486734       19.284093
2.500       7.9168135      0.77871119       19.574826
2.500       8.0424772      0.76513630       20.164088
2.500       8.2938046      0.73599230       21.271834
2.500       8.5451320      0.70360624       22.241100
2.500       8.7964594      0.64724250       22.318294
2.500       9.0477868      0.63164344       23.701145
2.500       9.2991143      0.60721934       24.736634
2.500       9.5504417      0.58873600       25.981320
2.500       9.8017691      0.57331618       27.351293
2.500       10.053096      0.55575688       28.605837
2.500       10.304424      0.53121378       29.444944
2.500       10.555751      0.51210715       30.513959
2.500       10.807079      0.48894145       31.264541
2.500       11.058406      0.46526516       31.874868
2.500       11.309734      0.46750402       34.262001
2.500       11.561061      0.44833795       35.096906
2.500       11.812388      0.43287838       36.145090
2.500       12.063716      0.41413260       36.834347
2.500       12.315043      0.40316371       38.146923
2.500       12.566371      0.39201061       39.409205
2.500       12.817698      0.37966200       40.503961
2.500       13.069025      0.36865194       41.688511
2.500       13.320353      0.36058455       43.174226
2.500       13.571680      0.34548355       43.752059
2.500       13.823008      0.33648405       45.023825
2.500       14.074335      0.32470238       45.860565
2.500       14.325663      0.31994354       47.652726
2.500       14.576990      0.31085300       48.778550
2.500       14.828317      0.30250395       49.966269
2.500       15.079645      0.29210440       50.743648
2.500       15.330972      0.28764931       52.510080
2.500       15.582300      0.27895259       53.468168
2.500       15.833627      0.27125637       54.549583
2.500       16.084954      0.26684297       56.258160
2.500       16.587609      0.25004132       57.814054
2.500       17.090264      0.23547240       59.546546
2.500       17.592919      0.23249284       64.134769
2.500       18.095574      0.21987678       66.003458
2.500       18.598229      0.21647883       70.550555
2.500       19.100883      0.20207074       71.340154
2.500       19.603538      0.19589099       74.763237
2.500       20.106193      0.18521284       76.265986
2.500       20.608848      0.18210270       80.750977
2.500       21.111503      0.17389949       82.894557
2.500       21.614157      0.16885972       86.379611
2.500       22.116812      0.15855441       86.899283
2.500       22.619467      0.15425496       90.439157
2.500       23.122122      0.14891876       93.261573
2.500       23.624777      0.14587944       97.446782
2.500       24.127432      0.13869566       98.688469
2.500       24.630086      0.13530762       102.42131
2.500       25.132741      0.13268016       106.70772
2.500       25.635396      0.12737747       108.71337
2.500       26.138051      0.12356983       111.78983
2.500       26.640706      0.11997362       114.91936
2.500       27.143361      0.11477984       116.28581
2.500       27.646015      0.11096285       118.78060
2.500       28.148670      0.10933826       123.54240
2.500       28.651325      0.10600566       126.30875
2.500       29.153980      0.10389256       130.42122
2.500       29.656635     0.099981633       132.11620
2.500       30.159289     0.099134753       137.77154
2.500       30.661944     0.094636722       138.20668
2.500       31.164599     0.093740170       143.74099
2.500       31.667254     0.089647801       144.22519
2.500       32.169909     0.087419733       147.44472
2.500       33.175218     0.085175038       157.55202
2.500       34.180528     0.078805576       159.42760
2.500       35.185838     0.075822277       167.32883
2.500       36.191147     0.071780594       172.37900
2.500       37.196457     0.068563940       178.76017
2.500       38.201767     0.065506935       185.01540
2.500       39.207076     0.062934147       192.15424
2.500       40.212386     0.061715891       203.30441
2.500       41.217696     0.058010292       205.79103
2.500       42.223005     0.055714313       212.46357
2.500       43.228315     0.054522162       223.12501
2.500       44.233625     0.052884860       231.87782
2.500       45.238934     0.049784666       233.50864
2.500       46.244244     0.048645297       243.71607
2.500       47.249554     0.046704964       249.58957
2.500       48.254863     0.044182178       251.50154
2.500       49.260173     0.043108127       261.04610
2.500       50.265482     0.042388605       272.72751
2.500       51.270792     0.040862830       279.00294
2.500       52.276102     0.039834585       288.29701
2.500       53.281411     0.039668544       303.97907
2.500       54.286721     0.037592246       304.68380
2.500       55.292031     0.036574624       313.21154
2.500       56.297340     0.035537263       321.23131
2.500       57.302650     0.034988961       333.52272
2.500       58.307960     0.033742005       338.86341
2.500       59.313269     0.032891454       347.70338
2.500       60.318579     0.032163717       357.59365
2.500       61.323889     0.031701514       370.37301
2.500       62.329198     0.030777023       377.54740
2.500       63.334508     0.030365146       390.81105
2.500       64.339818     0.029164551       393.51838
2.500       66.350437     0.028984175       428.90644
2.500       68.361056     0.027678152       447.95423
2.500       70.371675     0.024910387       439.78904
2.500       72.382295     0.023167669       445.09185
2.500       74.392914     0.024329959       507.46530
2.500       76.403533     0.023702986       535.56681
2.500       78.414153     0.023528244       574.70256
2.500       80.424772     0.022125452       583.08507
2.500       82.435391     0.021895513       621.39318
2.500       84.446011     0.020121551       613.85969
2.500       86.456630     0.019717554       645.53264
2.500       88.467249     0.018651950       654.24749
2.500       90.477868     0.019953678       748.72150
2.500       92.488488     0.018536709       742.96085
2.500       94.499107     0.018054656       771.86720
2.500       96.509726     0.016690896       760.08677
2.500       98.520346     0.016393653       794.18884
2.500       100.53096     0.017315620       891.26706
2.500       102.54158     0.016250487       887.63966
2.500       104.55220     0.016355608       946.97066
2.500       106.56282     0.015113686       926.52642
2.500       108.57344     0.015317543       993.18505
2.500       110.58406     0.014677645       1005.5513
2.500       112.59468     0.014579880       1054.3331
2.500       114.60530     0.014892367       1135.6594
2.500       116.61592     0.013307737       1069.1730
2.500       118.62654     0.014058580       1188.9328
2.500       120.63716     0.013753286       1223.2635
2.500       122.64778     0.013622525       1273.2302
2.500       124.65840     0.013293789       1304.6189
2.500       126.66902     0.013330769       1372.5768
2.500       128.67964     0.013164786       1421.0637
2.500       132.70087     0.013087897       1549.3926
2.500       136.72211     0.012933234       1674.5328
2.500       140.74335     0.011788911       1665.0512
2.500       144.76459     0.012444257       1912.6092
2.500       148.78583     0.011208685       1870.2928
2.500       152.80707     0.010626324       1920.8066
2.500       156.82831     0.010091280       1971.9226
2.500       160.84954     0.011257292       2373.3605
2.500       164.87078     0.010905326       2475.9393
2.500       168.89202    0.0092795368       2264.7692
2.500       172.91326     0.010308691       2699.9683
2.500       176.93450    0.0099253676       2785.1874
2.500       180.95574    0.0085267180       2559.5831
2.500       184.97698    0.0092904838       2978.9390
2.500       188.99821    0.0087079480       2978.2365
2.500       193.01945    0.0080959187       2949.4405
2.500       197.04069    0.0091208816       3534.8814
2.500       201.06193    0.0082728112       3406.5354
2.500       205.08317    0.0076479197       3341.9784
2.500       209.10441    0.0080222984       3715.8539
2.500       213.12565    0.0076317815       3742.8577
2.500       217.14688    0.0079252604       4110.9728
2.500       221.16812    0.0074087019       4060.5043
2.500       225.18936    0.0074990194       4338.2877
2.500       229.21060    0.0071510361       4362.5792
2.500       233.23184    0.0066994491       4305.9885
2.500       237.25308    0.0067852129       4590.5984
2.500       241.27432    0.0062837247       4471.1649
2.500       245.29555    0.0066961156       5006.8230
2.500       249.31679    0.0065727940       5160.2991
2.500       253.33803    0.0063181103       5204.2558
2.500       257.35927    0.0062055608       5358.8394
2.500       265.40175    0.0067172650       6361.7130
2.500       273.44422    0.0055600849       5759.1441
2.500       281.48670    0.0049314791       5572.1283
2.500       289.52918    0.0052483296       6453.0997
2.500       297.57166    0.0047810074       6382.1111
2.500       305.61413    0.0037046255       5357.1632
2.500       313.65661    0.0050052844       7824.6037
2.500       321.69909    0.0035685510       6018.8242
2.500       329.74156    0.0037705004       6848.4191
2.500       337.78404    0.0032568961       6359.0400
2.500       345.82652    0.0031709503       6644.0758
2.500       353.86900    0.0039218053       8804.0770
2.500       361.91147    0.0028440231       6829.8384
2.500       369.95395    0.0032253167       8273.4307
2.500       377.99643    0.0037118975       10156.155
2.500       386.03891    0.0028910109       8425.8403
2.500       394.08138    0.0025439438       7887.4301
2.500       402.12386    0.0030915273       10184.105
2.500       410.16634    0.0027594582       9646.5967
2.500       418.20881    0.0026135281       9684.4951
2.500       426.25129    0.0020576609       8073.1158
2.500       434.29377    0.0025415461       10546.760
2.500       442.33625    0.0018404909       8069.7765
2.500       450.37872    0.0029421330       13616.521
2.500       458.42120    0.0022836860       11145.530
2.500       466.46368    0.0021362228       10984.247
2.500       474.50615    0.0018818287       10185.349
2.500       482.54863    0.0011715492       6668.8974
2.500       490.59111    0.0019087437       11417.655
2.500       498.63359    0.0012776768       8024.8302
2.500       506.67606    0.0015036951       9908.8030
2.500       514.71854    0.0017692312       12222.619
2.250     0.015707963       1415.4149   0.00027791607
2.250     0.031415927       3501.8039    0.0055006206
2.250     0.047123890       1788.0903    0.0094794489
2.250     0.062831853       1524.6004     0.019158694
2.250     0.078539816       1174.0327     0.028815098
2.250     0.094247780       892.20906     0.037839925
2.250      0.10995574       718.89170     0.048415841
2.250      0.12566371       651.79221     0.065525299
2.250      0.14137167       480.88323     0.068833056
2.250      0.15707963       415.99138     0.081679716
2.250      0.17278760       360.17588     0.094128810
2.250      0.18849556       329.94125      0.11194643
2.250      0.20420352       294.57678      0.12707451
2.250      0.21991149       261.88179      0.14109749
2.250      0.23561945       227.09054      0.15048829
2.250      0.25132741       211.79175      0.17033303
2.250      0.26703538       184.67281      0.17814745
2.250      0.28274334       167.50986      0.19181731
2.250      0.29845130       149.24690      0.20099997
2.250      0.31415927       136.01511      0.21365204
2.250      0.32986723       125.48167      0.22817500
2.250      0.34557519       113.16557      0.23659864
2.250      0.36128316       107.70731      0.25731114
2.250      0.37699112       98.191952      0.26652596
2.250      0.39269908       91.749897      0.28148516
2.250      0.40840704       87.510687      0.30200284
2.250      0.42411501       80.943362      0.31282570
2.250      0.43982297       76.286762      0.32881617
2.250      0.45553093       71.760152      0.34364279
2.250      0.47123890       67.972798      0.36035355
2.250      0.48694686       62.589967      0.36611683
2.250      0.50265482       60.261239      0.38771971
2.250      0.51836279       56.869758      0.40128515
2.250      0.53407075       54.370496      0.41959464
2.250      0.54977871       52.093350      0.43854717
2.250      0.56548668       49.926157      0.45736774
2.250      0.58119464       47.320533      0.47063551
2.250      0.59690260       44.714490      0.48175803
2.250      0.61261057       42.924595      0.49995385
2.250      0.62831853       41.145214      0.51704601
2.250      0.64402649       39.306607      0.53192086
2.250      0.65973446       37.208975      0.54128434
2.250      0.67544242       36.591816      0.57124080
2.250      0.69115038       35.052841      0.58628819
2.250      0.70685835       34.234654      0.61253847
2.250      0.72256631       32.167740      0.61478594
2.250      0.73827427       31.600208      0.64418915
2.250      0.75398224       30.385197      0.65980508
2.250      0.76969020       29.729085      0.68675160
2.250      0.78539816       28.495638      0.69938818
2.250      0.80110613       27.539995      0.71730569
2.250      0.81681409       26.747448      0.73845199
2.250      0.83252205       25.847186      0.75556315
2.250      0.84823002       24.967182      0.77193492
2.250      0.86393798       24.450272      0.79873306
2.250      0.87964594       23.563040      0.81250359
2.250      0.89535391       22.895221      0.83252885
2.250      0.91106187       22.538786      0.86346431
2.250      0.92676983       21.711284      0.87553079
2.250      0.94247780       21.037768      0.89224330
2.250      0.95818576       20.433883      0.91068944
2.250      0.97389372       20.184724      0.94455615
2.250      0.98960169       19.565863      0.96061760
2.250       1.0053096       19.132717      0.98479643
2.250       1.0367256       18.535994       1.0463514
2.250       1.0681415       17.171791       1.0601620
2.250       1.0995574       16.650345       1.1213657
2.250       1.1309734       15.587304       1.1423479
2.250       1.1623893       15.071857       1.1992005
2.250       1.1938052       14.596570       1.2581183
2.250       1.2252211       14.032110       1.3074849
2.250       1.2566371       13.622372       1.3694702
2.250       1.2880530       12.943824       1.4013094
2.250       1.3194689       12.512028       1.4561142
2.250       1.3508848       12.265008       1.5317683
2.250       1.3823008       11.748459       1.5720228
2.250       1.4137167       11.590946       1.6591143
2.250       1.4451326       10.912315       1.6684387
2.250       1.4765485       10.648995       1.7366890
2.250       1.5079645       10.343775       1.7968949
2.250       1.5393804       10.000784       1.8481710
2.250       1.5707963       9.7973705       1.9237092
2.250       1.6022123       9.5248131       1.9846634
2.250       1.6336282       9.2108902       2.0343773
2.250       1.6650441       8.9221955       2.0865040
2.250       1.6964600       8.7359564       2.1607853
2.250       1.7278760       8.5916716       2.2453581
2.250       1.7592919       8.2209288       2.2678005
2.250       1.7907078       8.1846889       2.3809300
2.250       1.8221237       7.9568971       2.4386395
2.250       1.8535397       7.8088871       2.5192140
2.250       1.8849556       7.5605016       2.5652178
2.250       1.9163715       7.4268859       2.6479887
2.250       1.9477874       7.2080948       2.6984566
2.250       1.9792034       7.0417908       2.7658247
2.250       2.0106193       6.9509875       2.8622417
2.250       2.0734512       6.5646153       2.9645649
2.250       2.1362830       6.3592317       3.1408794
2.250       2.1991149       6.1417379       3.3090648
2.250       2.2619467       5.8866141       3.4513018
2.250       2.3247786       5.7113917       3.6354400
2.250       2.3876104       5.3988968       3.7227655
2.250       2.4504423       5.1180867       3.8151474
2.250       2.5132741       5.0762218       4.0825398
2.250       2.5761060       4.9896844       4.3214999
2.250       2.6389378       4.7242073       4.3983185
2.250       2.7017697       4.6227288       4.6186350
2.250       2.7646015       4.4764610       4.7918443
2.250       2.8274334       4.3913079       5.0285329
2.250       2.8902652       4.2713467       5.2245416
2.250       2.9530971       4.1157762       5.3697639
2.250       3.0159289       4.0184186       5.5845573
2.250       3.0787608       3.8599206       5.7065874
2.250       3.1415927       3.8203179       6.0009413
2.250       3.2044245       3.7150513       6.1927736
2.250       3.2672564       3.6183417       6.3933645
2.250       3.3300882       3.5348376       6.6131282
2.250       3.3929201       3.4140626       6.7555796
2.250       3.4557519       3.3395622       6.9821225
2.250       3.5185838       3.2281884       7.1241461
2.250       3.5814156       3.2087263       7.4673603
2.250       3.6442475       3.1510609       7.7259277
2.250       3.7070793       3.0492825       7.8697975
2.250       3.7699112       2.9735064       8.0710956
2.250       3.8327430       2.8909069       8.2458130
2.250       3.8955749       2.8253927       8.4618195
2.250       3.9584067       2.7897656       8.7659549
2.250       4.0212386       2.7108323       8.9300201
2.250       4.1469023       2.6246652       9.4823412
2.250       4.2725660       2.5212263       9.9620433
2.250       4.3982297       2.3814248       10.264572
2.250       4.5238934       2.3378966       10.965606
2.250       4.6495571       2.2199853       11.304598
2.250       4.7752208       2.1223120       11.707384
2.250       4.9008845       2.0453651       12.197323
2.250       5.0265482       2.0032837       12.889091
2.250       5.1522120       1.8910246       13.102332
2.250       5.2778757       1.8370032       13.682254
2.250       5.4035394       1.8258458       14.593831
2.250       5.5292031       1.7408000       14.907567
2.250       5.6548668       1.6966077       15.542426
2.250       5.7805305       1.6115788       15.769753
2.250       5.9061942       1.5465695       16.142205
2.250       6.0318579       1.5116147       16.806012
2.250       6.1575216       1.4487258       17.134613
2.250       6.2831853       1.4324656       18.000894
2.250       6.4088490       1.3916994       18.559054
2.250       6.5345127       1.3243838       18.720772
2.250       6.6601764       1.2952439       19.385590
2.250       6.7858401       1.2666177       20.050568
2.250       6.9115038       1.2347353       20.651985
2.250       7.0371675       1.1825000       20.876856
2.250       7.1628313       1.1631621       21.655323
2.250       7.2884950       1.1226089       22.019747
2.250       7.4141587       1.1019046       22.750968
2.250       7.5398224       1.0715208       23.267740
2.250       7.6654861       1.0268419       23.431114
2.250       7.7911498       1.0138374       24.290879
2.250       7.9168135      0.98850380       24.848481
2.250       8.0424772      0.98191334       25.876941
2.250       8.2938046      0.94528525       27.320871
2.250       8.5451320      0.87544503       27.672951
2.250       8.7964594      0.83978674       28.957628
2.250       9.0477868      0.81768333       30.681917
2.250       9.2991143      0.77644230       31.630364
2.250       9.5504417      0.73567421       32.465804
2.250       9.8017691      0.70467501       33.618051
2.250       10.053096      0.67259427       34.619674
2.250       10.304424      0.65308133       36.200009
2.250       10.555751      0.63394816       37.773868
2.250       10.807079      0.60835146       38.900014
2.250       11.058406      0.59970625       41.085298
2.250       11.309734      0.58482978       42.860463
2.250       11.561061      0.53883408       42.181148
2.250       11.812388      0.53909752       45.014326
2.250       12.063716      0.51975175       46.228469
2.250       12.315043      0.50230236       47.527317
2.250       12.566371      0.47318400       47.569644
2.250       12.817698      0.46872531       50.005615
2.250       13.069025      0.44967916       50.851366
2.250       13.320353      0.43811271       52.456982
2.250       13.571680      0.42400381       53.695869
2.250       13.823008      0.41436188       55.444401
2.250       14.074335      0.40551369       57.274254
2.250       14.325663      0.38813356       57.809019
2.250       14.576990      0.37681605       59.129365
2.250       14.828317      0.37027259       61.159995
2.250       15.079645      0.36042287       62.611762
2.250       15.330972      0.35114852       64.101795
2.250       15.582300      0.33602667       64.407827
2.250       15.833627      0.33570594       67.510373
2.250       16.084954      0.32234432       67.959438
2.250       16.587609      0.30687119       70.954143
2.250       17.090264      0.29406938       74.364623
2.250       17.592919      0.28181913       77.741770
2.250       18.095574      0.26781979       80.395175
2.250       18.598229      0.26192491       85.361453
2.250       19.100883      0.24797312       87.545779
2.250       19.603538      0.23391890       89.276869
2.250       20.106193      0.22174500       91.309010
2.250       20.608848      0.21531672       95.479282
2.250       21.111503      0.21006850       100.13563
2.250       21.614157      0.20055898       102.59526
2.250       22.116812      0.19010237       104.18984
2.250       22.619467      0.18637569       109.27143
2.250       23.122122      0.17832355       111.67656
2.250       23.624777      0.17449041       116.55877
2.250       24.127432      0.16755378       119.22237
2.250       24.630086      0.16056868       121.54271
2.250       25.132741      0.15600805       125.46912
2.250       25.635396      0.15249810       130.15318
2.250       26.138051      0.14539475       131.53417
2.250       26.640706      0.14385235       137.79212
2.250       27.143361      0.13958415       141.41556
2.250       27.646015      0.13480514       144.30267
2.250       28.148670      0.12854926       145.24911
2.250       28.651325      0.12634468       150.54327
2.250       29.153980      0.12241308       153.67089
2.250       29.656635      0.11984982       158.37012
2.250       30.159289      0.11650067       161.90565
2.250       30.661944      0.11391970       166.36737
2.250       31.164599      0.10965391       168.14308
2.250       31.667254      0.10769078       173.25269
2.250       32.169909      0.10455771       176.35014
2.250       33.175218      0.10009151       185.14367
2.250       34.180528     0.094327319       190.82886
2.250       35.185838     0.091585450       202.11588
2.250       36.191147     0.086001490       206.53007
2.250       37.196457     0.081030822       211.26387
2.250       38.201767     0.081302841       229.62878
2.250       39.207076     0.077183255       235.66046
2.250       40.212386     0.074400725       245.09077
2.250       41.217696     0.070847292       251.33018
2.250       42.223005     0.066516484       253.65707
2.250       43.228315     0.065464500       267.90513
2.250       44.233625     0.060689552       266.09810
2.250       45.238934     0.058313599       273.51251
2.250       46.244244     0.057910384       290.13475
2.250       47.249554     0.055974833       299.12739
2.250       48.254863     0.052633713       299.61085
2.250       49.260173     0.051242176       310.30274
2.250       50.265482     0.050126752       322.51461
2.250       51.270792     0.048593735       331.78796
2.250       52.276102     0.047859395       346.37541
2.250       53.281411     0.046676767       357.68291
2.250       54.286721     0.044824462       363.30065
2.250       55.292031     0.042771180       366.27655
2.250       56.297340     0.041642567       376.41887
2.250       57.302650     0.040118619       382.41979
2.250       58.307960     0.039206762       393.74474
2.250       59.313269     0.038323812       405.13013
2.250       60.318579     0.035920010       399.35581
2.250       61.323889     0.036323505       424.37233
2.250       62.329198     0.035623815       437.00390
2.250       63.334508     0.034032947       438.01705
2.250       64.339818     0.034189185       461.31596
2.250       66.350437     0.032851014       486.12773
2.250       68.361056     0.029944080       484.62691
2.250       70.371675     0.030771630       543.26840
2.250       72.382295     0.028259517       542.91525
2.250       74.392914     0.028324485       590.78163
2.250       76.403533     0.026455335       597.75588
2.250       78.414153     0.025155405       614.44770
2.250       80.424772     0.024247194       639.00060
2.250       82.435391     0.023582238       669.26235
2.250       84.446011     0.022902587       698.70237
2.250       86.456630     0.022917098       750.28246
2.250       88.467249     0.021476321       753.31690
2.250       90.477868     0.021071044       790.64839
2.250       92.488488     0.020233980       810.98834
2.250       94.499107     0.019557306       836.10804
2.250       96.509726     0.018398151       837.83344
2.250       98.520346     0.018893070       915.27282
2.250       100.53096     0.018190892       936.31892
2.250       102.54158     0.017643340       963.72057
2.250       104.55220     0.016855672       975.92376
2.250       106.56282     0.017168030       1052.4655
2.250       108.57344     0.016149418       1047.1236
2.250       110.58406     0.016691446       1143.5149
2.250       112.59468     0.016186571       1170.5198
2.250       114.60530     0.015560155       1186.5834
2.250       116.61592     0.015747116       1265.1581
2.250       118.62654     0.014752766       1247.6400
2.250       120.63716     0.014412043       1281.8556
2.250       122.64778     0.014579195       1362.6454
2.250       124.65840     0.014712669       1443.8641
2.250       126.66902     0.014480059       1490.9112
2.250       128.67964     0.013334646       1439.3990
2.250       132.70087     0.013958977       1652.5141
2.250       136.72211     0.013088776       1694.6716
2.250       140.74335     0.012441450       1757.2151
2.250       144.76459     0.011827787       1817.8614
2.250       148.78583     0.011999834       2002.3049
2.250       152.80707     0.011930132       2156.4819
2.250       156.82831     0.011229232       2194.2882
2.250       160.84954     0.010145622       2138.9884
2.250       164.87078     0.010989955       2495.1536
2.250       168.89202     0.010586093       2583.6481
2.250       172.91326    0.0099221956       2598.7406
2.250       176.93450    0.0097233287       2728.4926
2.250       180.95574    0.0093694275       2812.5508
2.250       184.97698    0.0097640839       3130.7961
2.250       188.99821    0.0092083539       3149.3822
2.250       193.01945    0.0088135891       3210.8964
2.250       197.04069    0.0091339384       3539.9416
2.250       201.06193    0.0086556871       3564.1941
2.250       205.08317    0.0087660115       3830.5607
2.250       209.10441    0.0080338351       3721.1976
2.250       213.12565    0.0079025852       3875.6682
2.250       217.14688    0.0085539079       4437.0634
2.250       221.16812    0.0078578196       4306.6533
2.250       225.18936    0.0074164843       4290.5399
2.250       229.21060    0.0073341806       4474.3088
2.250       233.23184    0.0077425378       4976.4208
2.250       237.25308    0.0072156491       4881.8140
2.250       241.27432    0.0068504956       4874.4490
2.250       245.29555    0.0067065707       5014.6404
2.250       249.31679    0.0063712341       5002.0545
2.250       253.33803    0.0064870438       5343.4072
2.250       257.35927    0.0063413506       5476.1013
2.250       265.40175    0.0052955177       5015.2204
2.250       273.44422    0.0054012854       5594.6594
2.250       281.48670    0.0056508596       6384.9635
2.250       289.52918    0.0058385880       7178.8537
2.250       297.57166    0.0056404181       7529.3284
2.250       305.61413    0.0053784432       7777.6277
2.250       313.65661    0.0041765888       6529.1299
2.250       321.69909    0.0052670637       8883.5861
2.250       329.74156    0.0046498153       8445.5326
2.250       337.78404    0.0046683232       9114.8297
2.250       345.82652    0.0047211486       9892.1982
2.250       353.86900    0.0039169360       8793.1458
2.250       361.91147    0.0039839109       9567.2457
2.250       369.95395    0.0039472253       10125.237
2.250       377.99643    0.0032931378       9010.3830
2.250       386.03891    0.0040843448       11903.807
2.250       394.08138    0.0037631288       11667.481
2.250       402.12386    0.0026256331       8649.3570
2.250       410.16634    0.0029581968       10341.353
2.250       418.20881    0.0030036090       11129.950
2.250       426.25129    0.0030659732       12029.172
2.250       434.29377    0.0027875602       11567.655
2.250       442.33625    0.0030286274       13279.254
2.250       450.37872    0.0027964183       12942.137
2.250       458.42120    0.0025292675       12344.091
2.250       466.46368    0.0025912823       13324.118
2.250       474.50615    0.0023560762       12752.201
2.250       482.54863    0.0027472745       15638.517
2.250       490.59111    0.0020113193       12031.237
2.250       498.63359    0.0027107583       17025.726
2.250       506.67606    0.0028061853       18491.739
2.250       514.71854    0.0027139198       18748.939
2.000     0.015707963       1649.5311   0.00032388467
2.000     0.031415927       4083.7217    0.0064146951
2.000     0.047123890       2082.5140     0.011040318
2.000     0.062831853       1779.0425     0.022356108
2.000     0.078539816       1369.8626     0.033621487
2.000     0.094247780       1041.4136     0.044167912
2.000      0.10995574       838.36250     0.056461947
2.000      0.12566371       758.11003     0.076213533
2.000      0.14137167       562.22153     0.080475724
2.000      0.15707963       487.37587     0.095696028
2.000      0.17278760       422.41010      0.11039318
2.000      0.18849556       385.84670      0.13091470
2.000      0.20420352       344.94484      0.14880228
2.000      0.21991149       307.52767      0.16569072
2.000      0.23561945       266.83121      0.17682363
2.000      0.25132741       249.29806      0.20049740
2.000      0.26703538       217.54202      0.20985524
2.000      0.28274334       198.37559      0.22716198
2.000      0.29845130       176.58620      0.23781949
2.000      0.31415927       161.33471      0.25342396
2.000      0.32986723       148.89331      0.27074657
2.000      0.34557519       134.16751      0.28050803
2.000      0.36128316       128.20682      0.30628414
2.000      0.37699112       117.25473      0.31826875
2.000      0.39269908       109.32533      0.33540591
2.000      0.40840704       104.49677      0.36062250
2.000      0.42411501       96.638353      0.37348288
2.000      0.43982297       91.015304      0.39230009
2.000      0.45553093       86.107062      0.41234682
2.000      0.47123890       81.654830      0.43288799
2.000      0.48694686       75.218497      0.43998678
2.000      0.50265482       72.484554      0.46636430
2.000      0.51836279       68.567933      0.48382997
2.000      0.53407075       65.621251      0.50642035
2.000      0.54977871       63.027270      0.53059423
2.000      0.56548668       60.297743      0.55238064
2.000      0.58119464       57.549621      0.57237088
2.000      0.59690260       54.188093      0.58382750
2.000      0.61261057       52.182120      0.60777863
2.000      0.62831853       50.150996      0.63021600
2.000      0.64402649       47.933381      0.64866359
2.000      0.65973446       45.453534      0.66121913
2.000      0.67544242       44.738451      0.69841924
2.000      0.69115038       42.884073      0.71727212
2.000      0.70685835       41.815860      0.74818407
2.000      0.72256631       39.529443      0.75548193
2.000      0.73827427       38.783617      0.79062723
2.000      0.75398224       37.336530      0.81075113
2.000      0.76969020       36.576528      0.84492977
2.000      0.78539816       35.112867      0.86179941
2.000      0.80110613       33.976501      0.88495069
2.000      0.81681409       33.034830      0.91203604
2.000      0.83252205       31.940097      0.93367071
2.000      0.84823002       30.832332      0.95327354
2.000      0.86393798       30.322494      0.99056478
2.000      0.87964594       29.221668       1.0076251
2.000      0.89535391       28.425605       1.0336278
2.000      0.91106187       28.028753       1.0737858
2.000      0.92676983       27.045125       1.0906237
2.000      0.94247780       26.263698       1.1138829
2.000      0.95818576       25.492530       1.1361413
2.000      0.97389372       25.195249       1.1790266
2.000      0.98960169       24.409493       1.1984234
2.000       1.0053096       23.977067       1.2341441
2.000       1.0367256       23.241947       1.3120011
2.000       1.0681415       21.667500       1.3377207
2.000       1.0995574       20.947503       1.4107702
2.000       1.1309734       19.695387       1.4434173
2.000       1.1623893       19.094202       1.5192406
2.000       1.1938052       18.485564       1.5933213
2.000       1.2252211       17.719000       1.6510222
2.000       1.2566371       17.353624       1.7445765
2.000       1.2880530       16.491711       1.7854067
2.000       1.3194689       16.030844       1.8656241
2.000       1.3508848       15.594516       1.9475882
2.000       1.3823008       15.013257       2.0088746
2.000       1.4137167       14.801054       2.1186054
2.000       1.4451326       13.991176       2.1391813
2.000       1.4765485       13.772807       2.2461353
2.000       1.5079645       13.265723       2.3044883
2.000       1.5393804       12.881342       2.3805058
2.000       1.5707963       12.581433       2.4703585
2.000       1.6022123       12.353600       2.5740913
2.000       1.6336282       11.974326       2.6447278
2.000       1.6650441       11.519094       2.6938028
2.000       1.6964600       11.266337       2.7866595
2.000       1.7278760       11.094110       2.8993484
2.000       1.7592919       10.661519       2.9410543
2.000       1.7907078       10.583921       3.0788679
2.000       1.8221237       10.339361       3.1688199
2.000       1.8535397       10.182893       3.2850887
2.000       1.8849556       9.8278884       3.3345240
2.000       1.9163715       9.6449720       3.4388272
2.000       1.9477874       9.3888537       3.5148558
2.000       1.9792034       9.2313637       3.6258296
2.000       2.0106193       9.0674681       3.7337552
2.000       2.0734512       8.5974496       3.8825881
2.000       2.1362830       8.3030646       4.1009552
