# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.500       152.80707     0.010984566       1985.5622
2.500       156.82831     0.010393471       2030.9734
2.500       160.84954     0.010275340       2166.3368
2.500       164.87078     0.010787274       2449.1369
2.500       168.89202     0.011037757       2693.8815
2.500       172.91326     0.010027708       2626.3756
2.500       176.93450     0.010283814       2885.7720
2.500       180.95574     0.010327838       3100.2503
2.500       184.97698    0.0093257410       2990.2440
2.500       188.99821    0.0098889998       3382.1723
2.500       193.01945    0.0087609621       3191.7238
2.500       197.04069    0.0089543353       3470.3348
2.500       201.06193    0.0091027824       3748.2967
2.500       205.08317    0.0086825238       3794.0784
2.500       209.10441    0.0085182635       3945.5803
2.500       213.12565    0.0079344946       3891.3175
2.500       217.14688    0.0081223164       4213.1893
2.500       221.16812    0.0077593345       4252.6763
2.500       225.18936    0.0073161763       4232.5103
2.500       229.21060    0.0080098616       4886.5164
2.500       233.23184    0.0076944421       4945.5079
2.500       237.25308    0.0072874736       4930.4075
2.500       241.27432    0.0068491221       4873.4717
2.500       245.29555    0.0069066083       5164.2127
2.500       249.31679    0.0064998362       5103.0200
2.500       253.33803    0.0066259256       5457.8047
2.500       257.35927    0.0064304726       5553.0630
2.500       265.40175    0.0061168661       5793.0939
2.500       273.44422    0.0060486563       6265.2071
2.500       281.48670    0.0056025838       6330.4162
2.500       289.52918    0.0045868295       5639.7503
2.500       297.57166    0.0052147247       6961.0753
2.500       305.61413    0.0048051777       6948.6432
2.500       313.65661    0.0049884720       7798.3214
2.500       321.69909    0.0040599875       6847.6955
2.500       329.74156    0.0045852815       8328.3189
2.500       337.78404    0.0041533980       8109.4461
2.500       345.82652    0.0042481675       8901.1634
2.500       353.86900    0.0045825097       10287.295
2.500       361.91147    0.0038006512       9127.1530
2.500       369.95395    0.0027891164       7154.5103
2.500       377.99643    0.0036455900       9974.7306
2.500       386.03891    0.0035415241       10321.758
2.500       394.08138    0.0029083729       9017.3328
2.500       402.12386    0.0023922441       7880.5275
2.500       410.16634    0.0032109138       11224.809
2.500       418.20881    0.0023803743       8820.5375
2.500       426.25129    0.0025467965       9992.2115
2.500       434.29377    0.0030826168       12792.063
2.500       442.33625    0.0021205789       9297.8444
2.500       450.37872    0.0023462647       10858.776
2.500       458.42120    0.0025875360       12628.470
2.500       466.46368    0.0025723839       13226.945
2.500       474.50615    0.0023184116       12548.342
2.500       482.54863    0.0022888132       13028.784
2.500       490.59111    0.0018785616       11237.112
2.500       498.63359    0.0021656165       13601.800
2.500       506.67606    0.0023962936       15790.703
2.500       514.71854    0.0022653730       15650.183
2.250     0.015707963       1631.9871   0.00032043992
2.250     0.031415927       3860.8955    0.0060646804
2.250     0.047123890       1952.4284     0.010350677
2.250     0.062831853       1665.7600     0.020932557
2.250     0.078539816       1240.5581     0.030447877
2.250     0.094247780       929.38309     0.039416532
2.250      0.10995574       762.85097     0.051376405
2.250      0.12566371       689.45643     0.069311720
2.250      0.14137167       494.64635     0.070803093
2.250      0.15707963       427.10274     0.083861427
2.250      0.17278760       378.06381     0.098803664
2.250      0.18849556       343.72120      0.11662185
2.250      0.20420352       299.68557      0.12927834
2.250      0.21991149       267.32754      0.14403157
2.250      0.23561945       234.96649      0.15570752
2.250      0.25132741       218.56885      0.17578350
2.250      0.26703538       187.95126      0.18131006
2.250      0.28274334       170.94700      0.19575320
2.250      0.29845130       153.31593      0.20648000
2.250      0.31415927       139.48253      0.21909865
2.250      0.32986723       127.81864      0.23242452
2.250      0.34557519       115.15980      0.24076804
2.250      0.36128316       110.02365      0.26284483
2.250      0.37699112       100.23405      0.27206891
2.250      0.39269908       93.300884      0.28624353
2.250      0.40840704       88.970057      0.30703918
2.250      0.42411501       82.324525      0.31816355
2.250      0.43982297       77.478153      0.33395138
2.250      0.45553093       73.017938      0.34966604
2.250      0.47123890       69.107726      0.36637030
2.250      0.48694686       63.589480      0.37196343
2.250      0.50265482       61.189558      0.39369250
2.250      0.51836279       57.765960      0.40760894
2.250      0.53407075       55.161487      0.42569897
2.250      0.54977871       52.892516      0.44527494
2.250      0.56548668       50.612385      0.46365420
2.250      0.58119464       48.099194      0.47837983
2.250      0.59690260       45.334693      0.48844015
2.250      0.61261057       43.541555      0.50713975
2.250      0.62831853       41.756273      0.52472481
2.250      0.64402649       39.875873      0.53962450
2.250      0.65973446       37.745936      0.54909560
2.250      0.67544242       37.117591      0.57944876
2.250      0.69115038       35.535338      0.59435834
2.250      0.70685835       34.644829      0.61987747
2.250      0.72256631       32.634471      0.62370606
2.250      0.73827427       32.033082      0.65301353
2.250      0.75398224       30.800631      0.66882611
2.250      0.76969020       30.116738      0.69570650
2.250      0.78539816       28.887628      0.70900906
2.250      0.80110613       27.885054      0.72629309
2.250      0.81681409       27.101195      0.74821836
2.250      0.83252205       26.155451      0.76457433
2.250      0.84823002       25.253396      0.78078408
2.250      0.86393798       24.750950      0.80855551
2.250      0.87964594       23.866763      0.82297662
2.250      0.89535391       23.167204      0.84241885
2.250      0.91106187       22.812189      0.87393841
2.250      0.92676983       21.988077      0.88669280
2.250      0.94247780       21.314667      0.90398700
2.250      0.95818576       20.655702      0.92057536
2.250      0.97389372       20.419731      0.95555344
2.250      0.98960169       19.778098      0.97103766
2.250       1.0053096       19.374460      0.99723935
2.250       1.0367256       18.751655       1.0585255
2.250       1.0681415       17.382650       1.0731801
2.250       1.0995574       16.840647       1.1341821
2.250       1.1309734       15.757084       1.1547906
2.250       1.1623893       15.248205       1.2132318
2.250       1.1938052       14.744932       1.2709060
2.250       1.2252211       14.140093       1.3175465
2.250       1.2566371       13.789193       1.3862408
2.250       1.2880530       13.080792       1.4161377
2.250       1.3194689       12.669122       1.4743965
2.250       1.3508848       12.339094       1.5410209
2.250       1.3823008       11.863939       1.5874747
2.250       1.4137167       11.679411       1.6717771
2.250       1.4451326       11.014630       1.6840822
2.250       1.4765485       10.773726       1.7570307
2.250       1.5079645       10.418761       1.8099213
2.250       1.5393804       10.087975       1.8642842
2.250       1.5707963       9.8411632       1.9323079
2.250       1.6022123       9.6369014       2.0080190
2.250       1.6336282       9.2965431       2.0532952
2.250       1.6650441       8.9857558       2.1013679
2.250       1.6964600       8.7854720       2.1730327
2.250       1.7278760       8.6407092       2.2581736
2.250       1.7592919       8.2780354       2.2835537
2.250       1.7907078       8.2185013       2.3907660
2.250       1.8221237       8.0095872       2.4547880
2.250       1.8535397       7.8610263       2.5360345
2.250       1.8849556       7.6180804       2.5847538
2.250       1.9163715       7.4779126       2.6661818
2.250       1.9477874       7.2396753       2.7102792
2.250       1.9792034       7.0937719       2.7862414
2.250       2.0106193       6.9944558       2.8801408
2.250       2.0734512       6.6154754       2.9875332
2.250       2.1362830       6.3674857       3.1449561
2.250       2.1991149       6.1891669       3.3346188
2.250       2.2619467       5.9270655       3.4750183
2.250       2.3247786       5.7083390       3.6334969
2.250       2.3876104       5.4218626       3.7386014
2.250       2.4504423       5.1350415       3.8277860
2.250       2.5132741       5.0741296       4.0808571
2.250       2.5761060       5.0188839       4.3467892
2.250       2.6389378       4.7365875       4.4098447
2.250       2.7017697       4.6115626       4.6074787
2.250       2.7646015       4.4894491       4.8057475
2.250       2.8274334       4.4019141       5.0406782
2.250       2.8902652       4.2819336       5.2374909
2.250       2.9530971       4.1413058       5.4030718
2.250       3.0159289       4.0219213       5.5894251
2.250       3.0787608       3.8881654       5.7483452
2.250       3.1415927       3.8167921       5.9954031
2.250       3.2044245       3.7295355       6.2169179
2.250       3.2672564       3.6433304       6.4375179
2.250       3.3300882       3.5472857       6.6364166
2.250       3.3929201       3.4158666       6.7591494
2.250       3.4557519       3.3557062       7.0158754
2.250       3.5185838       3.2373916       7.1444563
2.250       3.5814156       3.2072279       7.4638732
2.250       3.6442475       3.1343011       7.6848353
2.250       3.7070793       3.0580497       7.8924247
2.250       3.7699112       2.9773105       8.0814212
2.250       3.8327430       2.8979132       8.2657972
2.250       3.8955749       2.8328950       8.4842882
2.250       3.9584067       2.8108415       8.8321792
2.250       4.0212386       2.7049105       8.9105127
2.250       4.1469023       2.6225989       9.4748762
2.250       4.2725660       2.4922963       9.8477332
2.250       4.3982297       2.3953259       10.324489
2.250       4.5238934       2.3189894       10.876924
2.250       4.6495571       2.2254582       11.332467
2.250       4.7752208       2.1288551       11.743478
2.250       4.9008845       2.0553419       12.256818
2.250       5.0265482       2.0020051       12.880864
2.250       5.1522120       1.8794613       13.022213
2.250       5.2778757       1.8331905       13.653856
2.250       5.4035394       1.8066893       14.440715
2.250       5.5292031       1.7350104       14.857986
2.250       5.6548668       1.6939766       15.518324
2.250       5.7805305       1.5875809       15.534926
2.250       5.9061942       1.5396756       16.070251
2.250       6.0318579       1.5193711       16.892247
2.250       6.1575216       1.4395512       17.026100
2.250       6.2831853       1.4267063       17.928520
2.250       6.4088490       1.3855503       18.477052
2.250       6.5345127       1.3258218       18.741098
2.250       6.6601764       1.2910366       19.322619
2.250       6.7858401       1.2699021       20.102560
2.250       6.9115038       1.2129635       20.287833
2.250       7.0371675       1.1845525       20.913093
2.250       7.1628313       1.1559264       21.520610
2.250       7.2884950       1.1313672       22.191539
2.250       7.4141587       1.0966845       22.643189
2.250       7.5398224       1.0629028       23.080603
2.250       7.6654861       1.0353784       23.625904
2.250       7.7911498       1.0048138       24.074679
2.250       7.9168135      0.98673218       24.803947
2.250       8.0424772      0.97319068       25.647067
2.250       8.2938046      0.93643384       27.065045
2.250       8.5451320      0.86559530       27.361599
2.250       8.7964594      0.83900664       28.930729
2.250       9.0477868      0.81111776       30.435557
2.250       9.2991143      0.77899179       31.734225
2.250       9.5504417      0.74850836       33.032183
2.250       9.8017691      0.70031917       33.410246
2.250       10.053096      0.68985727       35.508233
2.250       10.304424      0.65440410       36.273329
2.250       10.555751      0.62376333       37.167003
2.250       10.807079      0.60644824       38.778316
2.250       11.058406      0.58593878       40.142102
2.250       11.309734      0.57881426       42.419603
2.250       11.561061      0.54256606       42.473295
2.250       11.812388      0.53297435       44.503044
2.250       12.063716      0.52491502       46.687707
2.250       12.315043      0.50311124       47.603853
2.250       12.566371      0.47290924       47.542022
2.250       12.817698      0.46919085       50.055281
2.250       13.069025      0.45411319       51.352784
2.250       13.320353      0.43999511       52.682369
2.250       13.571680      0.43126013       54.614810
2.250       13.823008      0.41720453       55.824768
2.250       14.074335      0.40324577       56.953935
2.250       14.325663      0.39626094       59.019519
2.250       14.576990      0.37769605       59.267453
2.250       14.828317      0.36853900       60.873648
2.250       15.079645      0.36129925       62.764005
2.250       15.330972      0.35091080       64.058398
2.250       15.582300      0.34010932       65.190370
2.250       15.833627      0.33372252       67.111509
2.250       16.084954      0.32794754       69.140757
2.250       16.587609      0.31263961       72.287906
2.250       17.090264      0.29441895       74.453022
2.250       17.592919      0.28631252       78.981303
2.250       18.095574      0.27505860       82.568151
2.250       18.598229      0.26454999       86.216969
2.250       19.100883      0.24941384       88.054421
2.250       19.603538      0.24089883       91.940811
2.250       20.106193      0.22903788       94.312034
2.250       20.608848      0.21915695       97.182181
2.250       21.111503      0.20895136       99.603112
2.250       21.614157      0.20271673       103.69905
2.250       22.116812      0.19289117       105.71831
2.250       22.619467      0.18769970       110.04769
2.250       23.122122      0.18728670       117.28981
2.250       23.624777      0.17630174       117.76873
2.250       24.127432      0.16972460       120.76702
2.250       24.630086      0.16315067       123.49715
2.250       25.132741      0.15987231       128.57694
2.250       25.635396      0.15430664       131.69673
2.250       26.138051      0.14869220       134.51727
2.250       26.640706      0.14627385       140.11161
2.250       27.143361      0.14043630       142.27890
2.250       27.646015      0.13737678       147.05549
2.250       28.148670      0.13652644       154.26261
2.250       28.651325      0.12974292       154.59238
2.250       29.153980      0.12544282       157.47427
2.250       29.656635      0.12099084       159.87787
2.250       30.159289      0.12025993       167.13005
2.250       30.661944      0.11537501       168.49270
2.250       31.164599      0.11486393       176.13212
2.250       31.667254      0.11026079       177.38733
2.250       32.169909      0.10717474       180.76411
2.250       33.175218      0.10120727       187.20755
2.250       34.180528     0.097356778       196.95760
2.250       35.185838     0.094496467       208.54007
2.250       36.191147     0.086834128       208.52962
2.250       37.196457     0.086493924       225.50729
2.250       38.201767     0.080844682       228.33478
2.250       39.207076     0.078166189       238.66161
2.250       40.212386     0.075517934       248.77108
2.250       41.217696     0.072312797       256.52904
2.250       42.223005     0.068631907       261.72412
2.250       43.228315     0.065379486       267.55722
2.250       44.233625     0.064077426       280.95250
2.250       45.238934     0.062136797       291.44474
2.250       46.244244     0.060534930       303.28390
2.250       47.249554     0.058222615       311.13946
2.250       48.254863     0.055101014       313.65565
2.250       49.260173     0.055193597       334.23102
2.250       50.265482     0.052435510       337.36911
2.250       51.270792     0.051176180       349.42036
2.250       52.276102     0.050471297       365.27867
2.250       53.281411     0.049050999       375.87659
2.250       54.286721     0.045726558       370.61211
2.250       55.292031     0.045338795       388.26465
2.250       56.297340     0.044311197       400.54137
2.250       57.302650     0.043158266       411.39439
2.250       58.307960     0.042740039       429.22866
2.250       59.313269     0.040823759       431.55766
2.250       60.318579     0.040530693       450.61702
2.250       61.323889     0.038718079       452.34846
2.250       62.329198     0.036399717       446.52203
2.250       63.334508     0.037123602       477.79497
2.250       64.339818     0.036173837       488.09494
2.250       66.350437     0.035274909       521.99641
2.250       68.361056     0.032449406       525.17411
2.250       70.371675     0.032475431       573.34873
2.250       72.382295     0.031067959       596.87037
2.250       74.392914     0.028591553       596.35204
2.250       76.403533     0.025608384       578.61908
2.250       78.414153     0.028296077       691.16200
2.250       80.424772     0.027145756       715.38810
2.250       82.435391     0.025284570       717.57442
2.250       84.446011     0.024140070       736.45498
2.250       86.456630     0.023248578       761.13477
2.250       88.467249     0.023202847       813.87762
2.250       90.477868     0.022558021       846.44419
2.250       92.488488     0.022440149       899.41271
2.250       94.499107     0.020764822       887.73139
2.250       96.509726     0.020061412       913.57667
2.250       98.520346     0.020259122       981.45108
2.250       100.53096     0.019840181       1021.2109
2.250       102.54158     0.018880155       1031.2783
2.250       104.55220     0.018116305       1048.9130
2.250       106.56282     0.018517649       1135.2023
2.250       108.57344     0.017870576       1158.7230
2.250       110.58406     0.017321615       1186.6871
2.250       112.59468     0.017564419       1270.1578
2.250       114.60530     0.016808546       1281.7830
2.250       116.61592     0.016244139       1305.0900
2.250       118.62654     0.016170984       1367.5786
2.250       120.63716     0.015987245       1421.9593
2.250       122.64778     0.015214062       1421.9832
2.250       124.65840     0.014577067       1430.5565
2.250       126.66902     0.015104088       1555.1631
2.250       128.67964     0.014772157       1594.5702
2.250       132.70087     0.014343802       1698.0711
2.250       136.72211     0.013459411       1742.6598
2.250       140.74335     0.013620328       1923.7183
2.250       144.76459     0.012455835       1914.3888
2.250       148.78583     0.012544497       2093.1878
2.250       152.80707     0.013256659       2396.2640
2.250       156.82831     0.012271895       2398.0334
2.250       160.84954     0.012069661       2544.6310
2.250       164.87078     0.011178665       2537.9982
2.250       168.89202     0.011007019       2686.3795
2.250       172.91326    0.0098664020       2584.1276
2.250       176.93450    0.0099890067       2803.0453
2.250       180.95574     0.010503674       3153.0333
2.250       184.97698    0.0095593574       3065.1517
2.250       188.99821    0.0096959030       3316.1306
2.250       193.01945    0.0090705543       3304.5120
2.250       197.04069    0.0097491091       3778.3567
2.250       201.06193    0.0090779973       3738.0908
2.250       205.08317    0.0085835747       3750.8397
2.250       209.10441    0.0083392407       3862.6586
2.250       213.12565    0.0089723717       4400.3240
2.250       217.14688    0.0082769124       4293.3809
2.250       221.16812    0.0078518050       4303.3568
2.250       225.18936    0.0085499997       4946.2944
2.250       229.21060    0.0073350872       4474.8619
2.250       233.23184    0.0078671773       5056.5313
2.250       237.25308    0.0071098655       4810.2451
2.250       241.27432    0.0072174589       5135.5606
2.250       245.29555    0.0073576081       5501.4344
2.250       249.31679    0.0072319362       5677.7915
2.250       253.33803    0.0073096859       6021.0211
2.250       257.35927    0.0073459091       6343.5923
2.250       265.40175    0.0060819097       5759.9878
2.250       273.44422    0.0062632220       6487.4546
2.250       281.48670    0.0058968351       6662.8937
2.250       289.52918    0.0058212827       7157.5759
2.250       297.57166    0.0061670334       8232.3010
2.250       305.61413    0.0052895012       7649.0110
2.250       313.65661    0.0047981510       7500.7987
2.250       321.69909    0.0054713710       9228.1769
2.250       329.74156    0.0048279515       8769.0842
2.250       337.78404    0.0049168766       9600.1264
2.250       345.82652    0.0048420974       10145.622
2.250       353.86900    0.0051093568       11470.016
2.250       361.91147    0.0044224137       10620.298
2.250       369.95395    0.0046098751       11825.035
2.250       377.99643    0.0039900721       10917.271
2.250       386.03891    0.0033118487       9652.3701
2.250       394.08138    0.0036600288       11347.822
2.250       402.12386    0.0031474666       10368.380
2.250       410.16634    0.0032020308       11193.755
2.250       418.20881    0.0033737777       12501.619
2.250       426.25129    0.0039603586       15538.243
2.250       434.29377    0.0027936062       11592.744
2.250       442.33625    0.0033803691       14821.493
2.250       450.37872    0.0029025545       13433.347
2.250       458.42120    0.0029243156       14272.123
2.250       466.46368    0.0022201617       11415.853
2.250       474.50615    0.0029675597       16061.839
2.250       482.54863    0.0029025725       16522.532
2.250       490.59111    0.0024111984       14423.220
2.250       498.63359    0.0031625827       19863.544
2.250       506.67606    0.0019988944       13171.986
2.250       514.71854    0.0021078617       14562.026
2.000     0.015707963       1900.2446   0.00037311216
2.000     0.031415927       4498.9607    0.0070669510
2.000     0.047123890       2272.1892     0.012045870
2.000     0.062831853       1942.3356     0.024408109
2.000     0.078539816       1446.5044     0.035502558
2.000     0.094247780       1084.3447     0.045988684
2.000      0.10995574       889.02955     0.059874267
2.000      0.12566371       801.23132     0.080548558
2.000      0.14137167       578.25905     0.082771316
2.000      0.15707963       500.46717     0.098266499
2.000      0.17278760       443.19488      0.11582510
2.000      0.18849556       401.76363      0.13631519
2.000      0.20420352       351.08626      0.15145157
2.000      0.21991149       314.03892      0.16919887
2.000      0.23561945       276.00395      0.18290222
2.000      0.25132741       257.22716      0.20687436
2.000      0.26703538       221.56302      0.21373416
2.000      0.28274334       202.56535      0.23195972
2.000      0.29845130       181.43002      0.24434296
2.000      0.31415927       165.52534      0.26000660
2.000      0.32986723       151.84724      0.27611797
2.000      0.34557519       136.66670      0.28573316
2.000      0.36128316       131.03521      0.31304113
2.000      0.37699112       119.79858      0.32517360
2.000      0.39269908       111.26690      0.34136258
2.000      0.40840704       106.34884      0.36701404
2.000      0.42411501       98.372469      0.38018480
2.000      0.43982297       92.510804      0.39874609
2.000      0.45553093       87.676580      0.41986289
2.000      0.47123890       83.105539      0.44057883
2.000      0.48694686       76.504846      0.44751121
2.000      0.50265482       73.671439      0.47400069
2.000      0.51836279       69.729855      0.49202874
2.000      0.53407075       66.634690      0.51424138
2.000      0.54977871       64.059020      0.53928000
2.000      0.56548668       61.180442      0.56046694
2.000      0.58119464       58.576406      0.58258296
2.000      0.59690260       55.002863      0.59260591
2.000      0.61261057       53.013493      0.61746185
2.000      0.62831853       50.952748      0.64029111
2.000      0.64402649       48.679193      0.65875637
2.000      0.65973446       46.173784      0.67169671
2.000      0.67544242       45.427581      0.70917736
2.000      0.69115038       43.538320      0.72821494
2.000      0.70685835       42.333866      0.75745243
2.000      0.72256631       40.142009      0.76718922
2.000      0.73827427       39.354450      0.80226402
2.000      0.75398224       37.883416      0.82262658
2.000      0.76969020       37.081521      0.85659526
2.000      0.78539816       35.632469      0.87455236
2.000      0.80110613       34.446548      0.89719351
2.000      0.81681409       33.510092      0.92515723
2.000      0.83252205       32.341988      0.94541876
2.000      0.84823002       31.231288      0.96560847
2.000      0.86393798       30.697612       1.0028190
2.000      0.87964594       29.613439       1.0211342
2.000      0.89535391       28.797776       1.0471609
2.000      0.91106187       28.384073       1.0873982
2.000      0.92676983       27.402057       1.1050173
2.000      0.94247780       26.637991       1.1297572
2.000      0.95818576       25.792634       1.1495162
2.000      0.97389372       25.500335       1.1933033
2.000      0.98960169       24.690524       1.2122211
2.000       1.0053096       24.290207       1.2502620
2.000       1.0367256       23.517525       1.3275574
2.000       1.0681415       21.971464       1.3564870
2.000       1.0995574       21.218688       1.4290339
2.000       1.1309734       19.941548       1.4614577
2.000       1.1623893       19.341095       1.5388848
2.000       1.1938052       18.711139       1.6127643
2.000       1.2252211       17.871046       1.6651896
2.000       1.2566371       17.576764       1.7670091
2.000       1.2880530       16.686193       1.8064615
2.000       1.3194689       16.227907       1.8885577
2.000       1.3508848       15.690958       1.9596328
2.000       1.3823008       15.166951       2.0294398
2.000       1.4137167       14.890830       2.1314558
2.000       1.4451326       14.127594       2.1600389
2.000       1.4765485       13.935036       2.2725925
2.000       1.5079645       13.371492       2.3228622
2.000       1.5393804       13.011705       2.4045972
2.000       1.5707963       12.643913       2.4826266
2.000       1.6022123       12.483889       2.6012393
2.000       1.6336282       12.067561       2.6653204
2.000       1.6650441       11.583959       2.7089720
2.000       1.6964600       11.336271       2.8039571
2.000       1.7278760       11.162944       2.9173376
2.000       1.7592919       10.732944       2.9607574
2.000       1.7907078       10.629575       3.0921484
2.000       1.8221237       10.391276       3.1847308
2.000       1.8535397       10.248955       3.3064008
2.000       1.8849556       9.9071673       3.3614227
2.000       1.9163715       9.6807023       3.4515665
2.000       1.9477874       9.4316905       3.5308924
2.000       1.9792034       9.3113124       3.6572313
2.000       2.0106193       9.0998104       3.7470729
2.000       2.0734512       8.6728579       3.9166424
2.000       2.1362830       8.3230189       4.1108109
2.000       2.1991149       8.1297382       4.3801659
2.000       2.2619467       7.8142351       4.5814594
2.000       2.3247786       7.4595484       4.7481843
2.000       2.3876104       7.1280337       4.9150778
2.000       2.4504423       6.8152791       5.0802763
2.000       2.5132741       6.6156999       5.3206615
2.000       2.5761060       6.5875948       5.7054291
2.000       2.6389378       6.2412223       5.8106857
2.000       2.7017697       6.0362729       6.0309274
2.000       2.7646015       5.9567525       6.3764279
2.000       2.8274334       5.7584247       6.5940327
2.000       2.8902652       5.6304018       6.8868836
2.000       2.9530971       5.4500802       7.1106013
2.000       3.0159289       5.2966386       7.3609508
2.000       3.0787608       5.1852880       7.6660384
2.000       3.1415927       5.0200766       7.8855179
2.000       3.2044245       4.9068278       8.1793956
2.000       3.2672564       4.8123508       8.5030979
2.000       3.3300882       4.6402391       8.6811615
2.000       3.3929201       4.4943571       8.8932136
2.000       3.4557519       4.4223607       9.2459619
2.000       3.5185838       4.2634764       9.4088774
2.000       3.5814156       4.1780178       9.7230992
2.000       3.6442475       4.0832453       10.011504
2.000       3.7070793       4.0004200       10.324558
2.000       3.7699112       3.9269220       10.658986
2.000       3.8327430       3.8209766       10.898676
2.000       3.8955749       3.7246231       11.154941
2.000       3.9584067       3.6877436       11.587566
2.000       4.0212386       3.5711631       11.764121
2.000       4.1469023       3.4235729       12.368620
2.000       4.2725660       3.2301934       12.763363
2.000       4.3982297       3.1856694       13.731080
2.000       4.5238934       2.9843494       13.997711
2.000       4.6495571       2.9136356       14.836801
2.000       4.7752208       2.7815031       15.343703
2.000       4.9008845       2.6930205       16.059549
2.000       5.0265482       2.5744063       16.563683
2.000       5.1522120       2.4753851       17.151187
2.000       5.2778757       2.3883725       17.788928
2.000       5.4035394       2.3089492       18.455236
2.000       5.5292031       2.2302473       19.099012
2.000       5.6548668       2.1514540       19.709221
2.000       5.7805305       2.0603007       20.160623
2.000       5.9061942       2.0165058       21.047131
2.000       6.0318579       1.9544385       21.729292
2.000       6.1575216       1.8620661       22.023341
2.000       6.2831853       1.8147762       22.805150
2.000       6.4088490       1.7784458       23.716522
2.000       6.5345127       1.6874777       23.853271
2.000       6.6601764       1.6518439       24.722732
2.000       6.7858401       1.6314350       25.825629
2.000       6.9115038       1.5519802       25.958171
2.000       7.0371675       1.5316957       27.041851
2.000       7.1628313       1.4681741       27.333923
2.000       7.2884950       1.4301733       28.052559
2.000       7.4141587       1.4021884       28.950912
2.000       7.5398224       1.3434774       29.173192
2.000       7.6654861       1.3151188       30.009194
2.000       7.7911498       1.2796824       30.660349
2.000       7.9168135       1.2388956       31.142696
2.000       8.0424772       1.2070213       31.809343
2.000       8.2938046       1.1556167       33.399923
2.000       8.5451320       1.0739277       33.947020
2.000       8.7964594       1.0263718       35.391477
2.000       9.0477868       1.0145343       38.068350
2.000       9.2991143      0.95415519       38.869954
2.000       9.5504417      0.93021289       41.050928
2.000       9.8017691      0.88483192       42.212827
2.000       10.053096      0.85396378       43.955099
2.000       10.304424      0.82204667       45.565683
2.000       10.555751      0.78504141       46.776775
2.000       10.807079      0.73732612       47.147082
2.000       11.058406      0.73741985       50.519924
2.000       11.309734      0.69820323       51.169271
2.000       11.561061      0.68042416       53.265138
2.000       11.812388      0.65992093       55.103009
2.000       12.063716      0.63237775       56.245804
2.000       12.315043      0.60006115       56.777150
2.000       12.566371      0.58839732       59.152151
2.000       12.817698      0.57651406       61.504978
2.000       13.069025      0.55051549       62.254308
2.000       13.320353      0.54317062       65.035984
2.000       13.571680      0.52072196       65.944262
2.000       13.823008      0.49444839       66.160515
2.000       14.074335      0.49006543       69.216237
2.000       14.325663      0.47158989       70.239092
2.000       14.576990      0.46654513       73.209507
2.000       14.828317      0.44913492       74.186127
2.000       15.079645      0.43599571       75.740087
2.000       15.330972      0.42583356       77.735470
2.000       15.582300      0.41234766       79.036635
2.000       15.833627      0.40556395       81.558800
2.000       16.084954      0.39510827       83.300168
2.000       16.587609      0.38876943       89.890491
2.000       17.090264      0.35021447       88.562663
2.000       17.592919      0.33391168       92.111864
2.000       18.095574      0.33112721       99.399042
2.000       18.598229      0.30502969       99.409321
2.000       19.100883      0.29639324       104.64029
2.000       19.603538      0.28345987       108.18455
2.000       20.106193      0.27045007       111.36453
2.000       20.608848      0.26686763       118.33884
2.000       21.111503      0.25213603       120.18841
2.000       21.614157      0.24611018       125.89682
2.000       22.116812      0.24105460       132.11535
2.000       22.619467      0.22805697       133.70902
2.000       23.122122      0.21983113       137.67101
2.000       23.624777      0.20988906       140.20490
2.000       24.127432      0.20676711       147.12450
2.000       24.630086      0.19704466       149.15326
2.000       25.132741      0.19272899       155.00185
2.000       25.635396      0.18325659       156.40475
2.000       26.138051      0.17965707       162.53024
2.000       26.640706      0.17418809       166.84987
2.000       27.143361      0.17103870       173.28281
2.000       27.646015      0.16602196       177.71882
2.000       28.148670      0.15814797       178.69299
2.000       28.651325      0.15880606       189.22193
2.000       29.153980      0.14904198       187.09941
2.000       29.656635      0.14890310       196.76127
2.000       30.159289      0.14375250       199.77861
2.000       30.661944      0.13948728       203.70606
2.000       31.164599      0.13690186       209.92504
2.000       31.667254      0.13214902       212.60106
2.000       32.169909      0.12904263       217.64713
2.000       33.175218      0.12010965       222.17211
2.000       34.180528      0.11851355       239.75880
2.000       35.185838      0.10921574       241.02338
2.000       36.191147      0.10994251       264.02373
2.000       37.196457      0.10298417       268.50072
2.000       38.201767     0.098273453       277.55996
2.000       39.207076     0.096313107       294.06885
2.000       40.212386     0.090190340       297.10490
2.000       41.217696     0.087682164       311.05175
2.000       42.223005     0.082624353       315.08357
2.000       43.228315     0.082863663       339.10899
2.000       44.233625     0.077776189       341.01580
2.000       45.238934     0.074709914       350.41734
2.000       46.244244     0.073531522       368.39766
2.000       47.249554     0.069479806       371.29747
2.000       48.254863     0.067357504       383.42419
2.000       49.260173     0.063966953       387.35906
2.000       50.265482     0.060684109       390.44045
2.000       51.270792     0.061116879       417.29339
2.000       52.276102     0.059897909       433.50240
2.000       53.281411     0.057660201       441.84869
2.000       54.286721     0.054988592       445.68056
2.000       55.292031     0.054006930       462.49535
2.000       56.297340     0.053711705       485.51520
2.000       57.302650     0.050494058       481.32083
2.000       58.307960     0.049466394       496.77993
2.000       59.313269     0.047346545       500.51159
2.000       60.318579     0.046876079       521.16452
2.000       61.323889     0.046445782       542.63225
2.000       62.329198     0.045125543       553.56334
2.000       63.334508     0.043793604       563.64044
