# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
0.375       1.2880530       149.77582       16.214858
0.375       1.3194689       144.37783       16.802282
0.375       1.3508848       142.16301       17.754639
0.375       1.3823008       137.87781       18.448977
0.375       1.4137167       134.12809       19.198936
0.375       1.4451326       130.25741       19.915710
0.375       1.4765485       125.29531       20.433759
0.375       1.5079645       121.70215       21.141794
0.375       1.5393804       120.03852       22.183433
0.375       1.5707963       117.93068       23.155635
0.375       1.6022123       114.50542       23.859232
0.375       1.6336282       109.36857       24.155856
0.375       1.6650441       108.79898       25.443235
0.375       1.6964600       105.46278       26.085573
0.375       1.7278760       102.37721       26.755387
0.375       1.7592919       99.728809       27.510887
0.375       1.7907078       98.652074       28.697936
0.375       1.8221237       94.913551       29.089220
0.375       1.8535397       93.819202       30.266879
0.375       1.8849556       91.624789       31.087558
0.375       1.9163715       89.542198       31.925458
0.375       1.9477874       86.649789       32.438626
0.375       1.9792034       85.471527       33.570900
0.375       2.0106193       83.200805       34.259998
0.375       2.0734512       80.663798       36.427583
0.375       2.1362830       75.933451       37.504187
0.375       2.1991149       73.820397       39.773185
0.375       2.2619467       69.516502       40.757288
0.375       2.3247786       67.165357       42.752387
0.375       2.3876104       64.543822       44.505669
0.375       2.4504423       60.748115       45.283136
0.375       2.5132741       59.593381       47.927841
0.375       2.5761060       57.223256       49.560308
0.375       2.6389378       54.368534       50.618044
0.375       2.7017697       52.076309       52.030192
0.375       2.7646015       49.812744       53.322237
0.375       2.8274334       48.738430       55.810889
0.375       2.8902652       47.427511       58.011446
0.375       2.9530971       44.888171       58.564622
0.375       3.0159289       43.040702       59.815388
0.375       3.0787608       43.048631       63.643997
0.375       3.1415927       40.624806       63.813296
0.375       3.2044245       39.897951       66.507556
0.375       3.2672564       38.202580       67.501370
0.375       3.3300882       36.828823       68.900966
0.375       3.3929201       35.805395       70.849960
0.375       3.4557519       34.661087       72.466971
0.375       3.5185838       33.066387       72.972746
0.375       3.5814156       32.416239       75.439197
0.375       3.6442475       31.161884       76.404256
0.375       3.7070793       30.371314       78.384372
0.375       3.7699112       29.180191       79.204845
0.375       3.8327430       28.281214       80.667281
0.375       3.8955749       27.547204       82.501617
0.375       3.9584067       26.725057       83.975026
0.375       4.0212386       26.214829       86.356856
0.375       4.1469023       24.550337       88.694999
0.375       4.2725660       23.199892       91.669017
0.375       4.3982297       21.617168       93.175723
0.375       4.5238934       20.869664       97.886501
0.375       4.6495571       19.668439       100.15553
0.375       4.7752208       18.791278       103.65899
0.375       4.9008845       17.870599       106.56947
0.375       5.0265482       17.279447       111.17565
0.375       5.1522120       16.302813       112.95722
0.375       5.2778757       15.618592       116.32943
0.375       5.4035394       15.178782       121.32272
0.375       5.5292031       14.571909       124.78844
0.375       5.6548668       13.454058       123.25107
0.375       5.7805305       12.929854       126.52227
0.375       5.9061942       12.669226       132.23411
0.375       6.0318579       12.204032       135.68346
0.375       6.1575216       11.775540       139.27364
0.375       6.2831853       11.101331       139.50344
0.375       6.4088490       10.863523       144.87087
0.375       6.5345127       10.263283       145.07621
0.375       6.6601764       10.091535       151.03747
0.375       6.7858401       9.7452237       154.26697
0.375       6.9115038       9.2668294       154.99550
0.375       7.0371675       9.0884123       160.45452
0.375       7.1628313       8.8568873       164.89426
0.375       7.2884950       8.3968798       164.70310
0.375       7.4141587       8.1075109       167.39537
0.375       7.5398224       7.9101638       171.76674
0.375       7.6654861       7.5961798       173.33433
0.375       7.7911498       7.3650781       176.46244
0.375       7.9168135       7.2304093       181.75417
0.375       8.0424772       6.9639994       183.52638
0.375       8.2938046       6.7237888       194.33263
0.375       8.5451320       6.1368294       193.98611
0.375       8.7964594       5.8145839       200.49918
0.375       9.0477868       5.5643758       208.79197
0.375       9.2991143       5.3440081       217.70185
0.375       9.5504417       4.9956461       220.46126
0.375       9.8017691       4.7774570       227.91896
0.375       10.053096       4.6052252       237.03948
0.375       10.304424       4.2987220       238.27626
0.375       10.555751       4.2127473       251.01699
0.375       10.807079       3.9220274       250.78747
0.375       11.058406       3.7589271       257.52048
0.375       11.309734       3.5756896       262.05182
0.375       11.561061       3.4829446       272.65276
0.375       11.812388       3.3122122       276.56776
0.375       12.063716       3.2288298       287.18299
0.375       12.315043       3.0785046       291.28484
0.375       12.566371       2.9603706       297.60892
0.375       12.817698       2.8606097       305.18204
0.375       13.069025       2.7562981       311.69228
0.375       13.320353       2.6281224       314.67557
0.375       13.571680       2.5379558       321.40688
0.375       13.823008       2.4800844       331.85195
0.375       14.074335       2.3896208       337.50710
0.375       14.325663       2.2943766       341.72685
0.375       14.576990       2.2261311       349.32088
0.375       14.828317       2.1701503       358.45586
0.375       15.079645       2.0847996       362.16618
0.375       15.330972       1.9996585       365.03556
0.375       15.582300       1.9871297       380.88259
0.375       15.833627       1.9641410       394.98821
0.375       16.084954       1.8365088       387.18879
0.375       16.587609       1.7439074       403.22280
0.375       17.090264       1.6644706       420.91335
0.375       17.592919       1.5614332       430.73223
0.375       18.095574       1.4484002       434.78635
0.375       18.598229       1.4190622       462.47303
0.375       19.100883       1.3598651       480.09417
0.375       19.603538       1.2712570       485.18460
0.375       20.106193       1.2118480       499.00849
0.375       20.608848       1.1493643       509.67002
0.375       21.111503       1.1302904       538.78778
0.375       21.614157       1.0506623       537.46271
0.375       22.116812       1.0328082       566.05358
0.375       22.619467      0.98527282       577.66209
0.375       23.122122      0.94174403       589.77478
0.375       23.624777      0.91805677       613.25759
0.375       24.127432      0.88202871       627.60480
0.375       24.630086      0.84863548       642.37591
0.375       25.132741      0.83222147       669.31222
0.375       25.635396      0.79195019       675.90898
0.375       26.138051      0.77354085       699.79867
0.375       26.640706      0.74278583       711.49368
0.375       27.143361      0.71328372       722.64236
0.375       27.646015      0.68790832       736.37401
0.375       28.148670      0.66742280       754.12779
0.375       28.651325      0.66127478       787.92767
0.375       29.153980      0.63818499       801.14365
0.375       29.656635      0.62242642       822.47722
0.375       30.159289      0.60132648       835.68750
0.375       30.661944      0.58729817       857.68532
0.375       31.164599      0.57716242       885.01971
0.375       31.667254      0.54581823       878.11118
0.375       32.169909      0.52782078       890.23822
0.375       33.175218      0.51924148       960.46382
0.375       34.180528      0.50965279       1031.0529
0.375       35.185838      0.46255918       1020.8014
0.375       36.191147      0.44421573       1066.7711
0.375       37.196457      0.41338584       1077.7812
0.375       38.201767      0.40705016       1149.6576
0.375       39.207076      0.39602175       1209.1570
0.375       40.212386      0.37682764       1241.3451
0.375       41.217696      0.37680912       1336.7272
0.375       42.223005      0.32967433       1257.1955
0.375       43.228315      0.34309449       1404.0705
0.375       44.233625      0.31972443       1401.8568
0.375       45.238934      0.31665557       1485.2326
0.375       46.244244      0.30467830       1526.4579
0.375       47.249554      0.29804653       1592.7494
0.375       48.254863      0.29111923       1657.1599
0.375       49.260173      0.27406602       1659.6375
0.375       50.265482      0.27257359       1753.7335
0.375       51.270792      0.26204043       1789.1578
0.375       52.276102      0.24662202       1784.8910
0.375       53.281411      0.24945406       1911.5603
0.375       54.286721      0.23530195       1907.1138
0.375       55.292031      0.22830265       1955.0994
0.375       56.297340      0.21949493       1984.0763
0.375       57.302650      0.22030122       2099.9613
0.375       58.307960      0.21303725       2139.4855
0.375       59.313269      0.20189392       2134.2687
0.375       60.318579      0.20064094       2230.7100
0.375       61.323889      0.19695567       2301.0593
0.375       62.329198      0.19239822       2360.1844
0.375       63.334508      0.18733097       2411.0212
0.375       64.339818      0.18552652       2503.3163
0.375       66.350437      0.16849699       2493.4104
0.375       68.361056      0.16992850       2750.1906
0.375       70.371675      0.16455967       2905.2756
0.375       72.382295      0.14672179       2818.7848
0.375       74.392914      0.14902621       3108.3335
0.375       76.403533      0.14092980       3184.2958
0.375       78.414153      0.13371447       3266.1191
0.375       80.424772      0.13480515       3552.5995
0.375       82.435391      0.12199825       3462.3021
0.375       84.446011      0.11623220       3545.9625
0.375       86.456630      0.11805586       3865.0286
0.375       88.467249      0.11031569       3869.5023
0.375       90.477868      0.11418414       4284.5295
0.375       92.488488      0.10272402       4117.2318
0.375       94.499107      0.10055509       4298.9010
0.375       96.509726     0.093102068       4239.7753
0.375       98.520346     0.091453308       4430.4461
0.375       100.53096     0.094558069       4867.0791
0.375       102.54158     0.090151150       4924.2670
0.375       104.55220     0.084875354       4914.1842
0.375       106.56282     0.081424076       4991.6054
0.375       108.57344     0.079595319       5160.9375
0.375       110.58406     0.073996076       5069.3999
0.375       112.59468     0.073790075       5336.0738
0.375       114.60530     0.073289554       5588.9014
0.375       116.61592     0.074414769       5978.6470
0.375       118.62654     0.063404813       5362.1389
0.375       120.63716     0.065300894       5808.0812
0.375       122.64778     0.063250446       5911.7070
0.375       124.65840     0.059115530       5801.4487
0.375       126.66902     0.063184657       6505.6858
0.375       128.67964     0.059897185       6465.5598
0.375       132.70087     0.065414670       7744.0252
0.375       136.72211     0.061063387       7906.1932
0.375       140.74335     0.055940832       7901.0142
0.375       144.76459     0.057543508       8844.0995
0.375       148.78583     0.045046304       7516.4733
0.375       152.80707     0.045032996       8140.1315
0.375       156.82831     0.046231121       9033.9573
0.375       160.84954     0.046522732       9808.3278
0.375       164.87078     0.046142904       10476.260
0.375       168.89202     0.043256919       10557.309
0.375       172.91326     0.041631226       10903.712
0.375       176.93450     0.042410271       11900.874
0.375       180.95574     0.038794113       11645.366
0.375       184.97698     0.036693296       11765.489
0.375       188.99821     0.037200347       12723.024
0.375       193.01945     0.035939741       13093.280
0.375       197.04069     0.035945889       13931.159
0.375       201.06193     0.033496405       13792.976
0.375       205.08317     0.033467795       14624.715
0.375       209.10441     0.029340324       13590.165
0.375       213.12565     0.030764626       15087.908
0.375       217.14688     0.028907659       14994.914
0.375       221.16812     0.028059546       15378.660
0.375       225.18936     0.029378196       16995.697
0.375       229.21060     0.026565724       16206.753
0.375       233.23184     0.028256993       18161.835
0.375       237.25308     0.028233979       19101.959
0.375       241.27432     0.027348956       19460.065
0.375       245.29555     0.025333836       18942.629
0.375       249.31679     0.027714208       21758.419
0.375       253.33803     0.025267785       20813.188
0.375       257.35927     0.024589948       21234.758
0.375       265.40175     0.027920256       26442.407
0.375       273.44422     0.016562184       17155.134
0.375       281.48670     0.023124230       26128.302
0.375       289.52918     0.018382939       22602.799
0.375       297.57166     0.017561898       23443.173
0.375       305.61413     0.018315653       26485.793
0.375       313.65661     0.013548779       21180.380
0.375       321.69909     0.016079844       27120.743
0.375       329.74156     0.012035610       21860.467
0.375       337.78404     0.014992338       29272.311
0.375       345.82652     0.010335456       21655.826
0.375       353.86900     0.012119028       27206.055
0.375       361.91147     0.010079739       24206.200
0.375       369.95395    0.0065310924       16753.251
0.375       377.99643     0.011292032       30896.227
0.375       386.03891     0.010145121       29567.915
0.375       394.08138    0.0090882411       28177.850
0.375       402.12386     0.010468467       34485.210
0.375       410.16634    0.0068582631       23975.322
0.375       418.20881    0.0069261589       25665.058
0.375       426.25129    0.0070250326       27562.317
0.375       434.29377    0.0064024074       26568.336
0.375       442.33625    0.0088649605       38869.114
0.375       450.37872    0.0075420595       34905.495
0.375       458.42120    0.0066082469       32251.551
0.375       466.46368    0.0086190998       44318.562
0.375       474.50615    0.0086112687       46608.266
0.375       482.54863     0.010744671       61162.701
0.375       490.59111    0.0071503993       42772.001
0.375       498.63359    0.0082110061       51571.672
0.375       506.67606    0.0064890473       42760.460
0.375       514.71854    0.0069414764       47954.740
0.250     0.015707963       7976.1246    0.0015661084
0.250     0.031415927       19015.571     0.029869589
0.250     0.047123890       9458.4950     0.050143621
0.250     0.062831853       8274.4673      0.10398002
0.250     0.078539816       6181.4497      0.15171560
0.250     0.094247780       4671.3715      0.19811988
0.250      0.10995574       3826.1688      0.25768441
0.250      0.12566371       3295.7904      0.33132899
0.250      0.14137167       2591.5512      0.37095157
0.250      0.15707963       2332.4845      0.45798225
0.250      0.17278760       2092.0875      0.54674874
0.250      0.18849556       1801.9414      0.61138432
0.250      0.20420352       1667.1939      0.71919400
0.250      0.21991149       1507.5895      0.81226382
0.250      0.23561945       1351.4644      0.89558800
0.250      0.25132741       1274.3804       1.0249175
0.250      0.26703538       1130.4990       1.0905532
0.250      0.28274334       1072.7615       1.2284305
0.250      0.29845130       991.29091       1.3350324
0.250      0.31415927       930.92478       1.4622932
0.250      0.32986723       872.85024       1.5871849
0.250      0.34557519       807.86619       1.6890300
0.250      0.36128316       773.81102       1.8486228
0.250      0.37699112       740.61054       2.0102659
0.250      0.39269908       696.77586       2.1376816
0.250      0.40840704       662.07575       2.2848496
0.250      0.42411501       638.03980       2.4658631
0.250      0.43982297       611.45386       2.6355282
0.250      0.45553093       566.92829       2.7148886
0.250      0.47123890       561.18351       2.9750794
0.250      0.48694686       525.58005       3.0743538
0.250      0.50265482       517.79583       3.3314889
0.250      0.51836279       497.76424       3.5123308
0.250      0.53407075       478.21210       3.6905170
0.250      0.54977871       455.95401       3.8384427
0.250      0.56548668       443.05061       4.0587353
0.250      0.58119464       444.32265       4.4190968
0.250      0.59690260       424.01917       4.5684216
0.250      0.61261057       420.88175       4.9021185
0.250      0.62831853       406.08220       5.1029794
0.250      0.64402649       392.22232       5.3077904
0.250      0.65973446       386.40065       5.6210262
0.250      0.67544242       376.72334       5.8810895
0.250      0.69115038       367.91921       6.1537576
0.250      0.70685835       357.62177       6.3986946
0.250      0.72256631       344.96910       6.5930077
0.250      0.73827427       333.24543       6.7934074
0.250      0.75398224       329.32306       7.1511477
0.250      0.76969020       320.21068       7.3969714
0.250      0.78539816       318.32619       7.8129002
0.250      0.80110613       310.57836       8.0893126
0.250      0.81681409       302.97560       8.3646461
0.250      0.83252205       297.94797       8.7095944
0.250      0.84823002       293.83460       9.0847736
0.250      0.86393798       284.70766       9.3007316
0.250      0.87964594       277.22318       9.5592431
0.250      0.89535391       272.43467       9.9064221
0.250      0.91106187       269.46819       10.323367
0.250      0.92676983       265.46896       10.705320
0.250      0.94247780       258.81921       10.976911
0.250      0.95818576       254.26570       11.332016
0.250      0.97389372       250.81246       11.736918
0.250      0.98960169       246.55040       12.104790
0.250       1.0053096       242.22089       12.467558
0.250       1.0367256       232.77514       13.140089
0.250       1.0681415       226.73992       13.998600
0.250       1.0995574       222.30194       14.971567
0.250       1.1309734       214.38269       15.711480
0.250       1.1623893       208.71254       16.606327
0.250       1.1938052       198.88540       17.142477
0.250       1.2252211       194.31313       18.105722
0.250       1.2566371       187.91084       18.890859
0.250       1.2880530       183.67468       19.884777
0.250       1.3194689       178.71822       20.798718
0.250       1.3508848       176.99275       22.104502
0.250       1.3823008       170.61954       22.830040
0.250       1.4137167       166.61036       23.848409
0.250       1.4451326       160.74621       24.577297
0.250       1.4765485       156.36777       25.501205
0.250       1.5079645       150.90116       26.214173
0.250       1.5393804       147.57525       27.272293
0.250       1.5707963       145.11698       28.493652
0.250       1.6022123       140.59099       29.294622
0.250       1.6336282       136.07221       30.053797
0.250       1.6650441       134.18913       31.380859
0.250       1.6964600       130.49939       32.278225
0.250       1.7278760       125.56298       32.814784
0.250       1.7592919       123.93648       34.188743
0.250       1.7907078       122.22318       35.554781
0.250       1.8221237       117.22333       35.926748
0.250       1.8535397       116.42888       37.560955
0.250       1.8849556       113.06559       38.362250
0.250       1.9163715       110.14148       39.269944
0.250       1.9477874       106.64301       39.923384
0.250       1.9792034       104.58087       41.076534
0.250       2.0106193       103.29699       42.535099
0.250       2.0734512       99.926821       45.126718
0.250       2.1362830       94.217413       46.534793
0.250       2.1991149       89.620120       48.285810
0.250       2.2619467       86.045699       50.448299
0.250       2.3247786       82.272110       52.368203
0.250       2.3876104       78.964124       54.449071
0.250       2.4504423       75.905365       56.581722
0.250       2.5132741       72.420151       58.243742
0.250       2.5761060       69.737790       60.398981
0.250       2.6389378       66.765000       62.159367
0.250       2.7017697       64.155152       64.098338
0.250       2.7646015       62.071663       66.444842
0.250       2.8274334       58.427365       66.905791
0.250       2.8902652       58.188834       71.174269
0.250       2.9530971       55.437792       72.328484
0.250       3.0159289       52.663288       73.188282
0.250       3.0787608       51.547242       76.208521
0.250       3.1415927       50.038417       78.600162
0.250       3.2044245       47.868850       79.794580
0.250       3.2672564       46.510884       82.181580
0.250       3.3300882       45.237691       84.632644
0.250       3.3929201       43.614837       86.302902
0.250       3.4557519       41.923236       87.650164
0.250       3.5185838       40.994846       90.469711
0.250       3.5814156       39.671083       92.322698
0.250       3.6442475       38.406335       94.166562
0.250       3.7070793       37.125511       95.816068
0.250       3.7699112       35.955169       97.594411
0.250       3.8327430       34.865366       99.447438
0.250       3.8955749       33.685566       100.88551
0.250       3.9584067       32.840145       103.18975
0.250       4.0212386       32.045094       105.56290
0.250       4.1469023       30.557709       110.39832
0.250       4.2725660       28.489190       112.56846
0.250       4.3982297       26.729097       115.20950
0.250       4.5238934       25.598485       120.06644
0.250       4.6495571       24.123459       122.84136
0.250       4.7752208       22.941957       126.55552
0.250       4.9008845       21.752057       129.71613
0.250       5.0265482       20.665318       132.96028
0.250       5.1522120       19.998527       138.56369
0.250       5.2778757       19.249565       143.37342
0.250       5.4035394       18.441677       147.40276
0.250       5.5292031       17.649787       151.14624
0.250       5.6548668       16.692658       152.91951
0.250       5.7805305       15.886343       155.45235
0.250       5.9061942       15.471276       161.48030
0.250       6.0318579       14.925138       165.93650
0.250       6.1575216       14.392674       170.22745
0.250       6.2831853       13.730420       172.54154
0.250       6.4088490       13.055502       174.10208
0.250       6.5345127       12.691961       179.40668
0.250       6.6601764       12.141452       181.71806
0.250       6.7858401       11.641219       184.28059
0.250       6.9115038       11.293162       188.88761
0.250       7.0371675       11.014981       194.46780
0.250       7.1628313       10.667510       198.60377
0.250       7.2884950       10.289383       201.82417
0.250       7.4141587       9.8851113       204.09739
0.250       7.5398224       9.6580956       209.72254
0.250       7.6654861       9.2572853       211.23847
0.250       7.7911498       9.0425144       216.65271
0.250       7.9168135       8.7542737       220.06026
0.250       8.0424772       8.5272639       224.72401
0.250       8.2938046       7.6381784       220.76054
0.250       8.5451320       7.4913920       236.80404
0.250       8.7964594       7.0720869       243.86056
0.250       9.0477868       6.7297031       252.51853
0.250       9.2991143       6.4645102       263.34837
0.250       9.5504417       6.1197471       270.06860
0.250       9.8017691       5.7859849       276.03297
0.250       10.053096       5.5025576       283.22684
0.250       10.304424       5.2432936       290.63344
0.250       10.555751       4.9285176       293.66624
0.250       10.807079       4.7919582       306.41373
0.250       11.058406       4.6090799       315.76363
0.250       11.309734       4.3686803       320.16780
0.250       11.561061       4.1626897       325.86474
0.250       11.812388       4.0332566       336.77455
0.250       12.063716       3.8943236       346.37424
0.250       12.315043       3.7069376       350.74650
0.250       12.566371       3.6045412       362.36800
0.250       12.817698       3.4260027       365.50057
0.250       13.069025       3.3246978       375.96900
0.250       13.320353       3.2042531       383.65800
0.250       13.571680       3.0960611       392.08537
0.250       13.823008       2.9697891       397.37772
0.250       14.074335       2.8622009       404.25372
0.250       14.325663       2.7520691       409.89605
0.250       14.576990       2.6716271       419.22740
0.250       14.828317       2.5734698       425.07439
0.250       15.079645       2.5079957       435.68276
0.250       15.330972       2.4232310       442.35828
0.250       15.582300       2.3509916       450.62573
0.250       15.833627       2.2842276       459.35755
0.250       16.084954       2.2261280       469.33170
0.250       16.587609       2.1304502       492.59845
0.250       17.090264       1.9736708       499.10427
0.250       17.592919       1.8446116       508.84896
0.250       18.095574       1.7657337       530.04476
0.250       18.598229       1.6618187       541.58752
0.250       19.100883       1.6098824       568.36165
0.250       19.603538       1.5459085       590.00735
0.250       20.106193       1.4582974       600.49017
0.250       20.608848       1.3831955       613.35930
0.250       21.111503       1.3389539       638.25368
0.250       21.614157       1.2960423       662.98603
0.250       22.116812       1.2076278       661.86732
0.250       22.619467       1.1537056       676.41368
0.250       23.122122       1.1276153       706.17815
0.250       23.624777       1.1078661       740.04936
0.250       24.127432       1.0424543       741.75513
0.250       24.630086      0.98995430       749.34741
0.250       25.132741      0.97936421       787.65143
0.250       25.635396      0.93495028       797.95586
0.250       26.138051      0.89419898       808.95437
0.250       26.640706      0.86914703       832.53152
0.250       27.143361      0.85353919       864.73806
0.250       27.646015      0.81215875       869.37835
0.250       28.148670      0.79625342       899.69481
0.250       28.651325      0.77237814       920.31048
0.250       29.153980      0.74446358       934.56016
0.250       29.656635      0.73757955       974.64111
0.250       30.159289      0.71239695       990.04658
0.250       30.661944      0.69925604       1021.1877
0.250       31.164599      0.67264967       1031.4397
0.250       31.667254      0.65759497       1057.9374
0.250       32.169909      0.62879279       1060.5406
0.250       33.175218      0.60805805       1124.7517
0.250       34.180528      0.55494097       1122.6732
0.250       35.185838      0.54655072       1206.1586
0.250       36.191147      0.51064358       1226.2956
0.250       37.196457      0.49955947       1302.4534
0.250       38.201767      0.45904101       1296.4987
0.250       39.207076      0.44709564       1365.0987
0.250       40.212386      0.44701140       1472.5444
0.250       41.217696      0.41858313       1484.9201
0.250       42.223005      0.39067779       1489.8289
0.250       43.228315      0.39395591       1612.2144
0.250       44.233625      0.36954106       1620.2818
0.250       45.238934      0.36087541       1692.6402
0.250       46.244244      0.35132586       1760.1652
0.250       47.249554      0.33173098       1772.7579
0.250       48.254863      0.32236017       1834.9951
0.250       49.260173      0.32211455       1950.6008
0.250       50.265482      0.30042520       1932.9302
0.250       51.270792      0.30174852       2060.2764
0.250       52.276102      0.29753141       2153.3403
0.250       53.281411      0.28053295       2149.7171
0.250       54.286721      0.27441808       2224.1487
0.250       55.292031      0.25858782       2214.4504
0.250       56.297340      0.26067717       2356.3342
0.250       57.302650      0.25425969       2423.6611
0.250       58.307960      0.24791261       2489.7309
0.250       59.313269      0.23880203       2524.4331
0.250       60.318579      0.23360756       2597.2303
0.250       61.323889      0.23155943       2705.3396
0.250       62.329198      0.21606127       2650.4634
0.250       63.334508      0.21662702       2788.0727
0.250       64.339818      0.21166391       2855.9891
0.250       66.350437      0.20516826       3036.0701
0.250       68.361056      0.19206976       3108.5335
0.250       70.371675      0.18578665       3280.0346
0.250       72.382295      0.17771523       3414.2235
0.250       74.392914      0.17204688       3588.4903
0.250       76.403533      0.16125492       3643.5402
0.250       78.414153      0.15446488       3772.9703
0.250       80.424772      0.14256641       3757.1367
0.250       82.435391      0.15327928       4350.0557
0.250       84.446011      0.13888865       4237.1558
0.250       86.456630      0.13471506       4410.4339
0.250       88.467249      0.13432848       4711.7901
0.250       90.477868      0.13072003       4905.0054
0.250       92.488488      0.11769338       4717.2113
0.250       94.499107      0.12242290       5233.7868
0.250       96.509726      0.11927927       5431.8588
0.250       98.520346      0.11863655       5747.3353
0.250       100.53096      0.10824933       5571.7935
0.250       102.54158      0.10344124       5650.2030
0.250       104.55220      0.10939545       6333.8689
0.250       106.56282      0.10096540       6189.5626
0.250       108.57344     0.097226799       6304.1577
0.250       110.58406     0.095621312       6550.9241
0.250       112.59468     0.091277259       6600.6464
0.250       114.60530     0.097315948       7421.1017
0.250       116.61592     0.089620081       7200.2755
0.250       118.62654     0.090327607       7638.9970
0.250       120.63716     0.079799039       7097.5950
0.250       122.64778     0.078945085       7378.6074
0.250       124.65840     0.082331181       8079.7740
0.250       126.66902     0.082245472       8468.2455
0.250       128.67964     0.075927171       8195.9054
0.250       132.70087     0.076289288       9031.4018
0.250       136.72211     0.067098067       8687.5346
0.250       140.74335     0.064932268       9170.9535
0.250       144.76459     0.066028977       10148.266
0.250       148.78583     0.060080322       10025.065
0.250       152.80707     0.060054467       10855.402
0.250       156.82831     0.059780657       11681.653
0.250       160.84954     0.055447255       11689.874
0.250       164.87078     0.052473211       11913.490
0.250       168.89202     0.050896255       12421.770
0.250       172.91326     0.050517713       13231.188
0.250       176.93450     0.048816247       13698.474
0.250       180.95574     0.045676437       13711.329
0.250       184.97698     0.042522346       13634.540
0.250       188.99821     0.045187812       15454.846
0.250       193.01945     0.040952638       14919.538
0.250       197.04069     0.040881915       15844.161
0.250       201.06193     0.040258398       16577.395
0.250       205.08317     0.040809670       17832.958
0.250       209.10441     0.037519382       17378.628
0.250       213.12565     0.034164041       16755.085
0.250       217.14688     0.034001532       17637.196
0.250       221.16812     0.032196552       17646.039
0.250       225.18936     0.029627897       17140.153
0.250       229.21060     0.034053322       20774.656
0.250       233.23184     0.028937091       18598.959
0.250       237.25308     0.027493433       18600.935
0.250       241.27432     0.023588704       16784.470
0.250       245.29555     0.023726419       17740.730
0.250       249.31679     0.026924542       21138.452
0.250       253.33803     0.022710903       18707.073
0.250       257.35927     0.023405196       20211.660
0.250       265.40175     0.023473148       22230.690
0.250       273.44422     0.020064807       20783.157
0.250       281.48670     0.021938980       24789.076
0.250       289.52918     0.023858144       29334.854
0.250       297.57166     0.022703897       30307.167
0.250       305.61413     0.021105046       30519.462
0.250       313.65661     0.015898773       24854.052
0.250       321.69909     0.018549748       31286.555
0.250       329.74156     0.014206925       25804.262
0.250       337.78404     0.018871299       36845.924
0.250       345.82652     0.013802192       28919.661
0.250       353.86900     0.013870708       31138.409
0.250       361.91147     0.013573651       32596.728
0.250       369.95395     0.014874644       38155.738
0.250       377.99643     0.010371408       28377.299
0.250       386.03891     0.011228084       32724.208
0.250       394.08138     0.015461028       47936.507
0.250       402.12386     0.011926864       39289.459
0.250       410.16634     0.013833986       48361.262
0.250       418.20881    0.0091036854       33733.938
0.250       426.25129     0.010588517       41543.445
0.250       434.29377     0.012503590       51886.667
0.250       442.33625    0.0088915265       38985.595
0.250       450.37872    0.0076099652       35219.771
0.250       458.42120     0.010130660       49442.688
0.250       466.46368     0.010352270       53230.354
0.250       474.50615    0.0088450642       47873.678
0.250       482.54863    0.0086610005       49301.665
0.250       490.59111     0.012057461       72124.890
0.250       498.63359    0.0089933738       56485.566
0.250       506.67606     0.010079721       66421.689
0.250       514.71854    0.0084143277       58129.838
0.125     0.015707963       9029.5387    0.0017729458
0.125     0.031415927       21534.614     0.033826493
0.125     0.047123890       10691.625     0.056680985
0.125     0.062831853       9377.3527      0.11783929
0.125     0.078539816       7014.7699      0.17216836
0.125     0.094247780       5304.4888      0.22497133
0.125      0.10995574       4351.2601      0.29304820
0.125      0.12566371       3728.6632      0.37484611
0.125      0.14137167       2961.5246      0.42390912
0.125      0.15707963       2678.3623      0.52589521
0.125      0.17278760       2406.9801      0.62904316
0.125      0.18849556       2061.1913      0.69934573
0.125      0.20420352       1924.2290      0.83007378
0.125      0.21991149       1735.4992      0.93505773
0.125      0.23561945       1564.8166       1.0369722
0.125      0.25132741       1475.0742       1.1863251
0.125      0.26703538       1317.1158       1.2705759
0.125      0.28274334       1249.5091       1.4308260
0.125      0.29845130       1163.7117       1.5672421
0.125      0.31415927       1090.7511       1.7133479
0.125      0.32986723       1025.5529       1.8648583
0.125      0.34557519       959.41968       2.0058874
0.125      0.36128316       915.10065       2.1861616
0.125      0.37699112       878.26099       2.3838955
0.125      0.39269908       829.52530       2.5449517
0.125      0.40840704       788.62739       2.7215843
0.125      0.42411501       763.19059       2.9495393
0.125      0.43982297       736.14338       3.1729731
0.125      0.45553093       681.14450       3.2618436
0.125      0.47123890       676.32594       3.5854998
0.125      0.48694686       633.13369       3.7034833
0.125      0.50265482       625.69609       4.0257172
0.125      0.51836279       603.06437       4.2553509
0.125      0.53407075       580.01062       4.4761289
0.125      0.54977871       550.10442       4.6310466
0.125      0.56548668       535.82448       4.9086260
0.125      0.58119464       539.63582       5.3670523
0.125      0.59690260       513.37629       5.5311634
0.125      0.61261057       511.21280       5.9542276
0.125      0.62831853       495.56508       6.2274545
0.125      0.64402649       478.59487       6.4766362
0.125      0.65973446       474.42126       6.9014748
0.125      0.67544242       461.74025       7.2083024
0.125      0.69115038       450.83741       7.5406340
0.125      0.70685835       437.68080       7.8311388
0.125      0.72256631       422.92585       8.0829077
0.125      0.73827427       410.08147       8.3597562
0.125      0.75398224       406.17606       8.8199866
0.125      0.76969020       393.46102       9.0890783
