6.189658188912623e-10, 7.153942654376494e-8
1.1006941712522125e-9, 5.5648638769833e-8
2.610157215682544e-9, 4.706816559609249e-8
6.189658188912623e-9, 4.328761281083061e-8
1.3990503141372957e-8, 3.9810717055349776e-8
3.162277660168379e-8, 3.817844026370508e-8
6.812920690579622e-8, 3.9810717055349776e-8
1.4677992676220674e-7, 4.328761281083061e-8
2.154434690031878e-7, 4.908051271653861e-8
4.424185553847905e-7, 3.9810717055349776e-8
0.0000011547819846894535, 3.367229575211423e-8
0.0000033176711278428346, 3.2291699999438966e-8
0.0000074989420933245276, 3.2291699999438966e-8
0.000018656635785768995, 3.367229575211423e-8
0.00003480700588428392, 4.151278002752295e-8
0.00006189658188912572, 5.3366992312063125e-8
0.00008659643233600583, 8.111308307896873e-8
0.00012115276586285802, 1.397830606579216e-7
