# k_mean_over_bin [h Mpc^-1] P_bin [h^-3 Mpc^3] N_modes
1.184378117322921753e-01 1.428246527777777601e+03 1.800000000000000000e+01
2.070391514608936889e-01 7.378974294354839003e+02 6.200000000000000000e+01
2.908789369524741875e-01 3.819942602040816269e+02 9.800000000000000000e+01
3.768593419165838232e-01 2.448452194940476545e+02 2.100000000000000000e+02
4.731028326920100890e-01 1.862139174107142878e+02 3.500000000000000000e+02
5.681715122858683742e-01 1.440414062499999943e+02 4.500000000000000000e+02
6.563231289584771089e-01 1.235488216362126224e+02 6.020000000000000000e+02
7.448014465216888924e-01 9.128133202099736820e+01 7.620000000000000000e+02
8.406094446282461607e-01 8.306278732486865124e+01 1.142000000000000000e+03
9.367566620826721646e-01 7.352671250000000214e+01 1.250000000000000000e+03
1.026586165316965005e+00 6.684196566358023972e+01 1.458000000000000000e+03
1.116414891845467494e+00 5.758411573180816134e+01 1.814000000000000000e+03
1.210674845154291912e+00 5.431453383264462786e+01 2.178000000000000000e+03
1.304317068633697341e+00 5.010438663430744555e+01 2.498000000000000000e+03
1.393679632202165841e+00 4.449419574752097617e+01 2.622000000000000000e+03
1.485376689304056974e+00 4.327276812462552869e+01 3.338000000000000000e+03
1.580706344632164528e+00 3.784455601826974913e+01 3.722000000000000000e+03
1.675439811953537861e+00 3.631637814748201265e+01 4.170000000000000000e+03
1.766748555541421517e+00 3.529265861633776780e+01 4.358000000000000000e+03
1.857907782910028338e+00 3.472337480135081478e+01 5.034000000000000000e+03
1.951978457904504527e+00 3.261370646657332628e+01 5.714000000000000000e+03
2.045143867328150122e+00 3.147775357321965828e+01 5.982000000000000000e+03
2.136626868203205465e+00 2.873352771887307000e+01 6.602000000000000000e+03
2.228263118257027831e+00 2.718582354488078678e+01 7.130000000000000000e+03
2.321607179952730249e+00 2.627400150921085498e+01 8.034000000000000000e+03
2.415682149437619053e+00 2.548638486230536770e+01 8.606000000000000000e+03
2.508500874081958099e+00 2.365929709905140044e+01 9.066000000000000000e+03
2.601200119124624788e+00 2.279665698403934826e+01 9.962000000000000000e+03
2.694235417018004508e+00 2.207769994075829345e+01 1.055000000000000000e+04
2.786566970183975478e+00 2.111359511402102385e+01 1.122600000000000000e+04
2.878995976455125838e+00 2.034114111641692801e+01 1.214600000000000000e+04
2.971084231821937927e+00 1.964013540179279715e+01 1.260600000000000000e+04
3.063445730324051208e+00 1.897643910302854664e+01 1.380200000000000000e+04
3.157146178691936811e+00 1.828914404568252650e+01 1.475400000000000000e+04
3.250117447778898327e+00 1.779920733513228726e+01 1.519400000000000000e+04
3.342583446669610492e+00 1.667472195210891073e+01 1.645400000000000000e+04
3.435721774499872705e+00 1.604340824297539925e+01 1.715400000000000000e+04
3.528640551307592244e+00 1.603941407533121577e+01 1.826600000000000000e+04
3.620705006688436089e+00 1.559643666666666739e+01 1.875000000000000000e+04
3.713051412232110327e+00 1.505725202629237813e+01 2.023400000000000000e+04
3.806600885969219750e+00 1.416308712121212032e+01 2.145000000000000000e+04
3.899856274575876913e+00 1.399397823513341166e+01 2.196200000000000000e+04
3.992461362383817214e+00 1.321711304449748603e+01 2.346200000000000000e+04
4.085101250274914442e+00 1.308249885616837282e+01 2.404200000000000000e+04
4.178282026464235521e+00 1.257265329915979279e+01 2.594600000000000000e+04
4.271026090126379238e+00 1.227598064553181878e+01 2.611800000000000000e+04
4.362660921192911267e+00 1.179053888242565229e+01 2.750600000000000000e+04
4.455056894016652613e+00 1.133637884469827384e+01 2.906600000000000000e+04
4.548567970163129637e+00 1.096932676518883376e+01 3.045000000000000000e+04
4.642183614914347167e+00 1.071112307825593746e+01 3.174200000000000000e+04
4.734802040159240555e+00 1.044901647286821778e+01 3.225000000000000000e+04
4.827364799750112567e+00 1.013999543795620539e+01 3.425000000000000000e+04
4.920584781699665733e+00 9.713582212162238605e+00 3.545400000000000000e+04
5.013359533259575507e+00 9.461406241422846364e+00 3.643400000000000000e+04
5.105449550528035729e+00 9.206656195265644271e+00 3.768200000000000000e+04
5.197645194343484931e+00 8.939312458645085613e+00 3.929400000000000000e+04
5.291033785789665878e+00 8.591302865350263218e+00 4.142600000000000000e+04
5.384218104832274143e+00 8.270387605191841018e+00 4.206600000000000000e+04
5.476570661294375419e+00 8.066572056794665713e+00 4.349000000000000000e+04
5.569480806496528658e+00 7.763651618091112816e+00 4.570200000000000000e+04
5.662608510701372388e+00 7.574517117339280681e+00 4.663400000000000000e+04
5.755555729077028282e+00 7.242690483791243139e+00 4.855400000000000000e+04
5.847514714447296313e+00 7.091319444444444287e+00 4.887000000000000000e+04
5.939621377759887189e+00 6.946355399193078206e+00 5.155400000000000000e+04
6.033286328455903735e+00 6.762542175078572804e+00 5.409000000000000000e+04
6.126578374222767742e+00 6.492869011672865120e+00 5.431400000000000000e+04
6.219411275944419337e+00 6.397596534001054103e+00 5.691000000000000000e+04
6.312091091589093317e+00 6.183052955707873721e+00 5.748200000000000000e+04
6.405038419545505235e+00 5.965773244977402356e+00 6.062600000000000000e+04
6.498048824028840542e+00 5.878841024572754925e+00 6.120600000000000000e+04
6.590076446975213109e+00 5.713834505354003390e+00 6.257000000000000000e+04
6.682696844855708918e+00 5.466764605203104033e+00 6.573000000000000000e+04
6.775704710713010392e+00 5.380603218816543354e+00 6.668600000000000000e+04
6.868912365054184122e+00 5.167568025624838413e+00 6.969800000000000000e+04
6.961799410462457871e+00 5.089413217947619472e+00 7.002600000000000000e+04
7.054359692053434827e+00 4.955076138206911729e+00 7.274600000000000000e+04
