# k_mean_over_subbox_bin [h Mpc^-1] sig_ratio [dimensionless]
3.141593e-02 3.847555e-05
4.842289e-02 1.768580e-05
6.876489e-02 1.885579e-05
7.695299e-02 2.360009e-05
9.512161e-02 9.579172e-06
1.128087e-01 2.979200e-05
1.307755e-01 1.219701e-05
1.425441e-01 1.868012e-05
1.592632e-01 2.359961e-05
1.735311e-01 2.568423e-05
1.887335e-01 1.979907e-05
2.047633e-01 1.810650e-05
2.207149e-01 2.747853e-05
2.344879e-01 1.718775e-05
2.519295e-01 1.801945e-05
2.672626e-01 2.346487e-05
2.826179e-01 2.017288e-05
2.977407e-01 4.190603e-05
3.153175e-01 2.429651e-05
3.301076e-01 2.809148e-05
3.462269e-01 2.643450e-05
3.624588e-01 3.139311e-05
3.788431e-01 2.455610e-05
3.936987e-01 3.184712e-05
4.088766e-01 2.799974e-05
4.251422e-01 5.775280e-05
4.412722e-01 2.727552e-05
4.552614e-01 4.058240e-05
4.709673e-01 3.596648e-05
4.866840e-01 6.097266e-05
5.026937e-01 2.754609e-05
5.176797e-01 3.368694e-05
5.342353e-01 4.677520e-05
5.505433e-01 4.545363e-05
5.664810e-01 2.533087e-05
5.814590e-01 6.143515e-05
5.971553e-01 7.947605e-05
6.128851e-01 9.154199e-05
6.293116e-01 9.543137e-05
6.445715e-01 5.255657e-05
6.604038e-01 6.456982e-05
6.755714e-01 7.155748e-05
6.918592e-01 1.240215e-04
7.072437e-01 8.368916e-05
7.223483e-01 1.159554e-04
7.379903e-01 4.162639e-05
7.543455e-01 1.158457e-04
7.696768e-01 9.356587e-05
7.854119e-01 1.176835e-04
8.013075e-01 9.999166e-05
8.174378e-01 1.137147e-04
8.328039e-01 1.549234e-04
8.486588e-01 1.421845e-04
8.642032e-01 2.004174e-04
8.799899e-01 8.753360e-05
8.956755e-01 1.343414e-04
9.116640e-01 1.673747e-04
9.271646e-01 1.591213e-04
9.430836e-01 1.250528e-04
9.585188e-01 1.817198e-04
9.739154e-01 2.211678e-04
9.889763e-01 1.325465e-04
1.004944e+00 1.671235e-04
1.020669e+00 1.828762e-04
1.036348e+00 1.761975e-04
1.052259e+00 1.738928e-04
1.068815e+00 2.094818e-04
1.084053e+00 2.501585e-04
1.099663e+00 2.474027e-04
1.115695e+00 2.654547e-04
1.131725e+00 2.602093e-04
1.147138e+00 1.955230e-04
1.162959e+00 3.203631e-04
1.178532e+00 2.588502e-04
1.193979e+00 2.742195e-04
1.209373e+00 2.706951e-04
1.225316e+00 2.527799e-04
1.240868e+00 3.565185e-04
1.256778e+00 3.450736e-04
1.272209e+00 2.526659e-04
1.288236e+00 2.568285e-04
1.303875e+00 3.132338e-04
1.319805e+00 2.969189e-04
1.335591e+00 3.270532e-04
1.351109e+00 2.632109e-04
1.366867e+00 3.732769e-04
1.382903e+00 2.905948e-04
1.398340e+00 4.427424e-04
1.413751e+00 3.146207e-04
1.429514e+00 4.050708e-04
1.445534e+00 3.693007e-04
1.460739e+00 3.152910e-04
1.476493e+00 3.395591e-04
1.492299e+00 4.268196e-04
1.507967e+00 4.002584e-04
1.523378e+00 4.522747e-04
1.539245e+00 2.174937e-04
1.555198e+00 4.112998e-04
1.571066e+00 4.698396e-04
1.586488e+00 3.827746e-04
1.602469e+00 4.024774e-04
1.618202e+00 5.341154e-04
1.634162e+00 3.468087e-04
1.649592e+00 4.030390e-04
1.665303e+00 4.136011e-04
1.680892e+00 4.884397e-04
1.696553e+00 4.925672e-04
1.712313e+00 4.361623e-04
1.728147e+00 4.783347e-04
1.743638e+00 5.287943e-04
1.759458e+00 3.813552e-04
1.775000e+00 5.163611e-04
1.790560e+00 4.229596e-04
1.806296e+00 5.439914e-04
1.822169e+00 4.370298e-04
1.837872e+00 4.983735e-04
1.853993e+00 5.282718e-04
1.869748e+00 4.176917e-04
1.885641e+00 5.750064e-04
1.901097e+00 6.152336e-04
1.916488e+00 5.705656e-04
1.932106e+00 6.035633e-04
1.947985e+00 4.592431e-04
1.963433e+00 6.269379e-04
1.979088e+00 5.568429e-04
1.994746e+00 6.389803e-04
2.010501e+00 5.717363e-04
2.026163e+00 5.701261e-04
2.041975e+00 4.712737e-04
2.057417e+00 6.376933e-04
2.073433e+00 5.696314e-04
2.089361e+00 5.439344e-04
2.105043e+00 7.618289e-04
2.120872e+00 6.848041e-04
2.136710e+00 4.626322e-04
2.152184e+00 5.948233e-04
2.167858e+00 5.831891e-04
2.183418e+00 6.266802e-04
2.199283e+00 7.015133e-04
2.214820e+00 6.610460e-04
2.230634e+00 6.688066e-04
2.246393e+00 6.623786e-04
2.262096e+00 6.951697e-04
2.277605e+00 5.908581e-04
2.293346e+00 6.919339e-04
2.308981e+00 4.444873e-04
2.324783e+00 6.113717e-04
2.340501e+00 5.751057e-04
2.356413e+00 6.323150e-04
2.372126e+00 4.658354e-04
2.387908e+00 6.406812e-04
2.403525e+00 7.090582e-04
2.419091e+00 7.260234e-04
2.434645e+00 7.944648e-04
2.450540e+00 5.685372e-04
2.466301e+00 6.883207e-04
2.481905e+00 5.598995e-04
2.497491e+00 6.979071e-04
2.513410e+00 7.023894e-04
2.528884e+00 5.350927e-04
2.544529e+00 7.191645e-04
2.560412e+00 7.106667e-04
2.576426e+00 8.432297e-04
2.591827e+00 8.029407e-04
2.607612e+00 7.954335e-04
2.623543e+00 7.465370e-04
2.639315e+00 7.660808e-04
2.654884e+00 7.384071e-04
2.670591e+00 8.033757e-04
2.686243e+00 7.905809e-04
2.701838e+00 7.570037e-04
2.717464e+00 7.846903e-04
2.733198e+00 7.383063e-04
2.748835e+00 6.966010e-04
2.764641e+00 7.819376e-04
