x	y
-15.407	-0.459
-15.338	-0.530
-15.295	-0.563
-15.246	-0.607
-15.193	-0.654
-15.145	-0.698
-15.092	-0.742
-15.053	-0.779
-14.950	-0.863
-14.892	-0.912
-14.812	-0.978
-14.746	-1.031
-14.671	-1.075
-14.537	-1.146
-14.425	-1.203
-14.305	-1.263
-14.189	-1.279
-14.059	-1.300
-13.964	-1.290
-13.865	-1.279
-13.800	-1.259
-13.746	-1.238
-13.667	-1.186
-13.602	-1.145
-13.548	-1.063
-13.495	-0.978
-13.434	-0.895
-13.372	-0.802
-13.318	-0.683
-13.264	-0.568
-13.205	-0.460
