1.0135965009385693e-16, 0.01847849797422285
2.5736956277088824e-16, 0.00794328234724279
8.677935588683093e-16, 0.00215443469003188
3.583044478942462e-15, 0.0005411695265464627
1.886513094554322e-14, 0.0000999999999999998
1.489431477217252e-13, 0.000012589254117941687
5.6329142217303495e-14, 0.00003162277660168373
4.2706947755589027e-13, 0.000003981071705534969
1.3279054563715e-12, 0.0000014677992676220705
3.807546021222399e-12, 4.641588833612782e-7
1.392178795490334e-11, 1.2589254117941688e-7
4.888206679275233e-11, 3.414548873833615e-8
1.7163430887406375e-10, 1.000000000000004e-8
5.787131396509269e-10, 2.9286445646252494e-9
2.203476912306991e-9, 7.943282347242822e-10
6.5793322465757094e-9, 2.5118864315095923e-10
1.9645140173268166e-8, 8.576958985908981e-11
4.599986935544299e-8, 3.6869450645195886e-11
1.3189690478391012e-7, 1.2589254117941765e-11
3.781922369637633e-7, 4.6415888336128105e-12
8.503912214349228e-7, 1.9952623149688912e-12
0.0000019121630716150137, 8.576958985909016e-13
0.00000365636761244815, 3.981071705535002e-13
0.000005265112129200048, 2.1544346900319042e-13
0.000007895155785118617, 2.928644564625261e-13
0.000010484020445962025, 5.843414133735211e-13
0.000013369024117359675, 1.2589254117941713e-12
0.00001572102789913714, 3.4145488738336147e-12
