9.464306861269685e-15, 1.2915496650148879e-12
1.0602140414478332e-14, 9.641346255671067e-13
1.296355657578133e-14, 4.99358789347316e-13
1.5780518324463133e-14, 2.586416205275971e-13
1.9302475333233624e-14, 1.304054265518854e-13
2.8181372161599698e-14, 5.946556734395271e-14
6.199492718289817e-14, 4.2677960171992663e-14
8.561232545097777e-14, 4.010279139495203e-14
9.633288163519665e-14, 2.404099183509984e-14
1.3637983893665364e-13, 2.3340766469056315e-14
2.7293354112693995e-13, 2.1894959300067775e-14
5.462150304099673e-13, 2.053871038841718e-14
1.0931264007123307e-12, 1.8860152910834155e-14
2.1876463689353834e-12, 1.620276573924715e-14
3.982874063481367e-12, 1.1206555527197473e-14
5.814946234512189e-12, 6.122794529971845e-15
9.332158684452676e-12, 2.9367893600906266e-15
1.8676214431440004e-11, 2.3106366425100763e-15
3.737623815486854e-11, 2.373028172474552e-15
7.480012524688806e-11, 2.700370770352205e-15
1.4504851971789745e-10, 4.250906780728977e-15
2.3278217000847911e-10, 8.63988449483969e-15
2.9958205703246157e-10, 1.6303810111458845e-14
3.177861221095688e-10, 2.3178181806008947e-14
