1.1445928440614388e-16, 0.00501187233627271
2.680109219258479e-16, 0.00215443469003188
7.086632028132494e-16, 0.0007943282347242797
2.115987980717832e-15, 0.00027122725793320244
7.73682992102621e-15, 0.00007356422544596406
1.886513094554322e-14, 0.000029286445646252374
4.241954270692077e-14, 0.000012589254117941687
1.0343386580610935e-13, 0.000005411695265464638
2.848035868435828e-13, 0.0000018478497974222906
8.166264839962904e-13, 6.812920690579622e-7
2.0735549199176943e-12, 2.5118864315095823e-7
5.265112129200048e-12, 1.0797751623277116e-7
1.2328467394420735e-11, 4.29866234708229e-8
3.00611689965594e-11, 1.7113283041617846e-8
1.013596500938561e-10, 5.411695265464648e-9
2.1886481684490678e-10, 2.5118864315095923e-9
5.557353657510098e-10, 1.000000000000004e-9
1.5934778869722835e-9, 3.414548873833615e-10
4.7579443140094335e-9, 1.1659144011798357e-10
1.3642606749660086e-8, 3.6869450645195886e-11
4.599986935544299e-8, 1.1659144011798405e-11
1.3189690478391012e-7, 4.298662347082308e-12
2.626363527653335e-7, 1.9952623149688912e-12
6.404004271197283e-7, 7.943282347242886e-13
0.0000014995228195298147, 3.414548873833615e-13
0.000002644157923568959, 1.847849797422302e-13
0.0000046625306622307575, 7.943282347242887e-14
