# triangle index [dimensionless] k1_mean [h Mpc^-1] k2_mean [h Mpc^-1] k3_mean [h Mpc^-1] k1_min [h Mpc^-1] k1_max [h Mpc^-1] k2_min [h Mpc^-1] k2_max [h Mpc^-1] k3_min [h Mpc^-1] k3_max [h Mpc^-1] B_bin [h^-6 Mpc^6] N_modes
0 3.826698e-02 3.826698e-02 3.826698e-02 1.532484e-02 4.597452e-02 1.532484e-02 4.597452e-02 1.532484e-02 4.597452e-02 -1.204285e+07 1.200000e+02
1 6.483029e-02 3.940522e-02 3.940522e-02 4.597452e-02 7.662421e-02 1.532484e-02 4.597452e-02 1.532484e-02 4.597452e-02 8.221069e+07 1.740000e+02
2 6.739968e-02 6.739968e-02 3.799972e-02 4.597452e-02 7.662421e-02 4.597452e-02 7.662421e-02 1.532484e-02 4.597452e-02 9.156094e+07 4.560000e+02
3 6.774395e-02 6.774395e-02 6.774395e-02 4.597452e-02 7.662421e-02 4.597452e-02 7.662421e-02 4.597452e-02 7.662421e-02 -2.896054e+07 9.120000e+02
4 8.669041e-02 4.334521e-02 4.334521e-02 7.662421e-02 1.072739e-01 1.532484e-02 4.597452e-02 1.532484e-02 4.597452e-02 3.647731e+07 1.200000e+01
5 9.470020e-02 7.014860e-02 3.948135e-02 7.662421e-02 1.072739e-01 4.597452e-02 7.662421e-02 1.532484e-02 4.597452e-02 6.606524e+07 4.140000e+02
6 9.585615e-02 6.747355e-02 6.747355e-02 7.662421e-02 1.072739e-01 4.597452e-02 7.662421e-02 4.597452e-02 7.662421e-02 1.442691e+07 9.440000e+02
7 9.567959e-02 9.567959e-02 3.757452e-02 7.662421e-02 1.072739e-01 7.662421e-02 1.072739e-01 1.532484e-02 4.597452e-02 5.305424e+07 5.280000e+02
8 9.541957e-02 9.541957e-02 6.686502e-02 7.662421e-02 1.072739e-01 7.662421e-02 1.072739e-01 4.597452e-02 7.662421e-02 -4.470449e+06 1.152000e+03
9 9.616796e-02 9.616796e-02 9.616796e-02 7.662421e-02 1.072739e-01 7.662421e-02 1.072739e-01 7.662421e-02 1.072739e-01 1.409417e+07 1.200000e+03
10 1.132901e-01 7.289565e-02 4.334521e-02 1.072739e-01 1.379236e-01 4.597452e-02 7.662421e-02 1.532484e-02 4.597452e-02 5.637597e+07 7.200000e+01
11 1.214404e-01 6.918406e-02 6.918406e-02 1.072739e-01 1.379236e-01 4.597452e-02 7.662421e-02 4.597452e-02 7.662421e-02 4.186018e+07 1.302000e+03
12 1.203212e-01 9.655698e-02 3.952621e-02 1.072739e-01 1.379236e-01 7.662421e-02 1.072739e-01 1.532484e-02 4.597452e-02 4.134383e+07 7.380000e+02
13 1.241710e-01 9.593170e-02 6.768900e-02 1.072739e-01 1.379236e-01 7.662421e-02 1.072739e-01 4.597452e-02 7.662421e-02 1.190151e+07 1.824000e+03
14 1.238351e-01 9.574010e-02 9.574010e-02 1.072739e-01 1.379236e-01 7.662421e-02 1.072739e-01 7.662421e-02 1.072739e-01 4.616122e+06 2.088000e+03
15 1.240323e-01 1.240323e-01 3.826698e-02 1.072739e-01 1.379236e-01 1.072739e-01 1.379236e-01 1.532484e-02 4.597452e-02 2.676151e+07 1.560000e+03
16 1.237086e-01 1.237086e-01 6.741490e-02 1.072739e-01 1.379236e-01 1.072739e-01 1.379236e-01 4.597452e-02 7.662421e-02 2.735690e+06 2.976000e+03
17 1.240837e-01 1.240837e-01 9.555582e-02 1.072739e-01 1.379236e-01 1.072739e-01 1.379236e-01 7.662421e-02 1.072739e-01 8.446325e+06 3.312000e+03
18 1.235158e-01 1.235158e-01 1.235158e-01 1.072739e-01 1.379236e-01 1.072739e-01 1.379236e-01 1.072739e-01 1.379236e-01 6.326092e+05 5.688000e+03
19 1.427842e-01 7.320713e-02 7.320713e-02 1.379236e-01 1.685733e-01 4.597452e-02 7.662421e-02 4.597452e-02 7.662421e-02 4.415304e+06 1.680000e+02
20 1.415562e-01 1.031602e-01 4.334521e-02 1.379236e-01 1.685733e-01 7.662421e-02 1.072739e-01 1.532484e-02 4.597452e-02 4.294829e+07 7.200000e+01
21 1.527549e-01 9.686060e-02 7.001382e-02 1.379236e-01 1.685733e-01 7.662421e-02 1.072739e-01 4.597452e-02 7.662421e-02 9.565590e+06 1.694000e+03
22 1.557944e-01 9.544057e-02 9.544057e-02 1.379236e-01 1.685733e-01 7.662421e-02 1.072739e-01 7.662421e-02 1.072739e-01 1.256824e+07 2.640000e+03
23 1.524288e-01 1.273637e-01 3.945190e-02 1.379236e-01 1.685733e-01 1.072739e-01 1.379236e-01 1.532484e-02 4.597452e-02 1.879371e+07 1.350000e+03
24 1.554413e-01 1.239662e-01 6.771004e-02 1.379236e-01 1.685733e-01 1.072739e-01 1.379236e-01 4.597452e-02 7.662421e-02 1.976455e+07 4.008000e+03
25 1.559327e-01 1.235817e-01 9.582348e-02 1.379236e-01 1.685733e-01 1.072739e-01 1.379236e-01 7.662421e-02 1.072739e-01 7.510884e+06 4.536000e+03
26 1.553978e-01 1.237927e-01 1.237927e-01 1.379236e-01 1.685733e-01 1.072739e-01 1.379236e-01 1.072739e-01 1.379236e-01 -1.173421e+04 7.296000e+03
27 1.557470e-01 1.557470e-01 3.817712e-02 1.379236e-01 1.685733e-01 1.379236e-01 1.685733e-01 1.532484e-02 4.597452e-02 2.011358e+07 2.712000e+03
28 1.556749e-01 1.556749e-01 6.723527e-02 1.379236e-01 1.685733e-01 1.379236e-01 1.685733e-01 4.597452e-02 7.662421e-02 8.148117e+06 5.304000e+03
29 1.556783e-01 1.556783e-01 9.576640e-02 1.379236e-01 1.685733e-01 1.379236e-01 1.685733e-01 7.662421e-02 1.072739e-01 -1.542378e+06 5.928000e+03
30 1.556483e-01 1.556483e-01 1.239394e-01 1.379236e-01 1.685733e-01 1.379236e-01 1.685733e-01 1.072739e-01 1.379236e-01 3.725280e+06 9.864000e+03
31 1.557470e-01 1.557470e-01 1.557470e-01 1.379236e-01 1.685733e-01 1.379236e-01 1.685733e-01 1.379236e-01 1.685733e-01 1.284009e+06 1.296000e+04
32 1.773929e-01 1.039136e-01 7.507610e-02 1.685733e-01 1.992229e-01 7.662421e-02 1.072739e-01 4.597452e-02 7.662421e-02 3.658835e+07 4.800000e+01
