# k_mean_over_bin [h Mpc^-1] P_bin [h^-3 Mpc^3] N_modes
2.004559772710005558e-02 1.947208116319444343e+03 1.800000000000000000e+01
3.504137442477287673e-02 4.633021673387096598e+03 6.200000000000000000e+01
4.923125820196404961e-02 2.344453443877550853e+03 9.800000000000000000e+01
6.378344006481624640e-02 2.005772619047619173e+03 2.100000000000000000e+02
8.007265176091875325e-02 1.496326517857142790e+03 3.500000000000000000e+02
9.616302738587061139e-02 1.122816250000000082e+03 4.500000000000000000e+02
1.110826890383447979e-01 9.203596345514949917e+02 6.020000000000000000e+02
1.260576397180557251e-01 8.294338090551181040e+02 7.620000000000000000e+02
1.422731428555557009e-01 5.992906085814361177e+02 1.142000000000000000e+03
1.585460595607757484e-01 5.187741500000000769e+02 1.250000000000000000e+03
1.737497011902237598e-01 4.590724451303154865e+02 1.458000000000000000e+03
1.889532144205047226e-01 4.159074903528114646e+02 1.814000000000000000e+03
2.049067109494826788e-01 3.636445707070707272e+02 2.178000000000000000e+03
2.207556613284745450e-01 3.252098929143314194e+02 2.498000000000000000e+03
2.358802738624342921e-01 2.855681731502670004e+02 2.622000000000000000e+03
2.513999951464319649e-01 2.660886196824445733e+02 3.338000000000000000e+03
2.675345382307371400e-01 2.291640583019882058e+02 3.722000000000000000e+03
2.835681791499936044e-01 2.094616456834532414e+02 4.170000000000000000e+03
2.990221799979137507e-01 1.874971747361175005e+02 4.358000000000000000e+03
3.144508804126917023e-01 1.709454459674215343e+02 5.034000000000000000e+03
3.303723395141972552e-01 1.567342163983199157e+02 5.714000000000000000e+03
3.461405835555014798e-01 1.409585945336008024e+02 5.982000000000000000e+03
3.616240832326051979e-01 1.350468986670705931e+02 6.602000000000000000e+03
3.771335216675366642e-01 1.233894372370266552e+02 7.130000000000000000e+03
3.929320011962133541e-01 1.145259522031366686e+02 8.034000000000000000e+03
4.088541926781908975e-01 1.092991517545898148e+02 8.606000000000000000e+03
4.245637628236880179e-01 1.009615734612839191e+02 9.066000000000000000e+03
4.402531073637167558e-01 9.485306037944188517e+01 9.962000000000000000e+03
4.559993315308014661e-01 8.985027251184834540e+01 1.055000000000000000e+04
4.716264483403250773e-01 8.504426109032603165e+01 1.122600000000000000e+04
4.872700578197112775e-01 7.816879013667050913e+01 1.214600000000000000e+04
